kids,morekids,boys2,girls2,boy1st,boy2nd,samesex,multi2nd,age,agefstm,black,hispan,worked,weeks,hours,labinc,faminc,nonmomi,educ,agesq
2,0,0,1,0,0,1,0,31,16,1,0,0,0,0,0.0,46.948001861572266,46.948001861572266,16,961
4,1,0,1,0,0,1,0,27,17,0,1,1,52,43,22.681560516357422,49.98130798339844,27.29974937438965,8,729
2,0,0,1,0,0,1,0,25,20,0,1,0,0,0,0.0,25.116609573364258,25.116609573364258,8,625
2,0,0,1,0,0,1,0,24,19,0,1,1,32,40,10.506360054016113,31.508590698242188,21.002220153808594,12,576
2,0,0,0,1,0,0,0,26,20,0,1,0,0,0,0.0,39.89478302001953,39.89478302001953,12,676
3,1,0,0,0,1,0,0,30,18,1,0,1,1,40,0.052480001002550125,63.678409576416016,63.62594223022461,12,900
3,1,0,1,0,0,1,0,31,19,1,0,0,0,0,0.0,34.97221755981445,34.97221755981445,12,961
3,1,0,0,1,0,0,0,32,18,0,1,0,0,0,0.0,41.574127197265625,41.574127197265625,6,1024
2,0,0,0,0,1,0,0,29,19,1,0,0,0,0,0.0,28.380809783935547,28.380809783935547,12,841
2,0,1,0,1,1,1,0,34,20,1,0,1,52,40,20.435449600219727,60.9704704284668,40.535030364990234,12,1156
4,1,0,0,1,0,0,0,34,18,1,0,1,26,40,25.200580596923828,73.28213500976562,48.08155822753906,12,1156
2,0,1,0,1,1,1,0,30,21,0,1,1,28,36,7.357600212097168,45.57303237915039,38.2154426574707,13,900
3,1,0,0,0,1,0,0,31,16,1,0,1,52,40,23.521230697631836,57.118499755859375,33.597251892089844,10,961
2,0,0,0,1,0,0,0,31,17,1,0,1,52,40,25.200580596923828,56.69866180419922,31.498090744018555,11,961
3,1,0,0,1,0,0,0,33,20,1,0,1,52,40,16.384050369262695,53.287498474121094,36.90346908569336,12,1089
3,1,0,1,0,0,1,0,32,24,0,1,0,0,0,0.0,38.845191955566406,38.845191955566406,12,1024
3,1,1,0,1,1,1,0,32,18,1,0,1,52,40,21.002220153808594,69.29368591308594,48.29146957397461,12,1024
2,0,0,0,1,0,0,0,29,22,0,1,1,30,40,10.716269493103027,31.466609954833984,20.750329971313477,8,841
2,0,0,0,1,0,0,0,34,18,0,1,1,46,45,23.101390838623047,64.67552947998047,41.574127197265625,5,1156
2,0,1,0,1,1,1,0,31,27,0,1,1,5,5,0.22041000425815582,44.53394317626953,44.31352996826172,18,961
5,1,0,0,0,1,0,0,33,16,0,1,1,52,32,18.903051376342773,39.05508804321289,20.152061462402344,9,1089
3,1,0,1,0,0,1,0,22,16,0,1,1,44,40,32.3377685546875,68.6744384765625,36.336692810058594,8,484
3,1,0,1,0,0,1,0,28,18,0,1,1,52,40,12.605530738830566,37.80609130859375,25.200580596923828,10,784
2,0,0,0,1,0,0,0,31,20,0,1,1,12,42,2.739419937133789,43.10649871826172,40.367088317871094,8,961
2,0,0,1,0,0,1,0,35,24,0,1,0,0,0,0.0,39.684879302978516,39.684879302978516,16,1225
4,1,0,0,0,1,0,0,34,23,1,0,1,40,40,21.359079360961914,37.62765884399414,16.26858901977539,11,1156
5,1,0,0,1,0,0,0,33,19,0,1,0,0,0,0.0,31.498090744018555,31.498090744018555,12,1089
2,0,1,0,1,1,1,0,26,19,1,0,1,42,40,25.578420639038086,113.76468658447266,88.18624877929688,13,676
4,1,0,1,0,0,1,0,31,16,0,1,1,8,40,0.07347000390291214,34.164031982421875,34.09055709838867,12,961
2,0,0,0,1,0,0,0,22,17,0,1,0,0,0,0.0,38.56180953979492,38.56180953979492,10,484
2,0,0,1,0,0,1,0,28,21,0,1,1,8,40,1.0600799322128296,29.62982940673828,28.56974983215332,12,784
3,1,1,0,1,1,1,0,35,24,1,0,1,50,40,16.80388069152832,33.61825180053711,16.814380645751953,12,1225
2,0,0,0,0,1,0,0,33,20,1,0,1,47,40,37.795589447021484,91.36650085449219,53.5709114074707,12,1089
2,0,0,0,1,0,0,0,23,15,1,0,1,52,40,18.903051376342773,53.93825149536133,35.03519058227539,12,529
2,0,0,1,0,0,1,0,32,22,0,1,1,12,34,2.9493401050567627,47.0424690246582,44.0931282043457,12,1024
3,1,0,0,1,0,0,0,23,16,1,1,0,0,0,0.0,0.3253699839115143,0.3253699839115143,9,529
5,1,0,1,0,0,1,0,23,18,1,0,0,0,0,0.0,28.779659271240234,28.779659271240234,12,529
4,1,0,1,0,0,1,0,32,18,1,0,0,0,0,0.0,33.597251892089844,33.597251892089844,12,1024
4,1,1,0,1,1,1,0,35,18,1,0,1,40,40,27.29974937438965,67.19450378417969,39.89478302001953,11,1225
2,0,1,0,1,1,1,0,24,17,0,1,1,12,18,1.4169399738311768,36.06378173828125,34.6468391418457,12,576
3,1,0,0,0,1,0,0,30,25,1,0,1,30,40,29.881731033325195,39.30699920654297,9.42529010772705,12,900
2,0,0,1,0,0,1,0,31,25,1,0,1,52,40,37.585689544677734,74.3211898803711,36.735530853271484,12,961
3,1,0,0,1,0,0,0,34,18,1,0,1,32,40,37.438751220703125,38.43584060668945,0.9971100091934204,12,1156
3,1,0,0,1,0,0,0,28,20,1,0,1,40,8,26.04022979736328,64.84346771240234,38.803218841552734,12,784
3,1,0,0,0,1,0,0,26,16,1,0,0,0,0,0.0,49.550968170166016,49.550968170166016,10,676
4,1,0,0,1,0,0,0,26,22,1,0,0,0,0,0.0,22.985939025878906,22.985939025878906,12,676
2,0,1,0,1,1,1,0,35,18,1,0,1,52,40,22.093801498413086,78.78193664550781,56.68815994262695,12,1225
2,0,0,0,0,1,0,0,29,21,1,0,1,52,40,13.55016040802002,38.75071716308594,25.200580596923828,12,841
2,0,0,1,0,0,1,0,35,26,1,0,0,0,0,0.0,16.384050369262695,16.384050369262695,12,1225
3,1,0,0,1,0,0,0,34,20,1,0,1,52,40,19.259910583496094,57.66427993774414,38.404380798339844,12,1156
2,0,1,0,1,1,1,0,29,16,1,0,1,8,40,3.5371100902557373,89.78163146972656,86.24449920654297,16,841
2,0,0,0,1,0,0,0,30,24,1,0,1,52,40,30.80535888671875,45.73046875,14.92512035369873,12,900
2,0,0,1,0,0,1,0,35,18,1,0,1,38,30,8.407190322875977,39.90528106689453,31.498090744018555,12,1225
2,0,0,0,1,0,0,0,31,20,1,0,1,52,40,21.002220153808594,54.5994987487793,33.597251892089844,12,961
2,0,0,0,1,0,0,0,28,24,1,0,1,52,30,14.704700469970703,37.648658752441406,22.94394874572754,13,784
2,0,0,0,0,1,0,0,27,20,1,0,0,0,0,0.0,50.91543960571289,50.91543960571289,13,729
2,0,0,0,1,0,0,0,30,19,1,0,1,52,40,23.101390838623047,65.32624816894531,42.22488021850586,12,900
3,1,0,1,0,0,1,0,27,19,1,0,1,16,40,2.1096699237823486,8.428179740905762,6.318509578704834,9,729
2,0,0,0,0,1,0,0,31,21,1,0,1,1,40,0.0,46.19231033325195,46.19231033325195,13,961
2,0,0,0,1,0,0,0,28,22,1,0,1,52,40,39.26502990722656,77.96324920654297,38.69824981689453,13,784
4,1,1,0,1,1,1,0,35,21,1,0,1,52,40,14.998589515686035,42.2353401184082,27.23676872253418,15,1225
2,0,0,0,1,0,0,0,27,20,1,0,1,52,40,31.288169860839844,77.48043823242188,46.19231033325195,12,729
2,0,1,0,1,1,1,0,35,23,1,0,1,52,40,31.477088928222656,64.86444091796875,33.3873405456543,16,1225
2,0,0,1,0,0,1,0,24,20,1,0,1,52,40,18.273300170898438,43.473880767822266,25.200580596923828,12,576
4,1,1,0,1,1,1,0,33,17,1,0,1,52,36,16.216110229492188,70.80506134033203,54.5890007019043,12,1089
2,0,0,0,1,0,0,0,34,24,1,0,1,43,40,36.725032806396484,70.72113037109375,33.996089935302734,18,1156
2,0,0,0,0,1,0,0,29,20,1,0,1,52,40,14.200910568237305,40.45105743408203,26.250160217285156,12,841
2,0,0,0,1,0,0,0,31,21,1,0,0,0,0,0.0,45.58353042602539,45.58353042602539,12,961
2,0,0,0,1,0,0,0,33,21,1,0,1,25,5,0.7452100515365601,29.105030059814453,28.359830856323242,12,1089
2,0,0,1,0,0,1,0,29,20,1,0,1,30,40,6.748839855194092,15.156030654907227,8.407190322875977,12,841
4,1,1,0,1,1,1,0,32,18,1,0,0,0,0,0.0,43.04352951049805,43.04352951049805,10,1024
4,1,0,1,0,0,1,0,27,19,1,0,0,0,0,0.0,39.89478302001953,39.89478302001953,11,729
3,1,1,0,1,1,1,0,35,18,1,0,1,35,40,26.87990951538086,59.62699890136719,32.74708938598633,12,1225
5,1,1,0,1,1,1,0,31,16,1,0,0,0,0,0.0,33.37683868408203,33.37683868408203,10,961
3,1,0,0,0,1,0,0,31,21,1,0,1,52,40,18.903051376342773,56.69866180419922,37.795589447021484,12,961
2,0,0,0,1,0,0,0,23,19,1,0,1,20,40,5.006529808044434,47.25238037109375,42.2458381652832,12,529
2,0,0,0,1,0,0,0,33,25,1,0,1,52,50,7.882390022277832,58.273033142089844,58.273033142089844,15,1089
2,0,1,0,1,1,1,0,35,23,1,0,0,0,0,0.0,77.69038391113281,77.69038391113281,16,1225
2,0,0,1,0,0,1,0,26,24,1,0,1,26,40,13.949009895324707,39.149559020996094,25.200580596923828,12,676
2,0,1,0,1,1,1,0,26,20,1,0,0,0,0,0.0,25.200580596923828,25.200580596923828,12,676
2,0,0,0,1,0,0,0,31,20,1,0,1,52,40,1.1020699739456177,30.500980377197266,29.3989200592041,13,961
2,0,0,1,0,0,1,0,28,25,1,0,1,52,40,12.605530738830566,62.996192932128906,50.39065933227539,12,784
3,1,0,1,0,0,1,0,30,15,1,0,1,52,40,10.506360054016113,37.80609130859375,27.29974937438965,9,900
4,1,0,1,0,0,1,1,34,20,1,0,1,52,40,29.71380043029785,32.97800064086914,3.2642099857330322,12,1156
2,0,0,0,1,0,0,0,30,22,1,0,1,8,38,7.357600212097168,34.65734100341797,27.29974937438965,12,900
2,0,0,0,1,0,0,0,31,20,1,0,1,52,38,14.704700469970703,45.15321731567383,30.44849967956543,12,961
3,1,1,0,1,1,1,0,31,17,1,0,1,52,40,14.704700469970703,27.320730209350586,12.6160306930542,12,961
4,1,0,0,0,1,0,0,31,17,1,0,1,44,40,39.89478302001953,81.88874816894531,41.99394226074219,12,961
2,0,0,0,1,0,0,0,34,21,1,0,0,0,0,0.0,69.28318786621094,69.28318786621094,16,1156
4,1,0,0,0,1,0,0,28,18,1,0,1,52,8,8.407190322875977,46.255279541015625,37.84809112548828,12,784
2,0,1,0,1,1,1,0,34,23,1,0,1,1,40,0.22041000425815582,27.520160675048828,27.29974937438965,17,1156
3,1,0,0,0,1,0,0,33,22,1,0,1,45,40,2.3195900917053223,17.874448776245117,15.554880142211914,9,1089
2,0,0,0,0,1,0,0,31,25,1,0,1,49,40,23.101390838623047,86.09756469726562,62.996192932128906,16,961
2,0,0,0,1,0,0,0,29,19,1,0,1,51,35,24.17197036743164,55.04030990600586,30.86833953857422,12,841
2,0,0,0,0,1,0,0,25,20,1,0,1,24,20,4.943549633026123,49.82387924194336,44.88031005859375,13,625
2,0,0,1,0,0,1,0,29,20,1,0,1,52,40,27.929500579833984,65.72505950927734,37.795589447021484,17,841
2,0,0,0,0,1,0,0,28,22,1,0,1,48,30,4.2088398933410645,40.75543975830078,36.54658889770508,12,784
3,1,0,1,0,0,1,0,24,20,1,0,1,8,30,0.9551199674606323,33.513282775878906,32.558170318603516,12,576
2,0,0,0,0,1,0,0,33,26,1,0,1,52,40,14.200910568237305,31.435110092163086,17.23419952392578,12,1089
3,1,0,1,0,0,1,0,28,24,0,1,1,4,40,0.9341300129890442,36.630558013916016,35.696441650390625,12,784
2,0,0,1,0,0,1,0,28,21,1,0,1,36,40,25.200580596923828,56.3418083190918,31.1412296295166,18,784
2,0,1,0,1,1,1,0,33,23,0,1,0,0,0,0.0,107.00531005859375,107.00531005859375,15,1089
3,1,0,1,0,0,1,0,28,19,0,1,0,0,0,0.0,16.80388069152832,16.80388069152832,12,784
3,1,0,0,1,0,0,0,33,19,0,1,1,52,20,8.72205924987793,16.614948272705078,7.892889976501465,5,1089
2,0,0,0,1,0,0,0,27,16,1,0,1,50,40,15.64933967590332,47.210411071777344,31.561059951782227,12,729
3,1,0,1,0,0,1,0,29,18,1,0,1,52,40,36.410160064697266,62.74428176879883,26.334131240844727,12,841
2,0,1,0,1,1,1,0,26,18,1,0,0,0,0,0.0,29.3989200592041,29.3989200592041,10,676
2,0,0,0,0,1,0,0,31,23,1,0,1,52,40,19.952640533447266,43.05403137207031,23.101390838623047,13,961
2,0,0,1,0,0,1,0,30,19,1,0,1,52,35,35.696441650390625,84.00888061523438,48.312469482421875,12,900
2,0,0,0,0,1,0,0,27,18,1,0,1,6,15,2.1096699237823486,23.53173065185547,21.422060012817383,12,729
2,0,0,0,1,0,0,0,30,18,0,1,1,30,20,14.704700469970703,48.30196762084961,48.30196762084961,12,900
2,0,0,0,1,0,0,0,28,22,1,0,1,2,40,0.8501699566841125,44.67041015625,43.82021713256836,12,784
3,1,0,1,0,0,1,0,27,17,1,0,1,30,40,25.200580596923828,48.30196762084961,23.101390838623047,9,729
2,0,0,0,1,0,0,0,34,25,1,0,1,9,56,4.628680229187012,50.82096862792969,46.19231033325195,12,1156
4,1,0,0,1,0,0,0,26,19,0,1,0,0,0,0.0,16.80388069152832,16.80388069152832,6,676
3,1,0,0,1,0,0,0,31,21,1,0,1,52,20,6.559910297393799,69.54556274414062,62.98569107055664,15,961
2,0,0,0,0,1,0,0,33,28,0,1,1,52,41,23.311309814453125,51.61865997314453,28.307340621948242,17,1089
2,0,0,0,1,0,0,0,30,18,1,0,1,52,40,35.7594108581543,87.13668823242188,51.37725067138672,12,900
2,0,1,0,1,1,1,0,33,22,1,0,1,26,40,10.506360054016113,62.3769416809082,51.87055969238281,15,1089
2,0,0,0,0,1,0,0,29,22,0,1,1,10,25,4.7336297035217285,28.380809783935547,23.64719009399414,13,841
2,0,1,0,1,1,1,0,28,25,1,0,1,52,36,46.948001861572266,55.880001068115234,8.93198013305664,13,784
2,0,0,0,0,1,0,0,34,19,1,0,1,38,38,32.54766845703125,85.0374984741211,52.48980712890625,17,1156
5,1,0,0,0,1,0,0,33,18,1,0,1,21,38,11.010160446166992,23.815109252929688,12.804949760437012,12,1089
2,0,1,0,1,1,1,0,23,20,0,1,0,0,0,0.0,20.666358947753906,20.666358947753906,13,529
3,1,0,0,1,0,0,0,29,20,1,0,0,0,0,0.0,17.853469848632812,17.853469848632812,14,841
2,0,0,0,1,0,0,0,24,17,0,1,1,40,40,4.2088398933410645,12.626519203186035,8.417679786682129,12,576
3,1,0,0,0,1,0,1,34,23,0,1,1,10,32,10.506360054016113,157.43800354003906,146.93162536621094,20,1156
2,0,0,1,0,0,1,0,30,18,1,0,1,52,40,20.750329971313477,48.35444259643555,27.6041316986084,12,900
5,1,0,1,0,0,1,0,32,16,1,0,0,0,0,0.0,28.244380950927734,28.244380950927734,10,1024
4,1,0,0,0,1,0,0,33,19,1,0,1,52,40,16.887840270996094,79.47468566894531,62.58684158325195,12,1089
2,0,0,1,0,0,1,0,32,20,1,0,1,51,38,12.395620346069336,45.63603210449219,33.24040985107422,14,1024
2,0,1,0,1,1,1,0,23,16,0,1,0,0,0,0.0,53.54991149902344,53.54991149902344,10,529
4,1,0,0,1,0,0,0,29,19,1,0,1,26,38,17.475608825683594,46.76955795288086,29.293949127197266,13,841
3,1,0,0,1,0,0,0,31,23,1,0,1,1,8,0.07347000390291214,48.438411712646484,48.36494064331055,13,961
3,1,0,1,0,0,1,0,28,16,1,0,1,50,50,5.468339920043945,10.936690330505371,10.936690330505371,12,784
3,1,1,0,1,1,1,0,33,27,1,0,0,0,0,0.0,33.79669189453125,33.79669189453125,16,1089
3,1,0,0,1,0,0,0,29,20,0,1,1,15,40,1.584879994392395,35.18212890625,33.597251892089844,20,841
2,0,1,0,1,1,1,0,23,17,0,1,0,0,0,0.0,66.54374694824219,66.54374694824219,0,529
2,0,0,1,0,0,1,0,23,19,0,1,0,0,0,0.0,28.905609130859375,28.905609130859375,6,529
2,0,0,0,0,1,0,0,27,20,0,1,0,0,0,0.0,34.38444137573242,34.38444137573242,9,729
2,0,0,0,0,1,0,0,22,16,1,0,1,3,40,10.506360054016113,28.7691707611084,18.262800216674805,10,484
3,1,0,0,1,0,0,0,35,21,0,1,0,0,0,0.0,46.202781677246094,46.202781677246094,12,1225
2,0,0,0,0,1,0,0,33,22,0,1,1,52,40,10.506360054016113,44.53394317626953,34.027591705322266,12,1089
3,1,0,1,0,0,1,0,32,20,0,1,0,0,0,0.0,41.99394226074219,41.99394226074219,12,1024
3,1,0,0,1,0,0,0,23,18,0,1,0,0,0,0.0,13.613129615783691,13.613129615783691,12,529
3,1,0,0,0,1,0,0,31,20,0,1,0,0,0,0.0,50.14925003051758,50.14925003051758,12,961
4,1,1,0,1,1,1,0,26,18,0,1,0,0,0,0.0,66.55425262451172,66.55425262451172,10,676
2,0,1,0,1,1,1,0,27,18,1,0,1,52,24,8.407190322875977,35.706939697265625,27.29974937438965,12,729
2,0,0,0,1,0,0,0,34,20,1,1,1,4,8,1.773800015449524,3.547600030899048,1.773800015449524,12,1156
2,0,0,0,1,0,0,0,27,22,1,0,1,20,15,2.9493401050567627,40.74494171142578,37.795589447021484,14,729
3,1,1,0,1,1,1,0,27,16,1,0,1,52,40,31.498090744018555,45.1846923828125,13.686610221862793,8,729
3,1,0,0,0,1,0,0,31,21,0,1,0,0,0,0.0,37.795589447021484,37.795589447021484,13,961
3,1,0,0,1,0,0,0,30,18,1,0,1,25,40,31.498090744018555,94.48374938964844,62.98569107055664,12,900
2,0,1,0,1,1,1,0,27,16,1,0,1,33,40,15.943220138549805,60.4456901550293,44.50246810913086,12,729
3,1,1,0,1,1,1,0,30,23,0,1,0,0,0,0.0,36.725032806396484,36.725032806396484,16,900
2,0,1,0,1,1,1,0,29,22,0,1,1,40,25,4.712640285491943,46.87453079223633,42.16188049316406,12,841
2,0,1,0,1,1,1,0,26,21,0,1,0,0,0,0.0,38.62478256225586,38.62478256225586,8,676
5,1,1,0,1,1,1,0,27,18,0,1,0,0,0,0.0,23.101390838623047,23.101390838623047,6,729
3,1,0,1,0,0,1,0,35,20,1,0,0,0,0,0.0,48.29146957397461,48.29146957397461,12,1225
3,1,0,0,0,1,0,0,34,19,1,0,0,0,0,0.0,50.27519226074219,50.27519226074219,12,1156
2,0,0,0,0,1,0,0,33,24,1,0,1,52,40,0.5772700309753418,58.12609100341797,57.54880905151367,13,1089
3,1,0,1,0,0,1,0,23,19,1,0,1,52,40,16.80388069152832,48.30196762084961,31.498090744018555,12,529
2,0,0,0,1,0,0,0,27,20,0,1,1,52,13,6.308020114898682,50.67403030395508,44.366031646728516,12,729
4,1,0,0,1,0,0,0,34,22,1,0,0,0,0,0.0,77.67988586425781,77.67988586425781,12,1156
3,1,0,0,0,1,0,0,27,17,1,0,1,2,40,0.3883500099182129,7.42057991027832,7.032229900360107,10,729
2,0,0,1,0,0,1,0,34,23,0,1,0,0,0,0.0,18.273300170898438,18.273300170898438,12,1156
3,1,0,0,1,0,0,0,31,21,0,1,1,25,7,6.874790191650391,12.154210090637207,5.279419898986816,9,961
2,0,0,0,0,1,0,0,35,18,0,1,1,51,50,16.384050369262695,42.949058532714844,42.949058532714844,12,1225
2,0,1,0,1,1,1,0,29,20,0,1,1,52,43,16.80388069152832,-2.0362000465393066,-18.84008026123047,12,841
2,0,1,0,1,1,1,0,34,27,1,0,1,52,20,11.555950164794922,57.84272003173828,46.28675079345703,16,1156
2,0,0,0,1,0,0,0,30,22,0,1,1,4,25,0.640250027179718,42.63418960571289,41.99394226074219,14,900
2,0,1,0,1,1,1,0,31,20,0,1,1,52,40,16.80388069152832,69.54556274414062,52.74171829223633,12,961
3,1,0,0,0,1,0,0,31,23,0,1,1,2,40,0.43032997846603394,38.257442474365234,37.827091217041016,12,961
2,0,1,0,1,1,1,0,35,22,0,1,0,0,0,0.0,45.33163070678711,45.33163070678711,13,1225
3,1,0,0,1,0,0,0,26,18,0,1,1,52,10,1.4799200296401978,24.581310272216797,23.101390838623047,10,676
3,1,1,0,1,1,1,1,35,21,1,0,1,12,40,3.7890100479125977,45.7829704284668,41.99394226074219,17,1225
3,1,0,1,0,0,1,0,32,21,0,1,1,40,40,8.407190322875977,39.90528106689453,31.498090744018555,13,1024
5,1,1,0,1,1,1,1,34,17,1,0,1,50,40,21.002220153808594,67.19450378417969,46.19231033325195,12,1156
5,1,0,0,1,0,0,0,34,17,0,1,1,4,75,0.0,5.258430004119873,5.258430004119873,6,1156
4,1,0,1,0,0,1,0,30,17,0,1,1,52,33,41.99394226074219,87.14718627929688,45.15321731567383,9,900
2,0,0,0,0,1,0,0,32,23,0,1,1,52,40,16.80388069152832,58.7978401184082,41.99394226074219,15,1024
3,1,0,1,0,0,1,0,33,20,0,1,0,0,0,0.0,52.48980712890625,52.48980712890625,12,1089
4,1,0,0,0,1,0,0,34,21,0,1,0,0,0,0.0,15.764789581298828,15.764789581298828,8,1156
2,0,0,1,0,0,1,0,22,18,1,0,1,5,15,6.475950241088867,48.46990966796875,41.99394226074219,13,484
2,0,0,1,0,0,1,0,27,20,1,0,1,52,48,32.757591247558594,81.00706481933594,48.2495002746582,15,729
4,1,0,0,1,0,0,0,31,18,0,1,1,52,42,12.605530738830566,29.168020248413086,16.562471389770508,11,961
5,1,1,0,1,1,1,0,32,19,0,1,1,52,40,21.002220153808594,42.00444030761719,21.002220153808594,4,1024
4,1,0,1,0,0,1,1,32,16,0,1,1,40,40,13.655119895935059,37.80609130859375,24.15097999572754,6,1024
4,1,1,0,1,1,1,0,33,19,1,0,1,42,40,23.101390838623047,31.09925079345703,7.997849941253662,16,1089
2,0,0,0,0,1,0,0,29,20,0,1,0,0,0,0.0,37.795589447021484,37.795589447021484,13,841
5,1,1,0,1,1,1,0,26,18,0,1,0,0,0,0.0,23.101390838623047,23.101390838623047,6,676
3,1,1,0,1,1,1,0,23,15,0,1,1,52,40,12.605530738830566,44.10363006591797,31.498090744018555,12,529
3,1,0,0,0,1,0,0,28,19,0,1,1,11,40,2.2985901832580566,19.081480026245117,16.78289031982422,9,784
2,0,0,1,0,0,1,0,30,26,1,0,0,0,0,0.0,98.34625244140625,98.34625244140625,17,900
3,1,1,0,1,1,1,0,28,21,1,0,1,40,40,18.903051376342773,93.23474884033203,74.3316879272461,12,784
2,0,0,1,0,0,1,0,28,26,0,1,0,0,0,0.0,47.472782135009766,47.472782135009766,8,784
4,1,0,0,0,1,0,0,21,17,0,1,1,13,40,0.0,15.985199928283691,15.985199928283691,8,441
4,1,0,1,0,0,1,0,31,17,0,1,0,0,0,0.0,45.14271926879883,45.14271926879883,0,961
2,0,0,1,0,0,1,0,28,18,1,0,1,52,40,10.506360054016113,52.500308990478516,41.99394226074219,12,784
2,0,0,0,0,1,0,0,22,18,0,1,1,45,20,6.308020114898682,29.40941047668457,23.101390838623047,12,484
3,1,0,1,0,0,1,0,26,20,0,1,0,0,0,0.0,25.200580596923828,25.200580596923828,14,676
2,0,0,0,1,0,0,0,35,26,0,1,1,52,40,21.002220153808594,42.00444030761719,21.002220153808594,4,1225
2,0,0,0,0,1,0,0,29,17,0,1,1,12,40,4.2088398933410645,6.528429985046387,2.3195900917053223,6,841
2,0,1,0,1,1,1,0,27,18,1,0,1,52,45,32.3377685546875,69.29368591308594,36.95594024658203,12,729
3,1,0,1,0,0,1,0,34,17,0,1,1,52,45,11.765870094299316,61.84162902832031,50.075782775878906,8,1156
3,1,0,1,0,0,1,0,26,16,0,1,1,14,40,1.920740008354187,39.72684097290039,37.80609130859375,12,676
3,1,1,0,1,1,1,0,27,21,0,1,1,22,50,16.384050369262695,56.289310455322266,56.289310455322266,12,729
2,0,1,0,1,1,1,0,23,18,1,0,1,47,45,29.3989200592041,58.7978401184082,29.3989200592041,12,529
3,1,0,0,1,0,0,0,29,22,0,1,0,0,0,0.0,17.328670501708984,17.328670501708984,7,841
4,1,0,0,0,1,0,0,23,19,0,1,0,0,0,0.0,60.88650131225586,60.88650131225586,9,529
3,1,0,1,0,0,1,0,32,20,1,0,1,52,30,12.79446029663086,45.46809005737305,32.67362976074219,12,1024
2,0,1,0,1,1,1,0,25,21,0,1,1,6,20,0.535290002822876,29.9341983795166,29.3989200592041,12,625
4,1,0,0,1,0,0,0,27,18,0,1,0,0,0,0.0,6.308020114898682,6.308020114898682,9,729
3,1,0,0,1,0,0,0,30,18,0,1,1,52,40,10.506360054016113,42.00444030761719,31.498090744018555,12,900
5,1,0,0,0,1,0,0,30,20,0,1,1,2,60,1.584879994392395,36.441627502441406,34.85675048828125,12,900
2,0,0,0,1,0,0,0,30,20,0,1,1,48,21,7.357600212097168,43.9881591796875,36.630558013916016,13,900
3,1,0,0,1,0,0,0,24,19,0,1,1,52,60,39.89478302001953,39.89478302001953,0.0,12,576
4,1,0,0,1,0,0,0,25,17,0,1,0,0,0,0.0,25.200580596923828,25.200580596923828,6,625
2,0,0,0,1,0,0,0,23,19,0,1,0,0,0,0.0,39.30699920654297,39.30699920654297,12,529
2,0,0,0,1,0,0,0,35,20,0,1,0,0,0,0.0,48.322967529296875,48.322967529296875,10,1225
2,0,0,0,0,1,0,0,25,19,0,1,1,52,40,16.80388069152832,42.00444030761719,25.200580596923828,12,625
3,1,0,0,0,1,0,0,30,23,0,1,1,52,45,26.250160217285156,53.54991149902344,27.29974937438965,12,900
3,1,1,0,1,1,1,0,24,16,1,0,1,33,40,10.086519241333008,60.47719192504883,50.39065933227539,12,576
3,1,0,1,0,0,1,0,27,21,0,1,1,30,40,8.407190322875977,50.45362854003906,42.04644012451172,8,729
2,0,0,1,0,0,1,0,26,18,1,0,1,52,40,15.754300117492676,57.66427993774414,41.90999984741211,12,676
3,1,1,0,1,1,1,0,27,19,0,1,0,0,0,0.0,23.122390747070312,23.122390747070312,12,729
2,0,0,0,1,0,0,0,23,20,1,0,1,38,30,5.594299793243408,33.21940994262695,27.62510871887207,12,529
4,1,0,0,1,0,0,0,27,17,1,0,1,40,40,18.903051376342773,31.508590698242188,12.605530738830566,11,729
2,0,1,0,1,1,1,0,33,20,1,0,1,40,40,2.5295000076293945,61.1804084777832,58.650909423828125,16,1089
3,1,1,0,1,1,1,0,33,22,0,1,1,52,40,14.284879684448242,64.67552947998047,50.39065933227539,10,1089
4,1,0,0,0,1,0,0,34,17,0,1,1,32,45,23.101390838623047,54.5994987487793,31.498090744018555,12,1156
2,0,0,0,0,1,0,0,33,18,1,0,1,40,40,14.074950218200684,30.668920516967773,16.593948364257812,12,1089
2,0,0,0,0,1,0,0,27,20,1,0,1,24,24,1.6268600225448608,21.778919219970703,20.152061462402344,12,729
4,1,0,0,1,0,0,0,28,18,0,1,0,0,0,0.0,14.704700469970703,14.704700469970703,8,784
3,1,0,0,1,0,0,0,26,16,0,1,1,23,40,2.5295000076293945,18.294300079345703,15.764789581298828,8,676
3,1,1,0,1,1,1,0,22,18,0,1,1,6,45,1.4799200296401978,17.23419952392578,15.754300117492676,8,484
3,1,0,0,1,0,0,0,25,20,1,0,1,34,40,12.605530738830566,37.80609130859375,25.200580596923828,14,625
4,1,0,0,1,0,0,0,33,20,0,1,1,20,30,3.7890100479125977,54.17966079711914,50.39065933227539,12,1089
2,0,0,0,1,0,0,0,30,22,0,1,1,52,37,27.29974937438965,38.320411682128906,11.020660400390625,12,900
2,0,0,0,1,0,0,0,32,21,0,1,1,48,40,3.1592600345611572,157.43800354003906,154.27874755859375,12,1024
2,0,0,0,0,1,0,0,25,18,0,1,1,52,40,16.80388069152832,51.45071792602539,34.6468391418457,12,625
5,1,0,1,0,0,1,0,35,18,1,0,0,0,0,0.0,32.558170318603516,32.558170318603516,11,1225
