business_name,inspection_score,Year,NumberofLocations,Weekend
KNIK LITTLE LEAGUE - S,100,2006,13,false
POPEYES CHICKEN AND BISCUITS,86,2008,153,false
TACO KING IV,91,2017,41,false
CHUGIAK HIGH SCHOOL,100,2008,42,false
BROWN BEAR SALOON,98,2002,38,false
BIG BOY EXPRESS MARKET,83,2007,133,false
CROSTINI CAFE,90,2006,53,false
ALASKA REINDEER HOT DOG - S,95,2015,35,false
O'MALLEY ON THE GREEN - RESTAURANT,98,2001,50,false
THAI VILLAGE RESTAURANT,93,2005,85,false
"ALASKA QUALITY CARE, LLC",88,2016,16,false
THAI ORCHID RESTAURANT,95,2018,12,false
FAIRFIELD INN & SUITES - HOT TUB,100,2008,28,false
ARBY'S,90,2015,128,false
PAPA JOHN'S PIZZA,91,2004,83,false
CLUB PARIS BAR,99,2004,13,false
CARRS #520 -  DELI,89,2007,80,false
UAA - STARBUCKS,89,2005,30,false
T.G.I. FRIDAYS,92,2005,68,false
TEXAS ROADHOUSE OLD SEWARD - REST,93,2015,18,false
YETI DOG,100,2017,12,false
CAREL ASSISTED LIVING HOME,88,2016,11,false
"FLIGHT DECK, IMCA, INC.",91,2000,20,false
BEAN'S CAFE INC,91,2005,49,false
DIMOND HIGH SCHOOL/P & R,100,2000,23,false
CARRS #1812 - SALAD BAR,95,2005,36,false
MCDONALD'S,92,2016,646,false
FLIGHT DECK BAR,93,2008,29,false
TOMMY'S BURGER STOP,99,2005,63,false
WAL-MART SUPERCENTER #2188 - BAKERY,93,2017,16,false
CARL'S JR RESTAURANT,97,2008,254,false
SUBWAY OF ALASKA #14372,87,2018,62,false
ANCHORAGE COMFORT INN SNACKBAR,83,2007,41,false
GINGER,96,2017,58,false
UNCLE JOE'S PIZZERIA #3,90,2000,38,false
ANCH HILTON - BANQUET ROOM,98,2006,29,false
FRED MEYER - DELI,89,2009,189,false
HOLIDAY INN EXPRESS - POOL,100,2002,37,false
LONG BRANCH SALOON,81,2009,91,false
ICHIBAN RESTAURANT,88,2007,125,false
SUBWAY,98,2016,99,false
SPARTA'S PIZZA,87,2016,28,false
WONDER PARK SCHOOL,100,2007,37,false
EVA'S CUPCAKERY,100,2017,13,false
"BURGERS, WINGS & THINGS",89,2009,43,false
GARCIAS CANTINA & CAFE,91,2016,25,false
JUDY'S CAFE,98,2000,55,false
GRACE CHRISTIAN SCHOOL LUNCH PROGRA,100,2004,39,false
DRAGON RESTAURANT,87,2008,191,false
AMORE PIZZA,99,2002,45,false
CROW CREEK MERCANTILE #1839,99,2000,53,false
SUBWAY STORE#27668,92,2006,25,false
BONIFACE CHEVRON - SNACK BAR,98,2016,26,false
VIP DBA YOUNG BIN RESTAURANT,93,2006,115,false
CARRS #1812 - DELI,94,2002,46,false
BURRITO HEAVEN,92,2016,27,false
PIZZA PLAZA,66,2006,90,false
STARBUCKS COFFEE CO #19819,93,2018,12,false
TACO KING III,92,2016,47,false
BOMBAY DELUXE,100,2015,120,false
TACO BELL #19953,97,2003,46,false
CARRS #2628 - DELI,100,2003,48,false
SIMON & SEAFORTS,100,2004,74,false
NEW SAGAYA CITY MARKET - GROCERY,100,2000,43,false
SAMURAI SUSHI,73,2009,119,false
YAMAYA RESTAURANT,90,2002,29,false
GOLDEN WHEEL AMUSEMENT KITCHEN,100,2015,7,false
SUBWAY OF ALASKA #14372,87,2018,62,false
NORTH STAR ELEMENTARY SCHOOL,100,2003,46,false
BIG BOY EXPRESS MARKET,86,2004,133,false
"HAN'S TOFU HOUSE, LLC",97,2016,6,false
HENRY HOUSE,100,2015,10,false
PROVIDENCE REGION BLDG COFFEE KIOSK,100,2008,17,false
NEW PHO SAIGON RESTAURANT,90,2017,112,false
"ICE CREAM SHOP, THE",100,2004,18,false
TOFU HOUSE RESTAURANT,82,2017,28,false
CAMP FIRE - HOMESTEAD,100,2016,34,false
DOWNTOWN CHEVRON GROCERY,100,2001,26,false
CARRS #1813 - CHINESE KITCHEN,100,2015,49,false
FIRE LAKE ELEMENTARY CAFETERIA,100,2003,38,false
NORTHERN LIGHTS ABC SCHOOL,100,2001,36,false
SNOW CITY CAFE,92,2005,39,false
ANCHORAGE RESCUE MISSION,94,2005,59,false
VILLA PIZZA,93,2004,68,false
VIKING HALL,100,2004,21,false
BASKIN ROBBINS,95,2000,75,false
CHUGIAK CAFE,94,2016,6,true
GALLO'S MEXICAN RESTAURANT,82,2000,274,false
SLEEPY DOG COFFEE CO,84,2009,68,false
MCDONALD'S,100,2015,646,false
SUSHI GARDEN,86,2017,47,false
MOMMA O'S SEAFOOD,83,2016,26,false
NORDSTROM ESPRESSO BAR,90,2009,34,false
SWEET PINK PEPPER,87,2008,154,false
RAY'S PLACE LLC,89,2009,109,false
LALO'S PIZZA,95,2018,41,false
STELLER SECONDARY - TEMPLE OF THE BEAN,97,2015,14,false
RAY'S PLACE LLC,85,2008,109,false
NORDSTROM - CAFE EXPRESS,89,2003,38,false
WEST BERLIN RESTAURANT,82,2015,17,false
PHONATIK VIETNAMESE CUISINE & LOUNGE,96,2017,29,false
"OLIVE GARDEN ITALIAN RESTAURANT, THE #4412",83,2015,37,false
ALASKA PSYCHIATRIC INSTITUTE COFFEE,93,2006,16,false
BAYSHORE ELEMENTARY SCHOOL,100,2003,40,false
LALO'S PIZZA,95,2018,41,false
HOOD WINGS,100,2015,81,false
DENNY'S,86,2016,111,false
ALASKA PSYCHIATRIC INSTITUTE COFFEE,98,2016,16,false
CARL'S JR RESTAURANT,89,2006,254,false
ALPINE DINER & BAKERY,72,2009,61,false
MEARS MIDDLE SCHOOL,100,2015,39,false
DON JOSE'S MEXICAN REST/BAR,98,2007,30,false
RAVENWOOD ELEMENTARY CAFETERIA,100,2002,37,false
HOLIDAY STATION STORE #610,96,2016,30,false
FIRE LAKE ELEMENTARY CAFETERIA,100,2000,38,false
FRED MEYER - BAKERY,100,2002,88,false
KOBUK TO GO,100,2017,4,false
CARRS #1807 - SNACK BAR (STARBUCK),99,2006,22,false
RONNIE,92,2015,95,false
BURGER JIM #1,90,2006,101,false
DON JOSE'S MEXICAN REST/BAR,94,2006,30,false
TACO KING V,100,2015,33,false
CARL'S JR RESTAURANT,89,2006,254,false
BIRCHWOOD ELEMENTARY SCHOOL,100,2017,37,false
HOLIDAY STATIONSTORE #614,93,2015,39,false
MIRROR LAKE MIDDLE SCHOOL,98,2008,47,false
SARA'S SANDWICHES,95,2002,48,false
BAYSHORE CLUBHOUSE POOL,100,2003,31,false
VIKING HALL,100,2004,21,false
PRESTIGE CARE & REHAB CENTER ANCH,87,2015,22,false
ALASKAN RUSTIC MARKET,98,2017,21,false
SICILY'S PIZZA,88,2009,323,false
PHO GRILL,83,2017,53,false
ARCTIC & TUDOR SHELL MT VIEW,95,2017,18,false
FRED MEYER - STARBUCKS,100,2008,82,false
DING HOW RESTAURANT,81,2016,196,false
PANCHO'S VILLA,95,2008,62,false
TROPICAL LATIN FOOD,90,2016,63,false
RONNIE,99,2004,95,false
CARRS #1805 - ORIENT EXPRESS,84,2004,75,false
NORTHERN LIGHTS ESPRESSO CAFE,94,2006,27,false
CHUGACH PHYSICAL THERAPY,100,2015,26,false
CAPTAIN COOK - POOL,100,2004,26,false
KOBE TEPPAYAKI HOUSE,87,2006,151,false
PAPA JOHN'S PIZZA,87,2007,83,false
GORSUCH BOY SCOUT CAMP,95,2017,34,false
OUTBACK STEAKHOUSE REST.,90,2016,124,false
SUBWAY OF ALASKA #14372,91,2009,62,false
STUDENT NUTRITION CENTER,100,2004,31,false
O'BRADY'S BURGERS #2,94,2018,58,false
CAMP FIRE - SUSITNA,98,2006,38,false
SWEET PINK PEPPER,81,2007,154,false
NEW SAGAYA MIDTOWN MARKET - DELI,94,2017,87,false
KIDS' CORP - EAST,100,2002,28,false
WEST HIGH SCHOOL,100,2016,36,false
SOUTH RESTAURANT + COFFEEHOUSE -BAKERY,100,2018,5,false
THAI VILLAGE RESTAURANT,93,2006,85,false
KILLER BEE'S ESPRESSO,86,2006,27,false
FRED MEYER - RETAIL FISH,100,2006,86,false
CAPTAIN COOK - FLETCHER'S BAR,98,2005,24,false
BEAN'S CAFE INC,91,2005,49,false
MR PRIME BEEF,91,2006,37,false
QDOBA RESTAURANT CORP,98,2008,40,false
CHAIR 5,100,2008,72,false
YAMAYA RESTAURANT,94,2001,29,false
JITTERS,94,2008,54,false
YUKON CONCESSION,100,2017,24,false
CARRS #520 - SALAD BAR,100,2001,32,false
CARRS #2628 - DELI,87,2015,48,false
BOBBY'S CAFE,90,2016,55,false
VILLAGE INN #1,95,2005,66,false
"ALASKA CLUB HOT TUB, THE",100,2002,50,false
TWIN DRAGON,92,2016,127,false
RAE RAE'S II,89,2015,71,false
CAPTAIN COOK - WHALES TAIL BAR,100,2007,16,false
WALGREENS,96,2015,42,false
TROPHY ROOM,100,2008,28,false
NORTH STAR HOSPITAL,100,2002,40,false
CAPONE'S PIZZA,91,2017,61,false
TWO KINDRED SPIRITS COFFEE HOUSE,97,2017,9,false
CARRS #520 - MEAT,100,2006,24,false
BIG BOY EXPRESS MARKET,100,2015,133,false
TACO KING #2,92,2015,89,false
CARRS #1812 - ORIENT EXPRESS,100,2008,34,false
BAXTER ELEMENTARY SCHOOL,100,2003,38,false
POPEYES CHICKEN AND BISCUITS,91,2001,153,false
UNCLE JOE'S PIZZERIA #4,86,2009,40,false
"MULDOON FRUITLAND, INC",79,2015,42,false
MULDOON PIZZA,82,2007,63,false
CARRS #1817 - ORIENT EXPRESS,98,2004,53,false
MCDONALD'S,89,2017,646,false
MILLENIUM HOTEL - FLYING MACHINE,82,2008,123,false
HOLIDAY STATIONSTORE #607 SNACK,92,2008,39,false
SUBWAY OF ALASKA #7526,100,2008,63,false
AIRPORT HEIGHTS SCHOOL,100,2004,37,false
CARRS #1802 - DELI,89,2009,56,false
KIDS' CORP - EAST,96,2009,28,false
GREAT ALASKA PIZZA CO #18,87,2015,27,false
SULLIVAN ARENA - NORTH MAIN,99,2000,30,false
MCDONALD'S,100,2015,646,false
FLIGHT DECK BAR,93,2008,29,false
TRAILSIDE ELEMENTARY SCHOOL,100,2008,38,false
ALASKA LABORERS CONSTRUCTION INDUSTRY TRAINING FUND,100,2017,4,false
AL'S ALASKAN INN,90,2016,30,false
SUBWAY OF  ALASKA #21418,96,2015,45,false
VIKING HALL,100,2016,21,false
MCDONALD'S,90,2005,646,false
CARRS #1805 - BAKERY,92,2008,29,false
"FLIGHT DECK, IMCA, INC.",100,2002,20,false
WILLIWAW ELEMENTARY SCHOOL,100,2005,38,false
GALLO'S MEXICAN RESTAURANT,68,2008,274,false
CARRS #520 - BAKERY,98,2006,46,false
DENNY'S,76,2008,111,false
RAINBOW VIDEO & ORIENTAL STORE,100,2006,17,false
MT VIEW RED APPLE MKT - MEAT,92,2005,32,false
"ALASKA CLUB (SPA-WOMEN'S), THE SUMM",100,2008,25,false
WAL-MART #2188 - GROCERY,100,2001,27,false
BARBIE'S CAFE,100,2018,16,false
SELECT PHYSICAL THERAPY,100,2009,27,false
"ICE CREAM SHOP, THE",100,2015,18,false
BAXTER ELEMENTARY SCHOOL,100,2007,38,false
CHUGIAK HS /P & R - EAGLE RIVER,100,2006,19,true
FIREWEED CHEVRON TNI - SNACK BAR,92,2007,34,false
PIZZA MAN #1,96,2017,83,false
HEARTH ARTISAN PIZZA,71,2018,21,false
PIZZA OLYMPIA,90,2000,69,false
SOUTH CENTRAL EMPLOYEE FAMILY CENTE,96,2009,32,false
MR PRIME BEEF,89,2016,37,false
PIPER'S RESTAURANT,88,2004,113,false
UNCLE JOE'S PIZZERIA #5,99,2016,36,false
OCEANVIEW ELEMENTARY SCHOOL,100,2017,39,false
TROPHY ROOM,92,2000,28,false
SARA'S SANDWICHES,93,2016,48,false
BOBBY'S CAFE,98,2006,55,false
ARCTIC & TUDOR SHELL MT VIEW,95,2017,18,false
HOMESTEAD ELEMENTARY SCHOOL,100,2015,38,false
"ALASKA CLUB HOT TUB, THE",100,2007,50,false
HOLIDAY STATIONSTORE #606,98,2003,29,false
ORSO,95,2008,39,false
ESSENTIAL 1 POWER STOP,100,2008,44,false
5TH AVENUE DELI,90,2015,70,false
CAPTAIN COOK - CROWS NEST BAR,100,2017,17,false
CARRS #1807 - DELI,98,2000,59,false
KALADI BROTHERS COFFEE,92,2008,99,false
ARCTIC ROADRUNNER #2,100,2008,36,false
SULLIVAN ARENA N E,96,2009,19,false
COSTCO  MEAT,100,2008,31,false
HOLIDAY STATION STORE #620,99,2005,23,false
OLIVE GARDEN,91,2015,19,false
PAPA MURPHY'S,100,2015,110,false
VILLAGE INN #3,91,2004,79,false
SULLIVAN ARENA PIZZA STAND,90,2000,24,false
STUART ANDERSON'S CATTLE CO-BAR,96,2009,12,false
NAMASTE SHANGRI LA LLC,89,2016,19,false
SUBWAY OF ALASKA #7526,89,2007,63,false
BENIHANA RESTAURANT,96,2007,83,false
HOLIDAY STATIONSTORE #628 SNACKBAR,92,2008,57,false
"CHILDREN'S LUNCHBOX, THE",100,2008,13,false
CLARION SUITES - SPA,100,2016,14,false
ARBY'S - EAGLE RIVER,92,2006,74,false
CARRS #1813 - DELI,95,2009,68,false
MCDONALD'S,100,2004,646,false
PHO & THAI CUISINE,77,2016,49,false
DGS COFFEE,97,2017,12,false
HACIENDA MEXICAN REST./BAR,100,2007,22,false
HOLIDAY STATION STORE #620,99,2016,23,false
BAYSHORE ELEMENTARY SCHOOL,100,2001,40,false
HOLIDAY STATIONSTORE #602 DELI,100,2007,46,false
UNCLE JOE'S PIZZERIA #3,88,2018,38,false
SOUTH ANCHORAGE AREA HIGH SCHOOL,100,2009,35,false
ARCTIC GROUNDS COFFEE CO.,97,2016,22,false
NORTHERN LIGHTS ABC SCHOOL,100,2016,36,false
SORRENTO'S,100,2001,52,false
KINCAID ELEMENTARY,100,2016,38,false
FRED MEYER - DELI,100,2003,189,false
MCDONALD'S,93,2016,646,false
VILLA NOVA RESTAURANT,89,2017,13,false
JITTERS - WHERE COFFEE IS AN ART,94,2016,28,false
"FLIGHT DECK, IMCA, INC.",96,2004,20,false
CHINA TOWN RESTAURANT,71,2017,28,false
HIDEAWAY BAR,99,2001,34,false
PEGGYS RESTAURANT,89,2007,86,false
FLIGHT DECK BAR,100,2008,29,false
ROGERS PARK ELEMENTARY SCHOOL,100,2002,38,false
CHUGACH OPTIONAL ELEMENTARY SCHOOL,100,2007,38,false
MT VIEW RED APPLE MKT - MEAT,92,2005,32,false
UAA - CUDDY CENTER,95,2007,57,false
CENTRER LE POINT CAFE,95,2006,27,false
L'AROMA SOUTHSIDE,99,2001,45,false
KINCAID GRILL,96,2009,49,false
GOLDEN GATE,93,2007,67,false
BOYS & GIRLS CLUB -MULDOON,96,2004,49,false
SIMON & SEAFORTS,92,2008,74,false
LA CABANA BAR,96,2005,25,false
CARRS #1807 - DELI,95,2002,59,false
CAMP FIRE - GLADYS WOOD,96,2004,32,false
ABBOTT LOOP SCHOOL,100,2016,36,false
TACO KING #2,92,2015,89,false
FRED MEYER - BAKERY,100,2006,88,false
CAMP FIRE - NUNAKA VALLEY,100,2015,43,false
BARTLETT HIGH SCHOOL,93,2016,59,false
CARRS #1809 - DELI,95,2017,50,false
SAMURAI SUSHI,74,2007,119,false
CORDOVA CENTER,100,2017,26,false
MILLENIUM HOTEL - FANCY MOOSE BAR,93,2016,47,false
TESORO - MULDOON,99,2017,5,false
SPARTA'S PIZZA,82,2017,28,false
PIZZA STUDIO,94,2016,13,false
CENTRAL MIDDLE SCHOOL,100,2006,42,false
SUSHI GARDEN,91,2015,47,false
CREEKSIDE CHEVRON FOODMART,100,2008,18,false
GOVERNMENT HILL ELEM SCHOOL,100,2003,36,false
CROWNE PLAZA HOTEL/JUNO,92,2016,59,false
FRED MEYER 00656 - RETAIL MEAT,100,2008,22,false
JEWEL LAKE TASTEE FREEZ,92,2015,65,false
EAGLE RIVER HIGH SCHOOL,100,2006,32,false
PAPA MURPHY'S,97,2016,110,false
HOLIDAY INN EXPRESS - SPA,100,2016,40,false
HAMPTON INN ANCHORAGE - SPA,100,2016,6,false
AK PACIFIC UNIVERSITY,90,2015,70,false
JEWEL LAKE TASTEE FREEZ,93,2009,65,false
FIRE LAKE ELEMENTARY CAFETERIA,100,2006,38,false
SULLIVAN ARENA PIZZA STAND,100,2003,24,false
LUIGI'S PIZZA,81,2006,117,false
CARRS #1805 - ORIENT EXPRESS,84,2004,75,false
CARRS #1805 - ORIENT EXPRESS,84,2004,75,false
KINCAID GRILL,96,2017,49,false
NEW SAGAYA MIDTOWN MARKET - DELI,82,2006,87,false
STARBUCKS-TICKET COUNTER,96,2017,31,false
UAA - STARBUCKS,92,2016,30,false
ANCHORAGE GOSPEL RESCUE MISSION,100,2016,6,false
PEKING WOK,72,2009,271,false
FRED MEYER - RETAIL STORE,100,2002,49,false
UAA - CREEKSIDE COMMONS,91,2015,63,false
JALAPENOS MEXICAN RESTAURANT,82,2016,104,false
HOLIDAY STATIONSTORE #614,93,2015,39,false
HILAND MOUNTAIN CORRECTIONAL CTR,94,2004,51,false
ANCHORAGE SENIOR CENTER,100,2002,95,false
T.G.I. FRIDAYS BAR,91,2005,22,false
COLLEGE GATE ELEMENTARY SCHOOL,100,2015,38,false
CAMP FIRE - RUSSIAN JACK,95,2016,45,false
STEAMDOT ESPRESSO - ABBOTT,91,2016,10,false
STUDENT NUTRITION CENTER,100,2002,31,false
BURGER JIM #1,87,2016,101,false
SNO FLO LLC,90,2018,9,false
L'AROMA SOUTHSIDE,94,2002,45,false
BEAR TOOTH GRILL,89,2007,75,false
KREATIVE KIDS CHILD DEVELOPMENT CENTER,97,2017,6,false
COSTCO WAREHOUSE PIZZA KITCHEN,100,2007,44,false
HOLIDAY STATIONSTORE #602 DELI,100,2007,46,false
AK PACIFIC UNIVERSITY,90,2015,70,false
MAD MYRNA'S,100,2016,14,false
PIZZA MAN #1,87,2005,83,false
PANHANDLE BAR,85,2006,32,false
CARRS #1802 - DELI,89,2009,56,false
GRIND TIME ENTERPRISES - S,91,2017,4,false
SULLIVAN ARENA S W (Subway Kiosk),100,2004,15,false
VIP DBA YOUNG BIN RESTAURANT,100,2002,115,false
PHO LENA EAST,85,2017,19,false
CHEPO'S,78,2017,83,false
CARRS #1813 - RETAIL FISH,93,2002,26,false
CARRS #1812 - RETAIL FISH,93,2005,28,false
NAPOLI'S PIZZA,77,2008,77,false
AL'S ALASKAN INN,90,2016,30,false
TACO BELL #18131,94,2003,45,false
PEKING WOK,95,2003,271,false
O'MALLEY ON THE GREEN - RESTAURANT,98,2007,50,false
BEAN'S CAFE INC,92,2006,49,false
DOWNTOWN SOUP KITCHEN,91,2017,9,false
CARRS #1805 - DELI,94,2017,86,false
CROSTINI CAFE,95,2006,53,false
CENTRAL MIDDLE SCHOOL,100,2009,42,false
MUFFIN MAN,90,2004,43,false
NORTHERN LIGHTS PRESCHOOL & CHILD CARE,91,2017,25,false
COSTCO WAREHOUSE PIZZA KITCHEN,96,2017,44,false
BRIGHT BEGINNINGS EARLY LEARNING,86,2017,134,false
TACO GRANDE #1,97,2008,32,false
NORTHERN LIGHTS ESPRESSO CAFE,100,2003,27,false
AFC SUSHI @ FRED MEYER 00656,100,2004,51,false
PEANUT FARM - BAR,92,2009,32,false
SOUTH ANCHORAGE JROTC STUDENT GOV'T,97,2017,15,false
MCDONALD'S,100,2015,646,false
CARRS #1807 - ORIENT EXPRESS,82,2008,47,false
GWENNIES RESTAURANT,87,2009,126,false
DRAGON RESTAURANT,100,2016,191,false
CARRS #1805 - SALAD BAR,94,2008,40,false
ALPENGLOW ELEMENTARY,99,2002,39,false
ALASKA NEUROLOGY CENTER CAFE,100,2016,10,false
TACO PALACE,84,2018,24,false
KASUUN ELEMENTARY,100,2007,36,false
HOWLING WOLF CAFE/JROTC,88,2009,16,false
CAMP FIRE - SCENIC PARK,100,2017,38,false
TOFU HOUSE RESTAURANT,80,2016,28,false
CAMP FIRE - RUSSIAN JACK,91,2001,45,false
ARIGATO,84,2007,79,false
"BARNES & NOBLE BOOKSELLERS, INC",99,2009,36,false
HOLIDAY STATIONSTORE #606,96,2007,29,false
SUBWAY OF ALASKA #19605,99,2003,49,false
SPRING HILL ELEM CAFETERIA,100,2003,37,false
COSTCO WHOLESALE #63 - PROCESSOR,98,2006,24,false
PEANUT FARM SPORTS BAR & GRILL,85,2006,50,false
SUBWAY OF ALASKA #14372,97,2007,62,false
COMMON GROUNDS ESPRESSO THREE LLC,100,2016,22,false
CARRS #1805 - BAKERY,92,2008,29,false
UAA - CUDDY COFFEE HOUSE,100,2015,13,false
LITTLE BEARS PLAYHOUSE,92,2009,32,false
DRAGON RESTAURANT,79,2004,191,false
CARRS #1813 - DELI,96,2016,68,false
CARRS #1805 - DELI,94,2006,86,false
ANCH HILTON - HOOPER BAY,88,2007,76,false
H2OASIS WAVE POOL,100,2008,54,false
MCDONALD'S,95,2015,646,false
HIDEAWAY BAR,95,2006,34,false
"ALASKA'S TASTE OF THAI II, LLC",98,2016,7,false
FRED MEYER  DELI #668,93,2004,52,false
CHINA LIGHTS ORIENTAL CUISINE LLC,82,2009,178,false
KALADI BROS. COFFEE,86,2006,48,false
PHO GRILL,92,2015,53,false
CAMP FIRE - OCEAN VIEW,100,2017,26,false
ALASKA PSYCHIATRIC INSTITUTE COFFEE,96,2009,16,false
ST. CHRISTOPHERS CHURCH PANTRY,100,2016,14,false
BRIGHT BEGINNINGS EARLY LEARNING,89,2007,134,false
HOLIDAY STATION STORE #629 SNACK,98,2003,27,false
LAHN PAD-THAI RESTAURANT,100,2015,102,false
DIMOND SKATE LAND,100,2017,20,false
CHILI'S GRILL + BAR - BAR,100,2015,6,false
EXTENDED STAY DELUXE - POOL,100,2016,37,false
SOUTH ANCHORAGE JROTC STUDENT GOV'T,96,2016,15,false
CARL'S JR RESTAURANT,85,2015,254,false
DING HOW RESTAURANT,87,2006,196,false
JITTERS,98,2005,54,false
KALADI BROTHERS COFFEE CO,84,2008,60,false
BENSON SECONDARY SCHOOL,100,2006,43,false
UNCLE JOE'S PIZZERIA #4,96,2008,40,false
HOLIDAY STATION STORE #620,100,2003,23,false
DING HOW RESTAURANT,89,2015,196,false
LITTLE BEARS PLAYHOUSE,95,2007,32,false
TOFU HOUSE RESTAURANT,82,2017,28,false
ANCHORAGE MICROTEL SNACK BAR,93,2008,28,false
BLACK BEAR COFFEE COMPANY,90,2016,55,false
DAMI,85,2008,103,false
MILANO'S PIZZA,92,2009,74,false
SERVICE HIGH SCHOOL,96,2000,42,false
APA GROCERIES,94,2006,47,false
EAST HIGH SCHOOL/P & R,100,2002,18,false
WENDLER MIDDLE SCHOOL,100,2007,43,false
PANCHO'S VILLA,95,2009,62,false
DING HOW RESTAURANT,87,2017,196,false
OUT OF THE BOX,100,2017,6,false
HUMPY'S SUB-ZERO,86,2007,38,false
GOLDENVIEW MIDDLE SCHOOL,100,2009,38,false
CARRS #1805 - STARBUCKS,99,2002,23,false
FIORI D'ITALIA,94,2005,39,false
FRED MEYER  DELI #668,96,2017,52,false
SCHLOTZKY'S DELI,90,2015,15,false
KING CAREER CENTER,100,2015,28,false
LITTLE BEARS PLAYHOUSE,92,2006,32,false
GRIZZLY'S PIZZA & WINGS,100,2015,11,false
"HOT SPOT, THE",87,2008,36,false
GORSUCH BOY SCOUT CAMP,95,2017,34,false
TESORO -BONIFACE SNACK,95,2017,16,false
CARRS #1802 - GROCERY,95,2005,32,false
HOLIDAY STATIONSTORE DELI #638,93,2007,40,false
HULA HANDS RESTAURANT,89,2015,181,false
SICILY'S PIZZA,95,2009,323,false
MCDONALD'S - WALMART,91,2015,27,false
CAPTAIN COOK - SPA/ COED,100,2006,29,false
I.H.O.P.,86,2006,208,false
CENTER CAFE,91,2015,90,false
PRESTIGE CARE & REHAB CENTER ANCH,87,2015,22,false
ORIENTAL SHOPPING CENTER - DELI,85,2016,19,false
LONG BRANCH SALOON,81,2009,91,false
CAPTAIN COOK - MAIN KITCHEN,91,2005,40,false
HOLIDAY STATIONSTORE #628 SNACKBAR,95,2001,57,false
GALLO'S MEXICAN RESTAURANT,96,2016,274,false
NAPOLI'S PIZZA,90,2006,77,false
HOST COMMISSARY,100,2001,48,false
5TH AVENUE DELI,94,2006,70,false
"ALASKA CLUB EAST - POOL, THE",100,2004,57,false
SICILY'S PIZZA,89,2017,323,false
KASUUN ELEMENTARY,100,2005,36,false
QDOBA RESTAURANT CORP,90,2007,40,false
SUSITNA ELEMENTARY SCHOOL,100,2002,41,false
STOP N SHOP - MANILA BAKE,93,2016,14,false
ARBY'S,92,2005,128,false
LAHN PAD-THAI RESTAURANT,93,2017,102,false
SICILY'S PIZZA,85,2008,323,false
CARL'S JR RESTAURANT,93,2017,254,false
PETROLEUM CLUB OF ANCHORAGE,94,2000,68,false
SAMURAI SUSHI,86,2017,119,false
THAI ORCHID RESTAURANT,95,2018,12,false
LITTLE DIPPER INC DBA CARPENTIER'S LOUNGE BAR,91,2007,33,false
MCDONALD'S,99,2018,646,false
MARX BROTHERS CAFE,93,2004,29,false
"BURGERS, WINGS & THINGS",89,2009,43,false
ANCHORAGE COMFORT INN - POOL,100,2008,40,false
DOWNTOWN SHELL  A & W,87,2006,105,false
HOLIDAY STATIONSTORE  #632,100,2004,30,false
SARA'S SANDWICHES,95,2002,48,false
COSTCO WHOLESALE - PROCESSOR,100,2008,27,false
COSTCO WHOLESALE - PROCESSOR,100,2009,27,false
DIMOND CENTER CINEMAS,100,2004,40,false
SILK RESTAURANT,85,2017,35,false
FAIRFIELD INN & SUITES - HOT TUB,100,2008,28,false
FRED MEYER - RETAIL FISH,100,2003,86,false
WAL-MART STORE #4359,95,2016,14,false
"FALAFEL KING, THE",86,2008,61,false
STEAMDOT ESPRESSO-S,100,2009,14,false
CAROUSEL CHILD CARE CENTER,94,2005,58,false
OCEANVIEW ELEMENTARY SCHOOL,100,2016,39,false
CARRS #1805 - RETAIL FISH,95,2002,30,false
CHILDREN'S WORLD BILINGUAL MONTESSORI LLC,100,2017,18,false
RIZEN GRIND,96,2017,8,false
COLLEGE GATE ELEMENTARY SCHOOL,100,2017,38,false
PHO & THAI CUISINE,75,2016,49,false
PIONEER CLUB,96,2005,27,false
SUBWAY,92,2015,99,false
CITC HEAD START,100,2017,3,false
GRANNY B'S CAFE,94,2006,61,false
BOYS & GIRLS CLUB OF SOUTH CENTRAL ALASKA DBA BOYS & GIRLS CLUB MT. VIEW,95,2007,31,false
BIRCHWOOD SALOON,94,2005,35,false
MORNING STAR CHRISTIAN SCHOOL,86,2016,35,false
BUSH COMPANY #2,86,2008,32,false
L'AROMA SOUTHSIDE,100,2007,45,false
CARRS #1805 - SALAD BAR,95,2006,40,false
BIRCHWOOD SALOON,93,2008,35,false
NEW SAGAYA MIDTOWN MARKET - DELI,88,2007,87,false
CAMP FIRE - AIRPORT HEIGHTS,100,2003,27,false
CARRS #2628 - GROCERY,100,2008,31,false
BELLA VISTA,82,2007,56,false
KOREAN RICE CAKE CO,89,2015,49,false
KIDS'  CORPS - MOUNTAIN VIEW CENTER,100,2009,26,false
SWEET PINK PEPPER,78,2004,154,false
SUBWAY OF ALASKA #4802,95,2001,37,false
GUIDOS PIZZA #2,100,2008,50,false
CARRS #1802 - GROCERY,95,2004,32,false
"BARNES & NOBLE BOOKSELLERS, INC",94,2007,36,false
CHUGACH OPTIONAL ELEMENTARY SCHOOL,99,2001,38,false
TACO KING III,82,2006,47,false
TABLE 6 BAR AND GRILL,93,2016,23,false
STARBUCKS COFFEE CO #11426,94,2008,17,false
PHO & THAI CUISINE,75,2016,49,false
MILANO'S PIZZA,100,2001,74,false
MIKE'S QUALITY MEATS,93,2009,47,false
CARRS #2628 - SALAD BAR,90,2004,30,false
