Month,Animal,State,Count
2016 Jul,Cattle (excl. calves),Tasmania,14600.0
2016 Aug,Cattle (excl. calves),Tasmania,12000.0
2016 Sep,Cattle (excl. calves),Tasmania,11200.0
2016 Oct,Cattle (excl. calves),Tasmania,13600.0
2016 Nov,Cattle (excl. calves),Tasmania,16500.0
2016 Dec,Cattle (excl. calves),Tasmania,17300.0
2017 Jan,Cattle (excl. calves),Tasmania,15600.0
2017 Feb,Cattle (excl. calves),Tasmania,14300.0
2017 Mar,Cattle (excl. calves),Tasmania,19200.0
2017 Apr,Cattle (excl. calves),Tasmania,14800.0
2017 May,Cattle (excl. calves),Tasmania,18300.0
2017 Jun,Cattle (excl. calves),Tasmania,20000.0
2017 Jul,Cattle (excl. calves),Tasmania,18300.0
2017 Aug,Cattle (excl. calves),Tasmania,18000.0
2017 Sep,Cattle (excl. calves),Tasmania,14500.0
2017 Oct,Cattle (excl. calves),Tasmania,17300.0
2017 Nov,Cattle (excl. calves),Tasmania,18400.0
2017 Dec,Cattle (excl. calves),Tasmania,18100.0
2018 Jan,Cattle (excl. calves),Tasmania,18100.0
2018 Feb,Cattle (excl. calves),Tasmania,20600.0
2018 Mar,Cattle (excl. calves),Tasmania,18200.0
2018 Apr,Cattle (excl. calves),Tasmania,17600.0
2018 May,Cattle (excl. calves),Tasmania,20400.0
2018 Jun,Cattle (excl. calves),Tasmania,18800.0
2018 Jul,Cattle (excl. calves),Tasmania,17600.0
2018 Aug,Cattle (excl. calves),Tasmania,21700.0
2018 Sep,Cattle (excl. calves),Tasmania,14800.0
2018 Oct,Cattle (excl. calves),Tasmania,20500.0
2018 Nov,Cattle (excl. calves),Tasmania,19300.0
2018 Dec,Cattle (excl. calves),Tasmania,18200.0
1972 Jul,Cattle (excl. calves),Victoria,151300.0
1972 Aug,Cattle (excl. calves),Victoria,167500.0
1972 Sep,Cattle (excl. calves),Victoria,150400.0
1972 Oct,Cattle (excl. calves),Victoria,170500.0
1972 Nov,Cattle (excl. calves),Victoria,170100.0
1972 Dec,Cattle (excl. calves),Victoria,160300.0
1973 Jan,Cattle (excl. calves),Victoria,164900.0
1973 Feb,Cattle (excl. calves),Victoria,169100.0
1973 Mar,Cattle (excl. calves),Victoria,200500.0
1973 Apr,Cattle (excl. calves),Victoria,97900.0
1973 May,Cattle (excl. calves),Victoria,196200.0
1973 Jun,Cattle (excl. calves),Victoria,156500.0
1973 Jul,Cattle (excl. calves),Victoria,161500.0
1973 Aug,Cattle (excl. calves),Victoria,193200.0
1973 Sep,Cattle (excl. calves),Victoria,174300.0
1973 Oct,Cattle (excl. calves),Victoria,174200.0
1973 Nov,Cattle (excl. calves),Victoria,172200.0
1973 Dec,Cattle (excl. calves),Victoria,127500.0
1974 Jan,Cattle (excl. calves),Victoria,137900.0
1974 Feb,Cattle (excl. calves),Victoria,133400.0
1974 Mar,Cattle (excl. calves),Victoria,120400.0
1974 Apr,Cattle (excl. calves),Victoria,114800.0
1974 May,Cattle (excl. calves),Victoria,129800.00000000001
1974 Jun,Cattle (excl. calves),Victoria,110100.0
1974 Jul,Cattle (excl. calves),Victoria,116000.0
1974 Aug,Cattle (excl. calves),Victoria,125200.0
1974 Sep,Cattle (excl. calves),Victoria,128900.0
1974 Oct,Cattle (excl. calves),Victoria,170500.0
1974 Nov,Cattle (excl. calves),Victoria,159700.0
1974 Dec,Cattle (excl. calves),Victoria,162900.0
1975 Jan,Cattle (excl. calves),Victoria,168300.0
1975 Feb,Cattle (excl. calves),Victoria,155500.0
1975 Mar,Cattle (excl. calves),Victoria,160000.0
1975 Apr,Cattle (excl. calves),Victoria,162300.0
1975 May,Cattle (excl. calves),Victoria,178400.0
1975 Jun,Cattle (excl. calves),Victoria,175500.0
1975 Jul,Cattle (excl. calves),Victoria,189400.0
1975 Aug,Cattle (excl. calves),Victoria,134800.0
1975 Sep,Cattle (excl. calves),Victoria,160600.0
1975 Oct,Cattle (excl. calves),Victoria,178600.0
1975 Nov,Cattle (excl. calves),Victoria,147100.0
1975 Dec,Cattle (excl. calves),Victoria,177900.0
1976 Jan,Cattle (excl. calves),Victoria,171200.0
1976 Feb,Cattle (excl. calves),Victoria,208100.0
1976 Mar,Cattle (excl. calves),Victoria,222600.0
1976 Apr,Cattle (excl. calves),Victoria,204900.0
1976 May,Cattle (excl. calves),Victoria,229800.0
1976 Jun,Cattle (excl. calves),Victoria,202300.0
1976 Jul,Cattle (excl. calves),Victoria,220500.0
1976 Aug,Cattle (excl. calves),Victoria,193300.0
1976 Sep,Cattle (excl. calves),Victoria,186000.0
1976 Oct,Cattle (excl. calves),Victoria,175100.0
1976 Nov,Cattle (excl. calves),Victoria,180200.0
1976 Dec,Cattle (excl. calves),Victoria,194000.0
1977 Jan,Cattle (excl. calves),Victoria,180900.0
1977 Feb,Cattle (excl. calves),Victoria,216900.0
1977 Mar,Cattle (excl. calves),Victoria,202400.0
1977 Apr,Cattle (excl. calves),Victoria,186700.0
1977 May,Cattle (excl. calves),Victoria,200800.0
1977 Jun,Cattle (excl. calves),Victoria,223700.0
1977 Jul,Cattle (excl. calves),Victoria,224800.0
1977 Aug,Cattle (excl. calves),Victoria,220000.0
1977 Sep,Cattle (excl. calves),Victoria,231100.0
1977 Oct,Cattle (excl. calves),Victoria,227700.0
1977 Nov,Cattle (excl. calves),Victoria,251800.0
1977 Dec,Cattle (excl. calves),Victoria,223000.0
1978 Jan,Cattle (excl. calves),Victoria,242500.0
1978 Feb,Cattle (excl. calves),Victoria,230600.0
1978 Mar,Cattle (excl. calves),Victoria,225900.0
1978 Apr,Cattle (excl. calves),Victoria,200800.0
1978 May,Cattle (excl. calves),Victoria,218200.0
1978 Jun,Cattle (excl. calves),Victoria,187400.0
1978 Jul,Cattle (excl. calves),Victoria,172400.0
1978 Aug,Cattle (excl. calves),Victoria,173200.0
1978 Sep,Cattle (excl. calves),Victoria,151700.0
1978 Oct,Cattle (excl. calves),Victoria,188900.0
1978 Nov,Cattle (excl. calves),Victoria,192200.0
1978 Dec,Cattle (excl. calves),Victoria,161800.0
1979 Jan,Cattle (excl. calves),Victoria,181700.0
1979 Feb,Cattle (excl. calves),Victoria,203200.0
1979 Mar,Cattle (excl. calves),Victoria,199500.0
1979 Apr,Cattle (excl. calves),Victoria,145800.0
1979 May,Cattle (excl. calves),Victoria,145300.0
1979 Jun,Cattle (excl. calves),Victoria,107700.0
1979 Jul,Cattle (excl. calves),Victoria,106800.0
1979 Aug,Cattle (excl. calves),Victoria,118300.0
1979 Sep,Cattle (excl. calves),Victoria,107600.0
1979 Oct,Cattle (excl. calves),Victoria,135300.0
1979 Nov,Cattle (excl. calves),Victoria,131700.0
1979 Dec,Cattle (excl. calves),Victoria,128300.00000000001
1980 Jan,Cattle (excl. calves),Victoria,144200.0
1980 Feb,Cattle (excl. calves),Victoria,127400.0
1980 Mar,Cattle (excl. calves),Victoria,67000.0
1980 Apr,Cattle (excl. calves),Victoria,143700.0
1980 May,Cattle (excl. calves),Victoria,144100.0
1980 Jun,Cattle (excl. calves),Victoria,119400.0
1980 Jul,Cattle (excl. calves),Victoria,136500.0
1980 Aug,Cattle (excl. calves),Victoria,108300.0
1980 Sep,Cattle (excl. calves),Victoria,124500.0
1980 Oct,Cattle (excl. calves),Victoria,149000.0
1980 Nov,Cattle (excl. calves),Victoria,128000.0
1980 Dec,Cattle (excl. calves),Victoria,146200.0
1981 Jan,Cattle (excl. calves),Victoria,145400.0
1981 Feb,Cattle (excl. calves),Victoria,151700.0
1981 Mar,Cattle (excl. calves),Victoria,150000.0
1981 Apr,Cattle (excl. calves),Victoria,143600.0
1981 May,Cattle (excl. calves),Victoria,148100.0
1981 Jun,Cattle (excl. calves),Victoria,138600.0
1981 Jul,Cattle (excl. calves),Victoria,131300.0
1981 Aug,Cattle (excl. calves),Victoria,100400.0
1981 Sep,Cattle (excl. calves),Victoria,105800.0
1981 Oct,Cattle (excl. calves),Victoria,123300.0
1981 Nov,Cattle (excl. calves),Victoria,108200.0
1981 Dec,Cattle (excl. calves),Victoria,151900.0
1982 Jan,Cattle (excl. calves),Victoria,159800.0
1982 Feb,Cattle (excl. calves),Victoria,170400.0
1982 Mar,Cattle (excl. calves),Victoria,185500.0
1982 Apr,Cattle (excl. calves),Victoria,154000.0
1982 May,Cattle (excl. calves),Victoria,141100.0
1982 Jun,Cattle (excl. calves),Victoria,152200.0
1982 Jul,Cattle (excl. calves),Victoria,153400.0
1982 Aug,Cattle (excl. calves),Victoria,128500.0
1982 Sep,Cattle (excl. calves),Victoria,186800.0
1982 Oct,Cattle (excl. calves),Victoria,140700.0
1982 Nov,Cattle (excl. calves),Victoria,137700.0
1982 Dec,Cattle (excl. calves),Victoria,183400.0
1983 Jan,Cattle (excl. calves),Victoria,176500.0
1983 Feb,Cattle (excl. calves),Victoria,174300.0
1983 Mar,Cattle (excl. calves),Victoria,163000.0
1983 Apr,Cattle (excl. calves),Victoria,120700.0
1983 May,Cattle (excl. calves),Victoria,95200.0
1983 Jun,Cattle (excl. calves),Victoria,93900.0
1983 Jul,Cattle (excl. calves),Victoria,95500.0
1983 Aug,Cattle (excl. calves),Victoria,99700.0
1983 Sep,Cattle (excl. calves),Victoria,92200.0
1983 Oct,Cattle (excl. calves),Victoria,106900.0
1983 Nov,Cattle (excl. calves),Victoria,109100.0
1983 Dec,Cattle (excl. calves),Victoria,91700.0
1984 Jan,Cattle (excl. calves),Victoria,105800.0
1984 Feb,Cattle (excl. calves),Victoria,114200.0
1984 Mar,Cattle (excl. calves),Victoria,106600.0
1984 Apr,Cattle (excl. calves),Victoria,92100.0
1984 May,Cattle (excl. calves),Victoria,110600.0
1984 Jun,Cattle (excl. calves),Victoria,96400.0
1984 Jul,Cattle (excl. calves),Victoria,116800.0
1984 Aug,Cattle (excl. calves),Victoria,105100.0
1984 Sep,Cattle (excl. calves),Victoria,81100.0
1984 Oct,Cattle (excl. calves),Victoria,99200.0
1984 Nov,Cattle (excl. calves),Victoria,98500.0
1984 Dec,Cattle (excl. calves),Victoria,92700.0
1985 Jan,Cattle (excl. calves),Victoria,113200.0
1985 Feb,Cattle (excl. calves),Victoria,114800.0
1985 Mar,Cattle (excl. calves),Victoria,126300.0
1985 Apr,Cattle (excl. calves),Victoria,106800.0
1985 May,Cattle (excl. calves),Victoria,102500.0
1985 Jun,Cattle (excl. calves),Victoria,89700.0
1985 Jul,Cattle (excl. calves),Victoria,103800.0
1985 Aug,Cattle (excl. calves),Victoria,85700.0
1985 Sep,Cattle (excl. calves),Victoria,89300.0
1985 Oct,Cattle (excl. calves),Victoria,110700.0
1985 Nov,Cattle (excl. calves),Victoria,111400.0
1985 Dec,Cattle (excl. calves),Victoria,114000.0
1986 Jan,Cattle (excl. calves),Victoria,121400.0
1986 Feb,Cattle (excl. calves),Victoria,119000.0
1986 Mar,Cattle (excl. calves),Victoria,110400.0
1986 Apr,Cattle (excl. calves),Victoria,114500.0
1986 May,Cattle (excl. calves),Victoria,112100.0
1986 Jun,Cattle (excl. calves),Victoria,106500.0
1986 Jul,Cattle (excl. calves),Victoria,112200.0
1986 Aug,Cattle (excl. calves),Victoria,102700.0
1986 Sep,Cattle (excl. calves),Victoria,108500.0
1986 Oct,Cattle (excl. calves),Victoria,124800.0
1986 Nov,Cattle (excl. calves),Victoria,113500.0
1986 Dec,Cattle (excl. calves),Victoria,120900.0
1987 Jan,Cattle (excl. calves),Victoria,113200.0
1987 Feb,Cattle (excl. calves),Victoria,119000.0
1987 Mar,Cattle (excl. calves),Victoria,128800.00000000001
1987 Apr,Cattle (excl. calves),Victoria,120000.0
1987 May,Cattle (excl. calves),Victoria,108100.0
1987 Jun,Cattle (excl. calves),Victoria,102600.0
1987 Jul,Cattle (excl. calves),Victoria,102200.0
1987 Aug,Cattle (excl. calves),Victoria,89300.0
1987 Sep,Cattle (excl. calves),Victoria,94400.0
1987 Oct,Cattle (excl. calves),Victoria,111200.0
1987 Nov,Cattle (excl. calves),Victoria,115000.0
1987 Dec,Cattle (excl. calves),Victoria,124000.0
1988 Jan,Cattle (excl. calves),Victoria,117200.0
1988 Feb,Cattle (excl. calves),Victoria,126500.0
1988 Mar,Cattle (excl. calves),Victoria,136700.0
1988 Apr,Cattle (excl. calves),Victoria,111700.0
1988 May,Cattle (excl. calves),Victoria,112600.0
1988 Jun,Cattle (excl. calves),Victoria,95600.0
1988 Jul,Cattle (excl. calves),Victoria,92100.0
1988 Aug,Cattle (excl. calves),Victoria,99900.0
1988 Sep,Cattle (excl. calves),Victoria,110000.0
1988 Oct,Cattle (excl. calves),Victoria,112100.0
1988 Nov,Cattle (excl. calves),Victoria,126400.0
1988 Dec,Cattle (excl. calves),Victoria,105500.0
1989 Jan,Cattle (excl. calves),Victoria,110500.0
1989 Feb,Cattle (excl. calves),Victoria,109600.0
1989 Mar,Cattle (excl. calves),Victoria,111500.0
1989 Apr,Cattle (excl. calves),Victoria,104100.0
1989 May,Cattle (excl. calves),Victoria,114200.0
1989 Jun,Cattle (excl. calves),Victoria,103700.0
1989 Jul,Cattle (excl. calves),Victoria,106100.0
1989 Aug,Cattle (excl. calves),Victoria,116200.0
1989 Sep,Cattle (excl. calves),Victoria,106700.0
1989 Oct,Cattle (excl. calves),Victoria,116700.0
1989 Nov,Cattle (excl. calves),Victoria,121400.0
1989 Dec,Cattle (excl. calves),Victoria,109100.0
1990 Jan,Cattle (excl. calves),Victoria,121000.0
1990 Feb,Cattle (excl. calves),Victoria,113600.0
1990 Mar,Cattle (excl. calves),Victoria,107100.0
1990 Apr,Cattle (excl. calves),Victoria,112100.0
1990 May,Cattle (excl. calves),Victoria,153700.0
1990 Jun,Cattle (excl. calves),Victoria,126300.0
1990 Jul,Cattle (excl. calves),Victoria,128900.0
1990 Aug,Cattle (excl. calves),Victoria,124600.0
1990 Sep,Cattle (excl. calves),Victoria,111300.0
1990 Oct,Cattle (excl. calves),Victoria,144300.0
1990 Nov,Cattle (excl. calves),Victoria,141700.0
1990 Dec,Cattle (excl. calves),Victoria,132700.0
1991 Jan,Cattle (excl. calves),Victoria,148100.0
1991 Feb,Cattle (excl. calves),Victoria,141000.0
1991 Mar,Cattle (excl. calves),Victoria,134400.0
1991 Apr,Cattle (excl. calves),Victoria,134800.0
1991 May,Cattle (excl. calves),Victoria,153800.0
1991 Jun,Cattle (excl. calves),Victoria,117700.0
1991 Jul,Cattle (excl. calves),Victoria,118200.0
1991 Aug,Cattle (excl. calves),Victoria,94000.0
1991 Sep,Cattle (excl. calves),Victoria,101200.0
1991 Oct,Cattle (excl. calves),Victoria,136800.0
1991 Nov,Cattle (excl. calves),Victoria,137100.0
1991 Dec,Cattle (excl. calves),Victoria,134600.0
1992 Jan,Cattle (excl. calves),Victoria,167700.0
1992 Feb,Cattle (excl. calves),Victoria,150600.0
1992 Mar,Cattle (excl. calves),Victoria,149400.0
1992 Apr,Cattle (excl. calves),Victoria,137200.0
1992 May,Cattle (excl. calves),Victoria,138500.0
1992 Jun,Cattle (excl. calves),Victoria,122200.0
1992 Jul,Cattle (excl. calves),Victoria,118200.0
1992 Aug,Cattle (excl. calves),Victoria,92200.0
1992 Sep,Cattle (excl. calves),Victoria,106600.0
1992 Oct,Cattle (excl. calves),Victoria,123600.0
1992 Nov,Cattle (excl. calves),Victoria,123100.0
1992 Dec,Cattle (excl. calves),Victoria,135300.0
1993 Jan,Cattle (excl. calves),Victoria,103300.0
1993 Feb,Cattle (excl. calves),Victoria,111300.0
1993 Mar,Cattle (excl. calves),Victoria,129400.0
1993 Apr,Cattle (excl. calves),Victoria,109500.0
1993 May,Cattle (excl. calves),Victoria,112100.0
1993 Jun,Cattle (excl. calves),Victoria,101300.0
1993 Jul,Cattle (excl. calves),Victoria,106100.0
1993 Aug,Cattle (excl. calves),Victoria,96100.0
1993 Sep,Cattle (excl. calves),Victoria,98800.0
1993 Oct,Cattle (excl. calves),Victoria,104600.0
1993 Nov,Cattle (excl. calves),Victoria,126000.0
1993 Dec,Cattle (excl. calves),Victoria,129400.0
1994 Jan,Cattle (excl. calves),Victoria,114800.0
1994 Feb,Cattle (excl. calves),Victoria,117100.0
1994 Mar,Cattle (excl. calves),Victoria,138500.0
1994 Apr,Cattle (excl. calves),Victoria,118300.0
1994 May,Cattle (excl. calves),Victoria,132800.0
1994 Jun,Cattle (excl. calves),Victoria,111400.0
1994 Jul,Cattle (excl. calves),Victoria,103700.0
1994 Aug,Cattle (excl. calves),Victoria,103900.0
1994 Sep,Cattle (excl. calves),Victoria,125900.0
1994 Oct,Cattle (excl. calves),Victoria,127800.0
1994 Nov,Cattle (excl. calves),Victoria,133600.0
1994 Dec,Cattle (excl. calves),Victoria,122400.0
1995 Jan,Cattle (excl. calves),Victoria,114300.0
1995 Feb,Cattle (excl. calves),Victoria,118600.0
1995 Mar,Cattle (excl. calves),Victoria,133200.0
1995 Apr,Cattle (excl. calves),Victoria,112500.0
1995 May,Cattle (excl. calves),Victoria,137700.0
1995 Jun,Cattle (excl. calves),Victoria,133700.0
1995 Jul,Cattle (excl. calves),Victoria,114000.0
1995 Aug,Cattle (excl. calves),Victoria,114500.0
1995 Sep,Cattle (excl. calves),Victoria,106600.0
1995 Oct,Cattle (excl. calves),Victoria,132000.0
1995 Nov,Cattle (excl. calves),Victoria,142700.0
1995 Dec,Cattle (excl. calves),Victoria,126200.0
1996 Jan,Cattle (excl. calves),Victoria,148500.0
1996 Feb,Cattle (excl. calves),Victoria,146300.0
1996 Mar,Cattle (excl. calves),Victoria,132000.0
1996 Apr,Cattle (excl. calves),Victoria,115900.0
1996 May,Cattle (excl. calves),Victoria,135300.0
1996 Jun,Cattle (excl. calves),Victoria,109500.0
1996 Jul,Cattle (excl. calves),Victoria,121400.0
1996 Aug,Cattle (excl. calves),Victoria,121500.0
1996 Sep,Cattle (excl. calves),Victoria,117800.0
1996 Oct,Cattle (excl. calves),Victoria,146600.0
1996 Nov,Cattle (excl. calves),Victoria,131800.0
1996 Dec,Cattle (excl. calves),Victoria,138300.0
1997 Jan,Cattle (excl. calves),Victoria,159100.0
1997 Feb,Cattle (excl. calves),Victoria,148600.0
1997 Mar,Cattle (excl. calves),Victoria,131000.0
1997 Apr,Cattle (excl. calves),Victoria,165400.0
1997 May,Cattle (excl. calves),Victoria,155000.0
1997 Jun,Cattle (excl. calves),Victoria,139300.0
1997 Jul,Cattle (excl. calves),Victoria,148300.0
1997 Aug,Cattle (excl. calves),Victoria,132200.0
1997 Sep,Cattle (excl. calves),Victoria,129400.0
1997 Oct,Cattle (excl. calves),Victoria,147300.0
1997 Nov,Cattle (excl. calves),Victoria,140600.0
1997 Dec,Cattle (excl. calves),Victoria,163900.0
1998 Jan,Cattle (excl. calves),Victoria,165300.0
1998 Feb,Cattle (excl. calves),Victoria,159400.0
1998 Mar,Cattle (excl. calves),Victoria,159400.0
1998 Apr,Cattle (excl. calves),Victoria,163500.0
1998 May,Cattle (excl. calves),Victoria,141200.0
1998 Jun,Cattle (excl. calves),Victoria,147400.0
1998 Jul,Cattle (excl. calves),Victoria,156600.0
1998 Aug,Cattle (excl. calves),Victoria,122600.0
1998 Sep,Cattle (excl. calves),Victoria,141800.0
1998 Oct,Cattle (excl. calves),Victoria,160600.0
1998 Nov,Cattle (excl. calves),Victoria,159900.0
1998 Dec,Cattle (excl. calves),Victoria,161000.0
1999 Jan,Cattle (excl. calves),Victoria,152600.0
1999 Feb,Cattle (excl. calves),Victoria,161400.0
1999 Mar,Cattle (excl. calves),Victoria,146100.0
1999 Apr,Cattle (excl. calves),Victoria,128300.00000000001
1999 May,Cattle (excl. calves),Victoria,134300.0
1999 Jun,Cattle (excl. calves),Victoria,126200.0
1999 Jul,Cattle (excl. calves),Victoria,124900.0
1999 Aug,Cattle (excl. calves),Victoria,117400.0
1999 Sep,Cattle (excl. calves),Victoria,112300.0
1999 Oct,Cattle (excl. calves),Victoria,123300.0
1999 Nov,Cattle (excl. calves),Victoria,132500.0
1999 Dec,Cattle (excl. calves),Victoria,133500.0
2000 Jan,Cattle (excl. calves),Victoria,124000.0
2000 Feb,Cattle (excl. calves),Victoria,136100.0
2000 Mar,Cattle (excl. calves),Victoria,140800.0
2000 Apr,Cattle (excl. calves),Victoria,106900.0
2000 May,Cattle (excl. calves),Victoria,140700.0
2000 Jun,Cattle (excl. calves),Victoria,131300.0
2000 Jul,Cattle (excl. calves),Victoria,111000.0
2000 Aug,Cattle (excl. calves),Victoria,130000.0
2000 Sep,Cattle (excl. calves),Victoria,117000.0
2000 Oct,Cattle (excl. calves),Victoria,132300.0
2000 Nov,Cattle (excl. calves),Victoria,138300.0
2000 Dec,Cattle (excl. calves),Victoria,123600.0
2001 Jan,Cattle (excl. calves),Victoria,137300.0
2001 Feb,Cattle (excl. calves),Victoria,137500.0
2001 Mar,Cattle (excl. calves),Victoria,134700.0
2001 Apr,Cattle (excl. calves),Victoria,112500.0
2001 May,Cattle (excl. calves),Victoria,139900.0
2001 Jun,Cattle (excl. calves),Victoria,109700.0
2001 Jul,Cattle (excl. calves),Victoria,113800.0
2001 Aug,Cattle (excl. calves),Victoria,115800.0
2001 Sep,Cattle (excl. calves),Victoria,103100.0
2001 Oct,Cattle (excl. calves),Victoria,131300.0
2001 Nov,Cattle (excl. calves),Victoria,129500.0
2001 Dec,Cattle (excl. calves),Victoria,103700.0
2002 Jan,Cattle (excl. calves),Victoria,127300.0
2002 Feb,Cattle (excl. calves),Victoria,122900.0
2002 Mar,Cattle (excl. calves),Victoria,116800.0
2002 Apr,Cattle (excl. calves),Victoria,119200.0
2002 May,Cattle (excl. calves),Victoria,139900.0
2002 Jun,Cattle (excl. calves),Victoria,107900.0
2002 Jul,Cattle (excl. calves),Victoria,115500.0
2002 Aug,Cattle (excl. calves),Victoria,132300.0
2002 Sep,Cattle (excl. calves),Victoria,136500.0
2002 Oct,Cattle (excl. calves),Victoria,162900.0
2002 Nov,Cattle (excl. calves),Victoria,152200.0
2002 Dec,Cattle (excl. calves),Victoria,120600.0
2003 Jan,Cattle (excl. calves),Victoria,139600.0
2003 Feb,Cattle (excl. calves),Victoria,136500.0
2003 Mar,Cattle (excl. calves),Victoria,143700.0
2003 Apr,Cattle (excl. calves),Victoria,136100.0
2003 May,Cattle (excl. calves),Victoria,145900.0
2003 Jun,Cattle (excl. calves),Victoria,128699.99999999999
2003 Jul,Cattle (excl. calves),Victoria,127800.0
2003 Aug,Cattle (excl. calves),Victoria,110000.0
2003 Sep,Cattle (excl. calves),Victoria,120000.0
2003 Oct,Cattle (excl. calves),Victoria,134000.0
2003 Nov,Cattle (excl. calves),Victoria,126800.0
2003 Dec,Cattle (excl. calves),Victoria,117500.0
2004 Jan,Cattle (excl. calves),Victoria,134900.0
2004 Feb,Cattle (excl. calves),Victoria,135500.0
2004 Mar,Cattle (excl. calves),Victoria,143500.0
2004 Apr,Cattle (excl. calves),Victoria,133400.0
2004 May,Cattle (excl. calves),Victoria,137400.0
2004 Jun,Cattle (excl. calves),Victoria,135900.0
2004 Jul,Cattle (excl. calves),Victoria,123900.0
2004 Aug,Cattle (excl. calves),Victoria,121400.0
2004 Sep,Cattle (excl. calves),Victoria,129800.00000000001
2004 Oct,Cattle (excl. calves),Victoria,131800.0
2004 Nov,Cattle (excl. calves),Victoria,134100.0
2004 Dec,Cattle (excl. calves),Victoria,115700.0
2005 Jan,Cattle (excl. calves),Victoria,120400.0
2005 Feb,Cattle (excl. calves),Victoria,126600.0
2005 Mar,Cattle (excl. calves),Victoria,123600.0
2005 Apr,Cattle (excl. calves),Victoria,129699.99999999999
2005 May,Cattle (excl. calves),Victoria,133600.0
2005 Jun,Cattle (excl. calves),Victoria,125200.0
2005 Jul,Cattle (excl. calves),Victoria,114900.0
2005 Aug,Cattle (excl. calves),Victoria,99200.0
2005 Sep,Cattle (excl. calves),Victoria,98400.0
2005 Oct,Cattle (excl. calves),Victoria,119800.0
2005 Nov,Cattle (excl. calves),Victoria,117400.0
2005 Dec,Cattle (excl. calves),Victoria,118900.0
2006 Jan,Cattle (excl. calves),Victoria,113500.0
2006 Feb,Cattle (excl. calves),Victoria,120900.0
2006 Mar,Cattle (excl. calves),Victoria,132900.0
2006 Apr,Cattle (excl. calves),Victoria,110000.0
2006 May,Cattle (excl. calves),Victoria,118200.0
2006 Jun,Cattle (excl. calves),Victoria,117400.0
2006 Jul,Cattle (excl. calves),Victoria,104400.0
2006 Aug,Cattle (excl. calves),Victoria,109300.0
2006 Sep,Cattle (excl. calves),Victoria,118200.0
2006 Oct,Cattle (excl. calves),Victoria,148300.0
2006 Nov,Cattle (excl. calves),Victoria,148200.0
2006 Dec,Cattle (excl. calves),Victoria,134400.0
2007 Jan,Cattle (excl. calves),Victoria,145600.0
2007 Feb,Cattle (excl. calves),Victoria,141600.0
2007 Mar,Cattle (excl. calves),Victoria,145600.0
2007 Apr,Cattle (excl. calves),Victoria,129400.0
2007 May,Cattle (excl. calves),Victoria,127900.0
2007 Jun,Cattle (excl. calves),Victoria,114200.0
2007 Jul,Cattle (excl. calves),Victoria,110000.0
2007 Aug,Cattle (excl. calves),Victoria,106100.0
2007 Sep,Cattle (excl. calves),Victoria,126400.0
2007 Oct,Cattle (excl. calves),Victoria,138300.0
2007 Nov,Cattle (excl. calves),Victoria,129300.00000000001
2007 Dec,Cattle (excl. calves),Victoria,115600.0
2008 Jan,Cattle (excl. calves),Victoria,125000.0
2008 Feb,Cattle (excl. calves),Victoria,133800.0
2008 Mar,Cattle (excl. calves),Victoria,119600.0
2008 Apr,Cattle (excl. calves),Victoria,142100.0
2008 May,Cattle (excl. calves),Victoria,142100.0
2008 Jun,Cattle (excl. calves),Victoria,128199.99999999999
2008 Jul,Cattle (excl. calves),Victoria,128100.0
2008 Aug,Cattle (excl. calves),Victoria,118000.0
2008 Sep,Cattle (excl. calves),Victoria,130100.0
2008 Oct,Cattle (excl. calves),Victoria,155300.0
2008 Nov,Cattle (excl. calves),Victoria,142500.0
2008 Dec,Cattle (excl. calves),Victoria,126200.0
2009 Jan,Cattle (excl. calves),Victoria,129000.0
2009 Feb,Cattle (excl. calves),Victoria,140200.0
2009 Mar,Cattle (excl. calves),Victoria,133800.0
2009 Apr,Cattle (excl. calves),Victoria,126900.0
2009 May,Cattle (excl. calves),Victoria,134400.0
2009 Jun,Cattle (excl. calves),Victoria,113100.0
2009 Jul,Cattle (excl. calves),Victoria,116600.0
2009 Aug,Cattle (excl. calves),Victoria,103000.0
2009 Sep,Cattle (excl. calves),Victoria,107100.0
2009 Oct,Cattle (excl. calves),Victoria,113100.0
2009 Nov,Cattle (excl. calves),Victoria,117600.0
2009 Dec,Cattle (excl. calves),Victoria,114900.0
2010 Jan,Cattle (excl. calves),Victoria,118900.0
2010 Feb,Cattle (excl. calves),Victoria,125700.0
2010 Mar,Cattle (excl. calves),Victoria,127200.0
2010 Apr,Cattle (excl. calves),Victoria,110300.0
2010 May,Cattle (excl. calves),Victoria,122600.0
2010 Jun,Cattle (excl. calves),Victoria,112600.0
2010 Jul,Cattle (excl. calves),Victoria,111600.0
2010 Aug,Cattle (excl. calves),Victoria,105300.0
2010 Sep,Cattle (excl. calves),Victoria,107200.0
2010 Oct,Cattle (excl. calves),Victoria,124200.0
2010 Nov,Cattle (excl. calves),Victoria,123700.0
2010 Dec,Cattle (excl. calves),Victoria,111900.0
2011 Jan,Cattle (excl. calves),Victoria,98900.0
2011 Feb,Cattle (excl. calves),Victoria,107200.0
2011 Mar,Cattle (excl. calves),Victoria,106900.0
2011 Apr,Cattle (excl. calves),Victoria,90000.0
2011 May,Cattle (excl. calves),Victoria,110600.0
2011 Jun,Cattle (excl. calves),Victoria,104000.0
2011 Jul,Cattle (excl. calves),Victoria,94200.0
2011 Aug,Cattle (excl. calves),Victoria,96600.0
