schoolid,hispanic,college,black,otherrace,female,register,distance
5078,1,0,0,0,0,0,10.0
5078,0,0,0,0,1,0,10.0
5078,0,0,0,0,1,1,10.0
5078,0,1,0,0,1,1,10.0
5078,0,0,0,0,1,1,10.0
5078,0,0,0,0,1,1,10.0
5078,0,0,0,0,0,1,10.0
5078,0,1,1,0,0,0,10.0
5078,0,0,0,0,0,1,10.0
5095,1,0,0,0,1,0,5.0
5095,0,1,0,0,1,1,5.0
5095,0,1,1,0,1,1,5.0
5095,0,1,1,0,1,0,5.0
5095,0,0,0,0,0,1,5.0
5095,0,0,0,0,1,1,5.0
5095,0,1,0,0,0,0,5.0
5095,0,1,0,0,1,1,5.0
5095,0,1,0,0,0,1,5.0
5095,0,0,0,0,1,0,5.0
5095,0,1,1,0,0,0,5.0
5095,0,1,0,0,0,1,5.0
5114,1,0,0,0,1,0,8.0
5114,1,1,0,0,1,1,8.0
5114,0,1,1,0,1,0,8.0
5114,1,0,0,0,0,0,8.0
5114,0,1,0,0,0,1,8.0
5114,0,0,1,0,1,0,8.0
5114,0,0,0,1,0,1,8.0
5114,0,0,1,0,0,1,8.0
5114,0,0,0,1,1,1,8.0
5114,0,0,1,0,1,1,8.0
5114,1,0,0,0,1,0,8.0
5114,0,0,1,0,0,0,8.0
5114,0,0,1,0,1,0,8.0
5114,0,0,1,0,0,0,8.0
5142,0,1,0,0,1,1,6.0
5142,0,1,0,0,0,1,6.0
5142,0,1,0,0,1,0,6.0
5142,0,1,0,0,0,0,6.0
5142,0,0,0,0,1,1,6.0
5142,0,1,0,0,0,0,6.0
5142,1,1,0,0,1,0,6.0
5142,1,0,0,0,0,1,6.0
5142,1,0,0,0,0,1,6.0
5142,0,1,0,0,1,0,6.0
5142,1,1,0,0,1,1,6.0
5142,0,0,0,0,1,0,6.0
5145,0,0,0,0,0,1,1.0
5145,1,1,0,0,1,1,1.0
5145,1,0,0,0,0,1,1.0
5145,0,0,0,0,1,0,1.0
5145,0,0,0,0,0,1,1.0
5145,0,0,0,0,1,0,1.0
5145,0,1,0,0,0,1,1.0
5145,0,0,0,0,1,1,1.0
5145,0,0,0,0,0,1,1.0
5145,1,0,0,0,1,0,1.0
5155,0,1,0,0,0,1,20.0
5155,0,1,0,0,1,1,20.0
5155,0,1,0,0,1,1,20.0
5155,0,1,0,0,0,0,20.0
5155,0,0,0,0,1,1,20.0
5155,0,1,0,0,1,1,20.0
5155,0,1,0,0,0,1,20.0
5155,1,0,0,0,0,1,20.0
5155,0,1,0,0,1,1,20.0
5155,0,1,0,0,1,1,20.0
5163,1,0,0,0,1,1,1.0
5163,1,1,0,0,1,1,1.0
5163,0,1,0,1,0,0,1.0
5163,0,0,1,0,1,0,1.0
5163,0,0,1,0,1,0,1.0
5163,0,0,1,0,0,0,1.0
5163,1,0,0,0,1,0,1.0
5163,1,0,0,0,1,0,1.0
5163,1,0,0,0,1,1,1.0
5167,0,0,0,0,0,0,35.0
5167,0,0,0,0,0,1,35.0
5167,0,0,1,0,0,0,35.0
5167,0,1,0,0,1,1,35.0
5167,0,0,0,0,1,1,35.0
5167,0,1,0,0,1,1,35.0
5167,1,0,0,0,1,1,35.0
5167,0,0,0,0,1,1,35.0
5167,0,0,0,0,1,1,35.0
5167,0,1,1,0,1,1,35.0
5185,0,1,1,0,0,1,20.0
5185,0,1,0,0,1,0,20.0
5185,0,1,0,0,0,1,20.0
5185,0,0,0,0,0,0,20.0
5185,0,1,0,0,1,1,20.0
5185,0,1,0,0,1,1,20.0
5185,0,1,1,0,1,1,20.0
5185,0,0,0,0,0,1,20.0
5185,0,0,0,0,1,0,20.0
5185,0,0,0,0,1,0,20.0
5185,1,0,0,0,1,0,20.0
5185,0,0,0,0,0,0,20.0
5185,0,1,1,0,0,0,20.0
5185,0,1,0,1,0,0,20.0
5205,1,0,0,0,1,1,20.0
5205,0,0,0,0,0,1,20.0
5205,0,0,0,0,0,1,20.0
5205,0,0,0,0,1,1,20.0
5205,0,1,0,0,1,1,20.0
5205,0,0,0,0,0,0,20.0
5205,0,1,0,0,0,1,20.0
5205,0,1,0,0,0,1,20.0
5245,1,1,0,0,0,1,30.000001907348633
5245,1,0,0,0,1,1,30.000001907348633
5245,1,1,0,0,1,1,30.000001907348633
5245,1,0,0,0,0,0,30.000001907348633
5245,1,0,0,0,0,0,30.000001907348633
5245,1,0,0,0,0,1,30.000001907348633
5245,1,0,0,0,1,1,30.000001907348633
5245,1,0,0,0,1,1,30.000001907348633
5258,0,0,0,0,0,1,15.000000953674316
5258,0,0,0,0,1,1,15.000000953674316
5258,0,0,0,1,0,1,15.000000953674316
5258,0,0,0,1,0,1,15.000000953674316
5258,0,1,0,0,0,1,15.000000953674316
5258,0,0,0,0,1,1,15.000000953674316
5258,0,1,0,0,0,1,15.000000953674316
5258,0,1,0,0,1,1,15.000000953674316
5258,0,0,0,0,1,0,15.000000953674316
5258,0,1,0,0,0,1,15.000000953674316
5258,0,0,0,0,0,1,15.000000953674316
5258,1,0,0,0,0,0,15.000000953674316
5258,0,0,0,0,0,1,15.000000953674316
5264,0,1,0,0,1,0,17.0
5264,1,1,0,0,1,0,17.0
5264,0,0,0,0,0,0,17.0
5265,0,0,0,0,1,1,2.0
5265,1,0,0,0,1,1,2.0
5265,1,0,0,0,0,1,2.0
5265,0,0,0,0,0,1,2.0
5265,0,0,0,0,1,1,2.0
5265,0,1,0,0,1,1,2.0
5265,0,1,0,0,0,0,2.0
5265,0,1,0,0,0,0,2.0
5265,0,0,0,0,0,1,2.0
5265,0,1,0,0,0,0,2.0
5269,0,1,0,0,0,1,10.0
5269,0,0,0,0,0,0,10.0
5269,1,1,0,0,0,0,10.0
5269,0,1,1,0,1,1,10.0
5269,0,1,0,0,0,0,10.0
5269,1,1,0,0,1,0,10.0
5269,0,1,0,0,1,0,10.0
5269,0,1,0,0,1,1,10.0
5269,1,0,0,0,0,0,10.0
5269,0,0,0,0,1,1,10.0
5269,0,0,0,0,0,1,10.0
5269,0,1,0,0,0,1,10.0
5269,0,0,0,0,0,1,10.0
5269,0,1,0,0,1,1,10.0
5269,1,1,0,0,1,1,10.0
5269,0,0,0,0,1,0,10.0
5317,0,1,0,0,1,0,10.0
5317,0,0,0,0,0,1,10.0
5317,0,1,0,0,1,1,10.0
5317,0,0,0,0,0,0,10.0
5317,0,1,0,0,0,1,10.0
5317,0,1,0,0,0,1,10.0
5317,0,1,0,0,0,0,10.0
5317,0,0,0,0,0,1,10.0
5317,0,1,0,0,1,1,10.0
5317,0,0,0,0,0,0,10.0
5317,0,1,0,0,1,0,10.0
5342,1,0,0,0,0,0,2.0
5342,1,1,0,0,0,1,2.0
5342,0,0,0,0,1,0,2.0
5342,1,0,0,0,1,0,2.0
5342,1,1,0,0,0,0,2.0
5342,0,0,0,1,0,1,2.0
5342,1,0,0,0,0,0,2.0
5342,1,0,0,0,0,0,2.0
5342,1,1,0,0,1,1,2.0
5342,0,0,0,1,0,0,2.0
5342,1,0,0,0,1,1,2.0
5342,1,1,0,0,0,1,2.0
5342,1,0,0,0,0,0,2.0
5346,1,0,0,0,0,0,20.0
5346,1,0,0,0,0,0,20.0
5346,1,1,0,0,1,1,20.0
5346,1,1,0,0,1,1,20.0
5346,0,1,1,0,1,1,20.0
5346,0,1,0,1,0,1,20.0
5346,0,1,0,0,1,1,20.0
5346,1,1,0,0,0,1,20.0
5346,0,1,0,1,1,0,20.0
5346,0,1,0,0,1,1,20.0
5346,1,1,0,0,1,1,20.0
5346,0,0,0,0,0,1,20.0
5346,0,0,0,0,0,0,20.0
5346,1,0,0,0,1,1,20.0
5346,0,1,0,0,0,1,20.0
5346,1,1,0,0,1,0,20.0
5346,0,1,0,0,0,0,20.0
5357,0,0,0,0,1,1,15.000000953674316
5357,0,1,0,0,0,1,15.000000953674316
5357,0,1,0,0,1,1,15.000000953674316
5357,0,0,0,0,0,1,15.000000953674316
5357,0,0,0,0,1,1,15.000000953674316
5357,0,1,0,0,0,1,15.000000953674316
5357,0,0,0,0,0,1,15.000000953674316
5357,0,0,0,0,0,1,15.000000953674316
5365,0,0,1,0,0,0,20.0
5365,1,0,0,0,0,1,20.0
5365,0,0,0,0,1,0,20.0
5365,0,0,0,0,0,1,20.0
5365,0,1,0,0,1,1,20.0
5365,0,0,0,0,0,0,20.0
5396,0,0,1,0,1,1,4.0
5396,0,0,1,0,1,1,4.0
5396,1,1,0,0,0,1,4.0
5396,0,0,1,0,0,1,4.0
5396,1,1,0,0,0,1,4.0
5396,1,0,0,0,1,1,4.0
5396,0,1,0,1,1,1,4.0
5404,0,1,0,0,1,1,15.000000953674316
5404,0,1,0,0,1,1,15.000000953674316
5404,0,1,0,0,1,1,15.000000953674316
5404,1,1,0,0,1,1,15.000000953674316
5404,0,1,0,0,1,0,15.000000953674316
5404,0,1,0,0,1,0,15.000000953674316
5404,0,1,0,0,1,1,15.000000953674316
5404,0,1,0,0,1,1,15.000000953674316
5404,0,1,0,0,1,0,15.000000953674316
5404,0,1,0,0,1,0,15.000000953674316
5404,0,1,0,0,1,1,15.000000953674316
5404,0,1,0,0,1,1,15.000000953674316
5404,0,1,0,0,1,1,15.000000953674316
5404,1,1,0,0,1,1,15.000000953674316
5404,0,1,0,0,1,1,15.000000953674316
5404,0,1,0,0,1,1,15.000000953674316
5404,1,1,0,0,1,0,15.000000953674316
5404,0,1,0,0,1,1,15.000000953674316
5404,0,1,0,0,1,1,15.000000953674316
5404,0,1,0,0,1,1,15.000000953674316
5404,0,1,0,0,1,1,15.000000953674316
5404,0,1,0,0,1,1,15.000000953674316
5404,0,1,0,0,1,0,15.000000953674316
5404,0,1,0,0,1,1,15.000000953674316
5404,0,1,0,0,1,0,15.000000953674316
5404,0,1,0,0,1,1,15.000000953674316
5404,0,1,0,0,1,1,15.000000953674316
5404,0,1,0,0,1,1,15.000000953674316
5404,0,1,0,0,1,1,15.000000953674316
5404,0,1,0,0,1,1,15.000000953674316
5404,0,1,0,0,1,1,15.000000953674316
5429,1,0,0,0,1,1,3.0
5429,1,0,0,0,0,0,3.0
5429,0,0,0,1,0,1,3.0
5429,1,1,0,0,0,1,3.0
5429,1,0,0,0,1,1,3.0
5429,1,1,0,0,1,1,3.0
5429,1,0,0,0,0,1,3.0
5461,0,1,0,0,0,1,5.0
5461,0,1,1,0,0,1,5.0
5461,0,1,0,0,0,1,5.0
5461,0,1,1,0,1,0,5.0
5461,0,1,0,0,1,1,5.0
5461,0,1,0,0,0,1,5.0
5461,0,1,1,0,1,0,5.0
5462,1,0,0,0,0,1,1.0
5462,0,0,0,0,0,0,1.0
5462,0,1,0,0,0,1,1.0
5462,0,0,0,0,1,1,1.0
5462,0,0,0,0,1,1,1.0
5462,0,0,0,0,0,1,1.0
5462,0,0,0,0,1,1,1.0
5462,1,0,0,0,1,1,1.0
5462,0,1,0,0,1,1,1.0
5462,0,1,0,0,0,1,1.0
5462,0,0,0,0,0,1,1.0
5462,0,0,0,0,1,1,1.0
5474,0,0,0,0,0,1,25.0
5474,0,1,0,0,1,1,25.0
5474,0,1,0,0,0,1,25.0
5474,0,1,0,0,0,1,25.0
5474,1,1,0,0,1,1,25.0
5474,1,0,0,0,0,1,25.0
5474,0,1,0,0,0,1,25.0
5474,0,0,0,0,0,1,25.0
5474,0,1,0,0,1,0,25.0
5480,0,1,1,0,1,1,10.0
5480,0,0,0,0,0,1,10.0
5480,0,0,0,0,1,0,10.0
5480,0,1,0,1,0,1,10.0
5480,0,0,0,0,1,1,10.0
5480,0,1,0,0,1,1,10.0
5480,0,1,0,0,1,1,10.0
5480,0,1,0,0,0,0,10.0
5480,0,0,1,0,0,1,10.0
5494,0,0,1,0,1,1,2.0
5494,0,1,1,0,0,1,2.0
5494,0,0,0,1,1,1,2.0
5494,0,1,0,0,1,0,2.0
5494,0,1,0,0,0,1,2.0
5494,0,0,0,0,0,1,2.0
5494,0,1,0,0,0,0,2.0
5494,0,1,0,0,0,1,2.0
5494,0,0,0,0,0,1,2.0
5494,0,0,0,0,0,0,2.0
5494,0,1,0,0,0,1,2.0
5494,0,0,0,0,0,1,2.0
5505,1,0,0,0,0,1,25.0
5505,1,0,0,0,1,1,25.0
5505,1,0,0,0,0,1,25.0
5505,1,0,0,0,0,1,25.0
5505,1,0,0,0,0,0,25.0
5505,1,0,0,0,0,0,25.0
5507,0,0,1,0,1,0,8.0
5507,0,0,1,0,1,1,8.0
5507,0,0,1,0,0,1,8.0
5507,0,0,1,0,0,1,8.0
5507,0,0,1,0,0,1,8.0
5507,0,0,1,0,0,1,8.0
5507,0,0,1,0,1,1,8.0
5507,0,0,1,0,1,0,8.0
5507,0,0,0,0,1,1,8.0
5507,0,0,1,0,0,1,8.0
5507,0,0,0,0,1,1,8.0
5507,0,0,1,0,1,0,8.0
5507,1,0,0,0,1,1,8.0
5507,0,0,1,0,1,0,8.0
5546,0,1,0,0,0,1,5.0
5546,1,1,0,0,0,0,5.0
5546,0,0,1,0,0,1,5.0
5546,0,1,1,0,1,1,5.0
5546,1,1,0,0,0,0,5.0
5546,0,0,1,0,0,0,5.0
5546,0,1,0,0,1,1,5.0
5546,0,1,0,0,1,1,5.0
5546,0,1,0,0,1,0,5.0
5546,1,1,0,0,1,1,5.0
5547,0,0,0,1,0,1,7.0
5547,0,1,0,0,1,1,7.0
5547,0,0,0,0,0,0,7.0
5547,0,1,0,1,1,1,7.0
5547,0,1,0,0,1,0,7.0
5547,0,1,0,0,1,1,7.0
5547,0,1,0,0,0,0,7.0
5547,1,1,0,0,1,1,7.0
5547,0,1,0,1,1,1,7.0
5547,0,0,0,0,0,0,7.0
5547,0,1,0,0,1,0,7.0
5547,0,1,0,0,1,0,7.0
5547,0,1,0,0,1,1,7.0
5547,0,0,0,0,1,0,7.0
5547,0,0,0,0,0,0,7.0
5551,0,1,0,0,0,1,6.0
5551,0,1,0,0,1,1,6.0
5551,0,1,0,0,1,1,6.0
5551,0,0,0,0,0,0,6.0
5551,0,1,0,0,1,0,6.0
5551,0,1,0,0,0,1,6.0
5551,0,1,0,0,1,1,6.0
5551,0,1,0,0,0,1,6.0
5551,0,1,0,0,0,0,6.0
5560,0,1,0,0,0,0,3.0
5560,0,1,0,0,1,1,3.0
5560,0,1,0,0,0,1,3.0
5560,0,1,0,0,0,1,3.0
5560,0,0,0,0,1,1,3.0
5560,0,1,0,0,1,0,3.0
5560,0,0,0,0,1,0,3.0
5560,0,1,0,0,1,0,3.0
5560,0,0,0,0,1,0,3.0
5560,1,0,0,0,0,0,3.0
5560,0,0,0,0,1,0,3.0
5560,0,1,0,0,0,0,3.0
5591,1,0,0,0,1,0,4.0
5591,1,1,0,0,1,1,4.0
5591,1,1,0,0,0,1,4.0
5591,1,1,0,0,0,1,4.0
5591,0,0,0,0,1,1,4.0
5591,1,1,0,0,0,1,4.0
5591,0,1,0,0,1,1,4.0
5591,0,0,0,0,0,1,4.0
5591,0,1,0,1,1,0,4.0
5591,0,1,0,0,0,1,4.0
5591,1,1,0,0,0,0,4.0
5596,0,0,0,0,1,0,20.0
5596,0,0,0,0,0,0,20.0
5596,0,1,0,0,0,1,20.0
5596,0,0,0,0,0,0,20.0
5596,0,0,0,0,0,1,20.0
5596,0,1,0,0,1,1,20.0
5596,0,0,0,0,1,0,20.0
5596,0,1,0,0,0,1,20.0
5596,1,0,0,0,0,0,20.0
5596,0,0,0,0,0,1,20.0
5596,0,0,0,0,1,0,20.0
5596,0,0,0,0,0,1,20.0
5596,0,1,0,0,1,1,20.0
5596,1,0,0,0,1,1,20.0
5600,0,1,0,0,1,1,12.0
5600,0,1,0,0,1,1,12.0
5600,0,1,1,0,1,1,12.0
5600,0,1,0,0,1,1,12.0
5600,0,1,0,0,0,1,12.0
5600,0,1,0,0,1,1,12.0
5600,0,1,0,0,0,1,12.0
5600,0,1,0,0,0,1,12.0
5600,0,1,0,1,1,0,12.0
5600,0,1,0,0,0,0,12.0
5600,0,1,0,0,0,1,12.0
5619,0,1,0,0,0,1,5.0
5619,0,1,0,0,0,0,5.0
5619,0,1,0,0,1,1,5.0
5619,0,1,0,0,1,1,5.0
5619,0,1,0,0,0,1,5.0
5619,0,1,0,0,1,1,5.0
5619,0,0,0,1,1,1,5.0
5619,0,1,0,0,1,1,5.0
5619,0,1,0,0,1,0,5.0
5619,0,1,0,0,1,1,5.0
5619,0,1,0,0,1,1,5.0
5619,1,1,0,0,0,1,5.0
5619,0,1,0,0,0,1,5.0
5619,0,1,0,0,1,1,5.0
5619,0,1,0,0,1,0,5.0
5619,0,1,0,0,0,1,5.0
5619,0,1,0,0,0,1,5.0
5619,1,1,0,0,0,0,5.0
5619,0,1,0,0,0,0,5.0
5619,0,0,0,0,0,0,5.0
5619,0,1,0,0,1,1,5.0
5619,0,1,0,0,0,1,5.0
5619,0,1,0,0,0,1,5.0
5619,0,1,0,0,0,1,5.0
5619,0,1,0,0,0,1,5.0
5619,0,0,0,0,0,0,5.0
5619,0,1,0,0,0,1,5.0
5619,0,1,0,0,0,1,5.0
5619,0,1,0,0,0,1,5.0
5640,0,0,0,0,0,0,24.0
5640,0,0,0,0,1,1,24.0
5640,0,0,0,0,0,1,24.0
5640,0,1,0,0,1,0,24.0
5640,0,0,0,0,1,0,24.0
5640,0,1,0,0,0,1,24.0
5640,0,0,0,0,0,1,24.0
5640,0,1,0,0,1,1,24.0
5640,0,1,0,0,1,0,24.0
5640,0,1,0,0,0,0,24.0
5640,0,1,0,0,1,0,24.0
5640,0,0,0,0,1,1,24.0
5640,0,0,0,0,1,0,24.0
5640,0,0,0,0,0,0,24.0
5640,0,0,0,0,1,0,24.0
5647,0,0,0,0,0,0,18.0
5647,0,0,0,0,1,1,18.0
5647,0,0,0,0,1,1,18.0
5647,0,0,0,0,1,1,18.0
5647,0,0,0,0,1,0,18.0
5647,0,1,0,1,1,0,18.0
5647,1,0,0,0,0,1,18.0
5647,1,0,0,0,0,1,18.0
5647,0,0,0,0,0,1,18.0
5647,0,0,0,0,0,0,18.0
5647,0,0,0,0,1,1,18.0
5647,0,0,0,0,0,0,18.0
5650,1,0,0,0,1,1,5.0
5650,1,1,0,0,1,0,5.0
5650,1,0,0,0,1,1,5.0
5650,0,1,0,0,1,1,5.0
5650,1,1,0,0,1,1,5.0
5650,1,1,0,0,0,1,5.0
5650,1,1,0,0,0,1,5.0
5650,0,1,0,0,1,1,5.0
5650,1,1,0,0,1,0,5.0
5650,1,1,0,0,1,1,5.0
5650,1,1,0,0,0,1,5.0
5650,1,1,0,0,1,1,5.0
5650,1,1,0,0,1,1,5.0
5650,1,1,0,0,1,1,5.0
5650,0,1,0,0,1,1,5.0
5650,1,1,0,0,1,1,5.0
5650,1,1,0,0,0,1,5.0
5650,1,1,0,0,1,1,5.0
5650,1,1,0,0,0,1,5.0
5650,1,1,0,0,1,1,5.0
5650,0,1,0,0,0,1,5.0
5650,1,0,0,0,1,0,5.0
5650,0,1,0,0,1,1,5.0
5650,1,1,0,0,1,1,5.0
5650,1,1,0,0,1,0,5.0
5667,0,1,0,0,1,1,5.0
5667,0,0,0,0,1,0,5.0
5667,0,1,0,0,1,0,5.0
5667,0,0,0,0,0,1,5.0
5667,0,1,0,0,0,1,5.0
5667,0,1,0,0,0,1,5.0
5667,0,1,0,0,0,1,5.0
5667,0,1,0,0,0,1,5.0
5667,0,1,0,0,1,1,5.0
5667,0,1,0,0,0,1,5.0
5667,0,1,0,0,1,0,5.0
5667,0,0,0,0,0,1,5.0
5667,0,1,0,0,0,1,5.0
5667,0,1,0,0,0,0,5.0
5667,0,1,0,0,0,1,5.0
5667,0,1,0,0,0,1,5.0
5667,1,1,0,0,1,1,5.0
5667,0,1,0,0,1,1,5.0
5667,0,0,0,0,0,1,5.0
5667,0,1,0,0,0,1,5.0
5667,0,1,0,0,0,1,5.0
5667,0,1,0,0,0,1,5.0
5667,0,1,0,0,0,1,5.0
5667,0,0,1,0,0,0,5.0
5667,0,1,0,0,1,1,5.0
5667,0,1,0,0,0,1,5.0
5667,0,1,0,0,0,1,5.0
5667,0,1,0,0,0,1,5.0
5667,0,1,0,0,1,0,5.0
5667,0,1,0,0,0,1,5.0
5667,0,1,0,0,0,1,5.0
5696,0,1,0,0,1,0,2.0
5696,0,0,0,0,0,1,2.0
5696,0,0,0,0,1,0,2.0
5696,1,1,0,0,0,1,2.0
5696,0,0,0,0,1,1,2.0
5696,0,0,0,0,1,1,2.0
5696,0,1,0,0,1,1,2.0
5696,0,0,0,0,0,0,2.0
5696,1,1,0,0,1,1,2.0
5748,0,0,0,0,1,0,10.0
5748,0,0,0,0,1,1,10.0
5748,0,0,0,0,1,1,10.0
5748,0,0,0,1,0,1,10.0
5748,0,0,0,0,1,0,10.0
5748,0,1,0,0,0,0,10.0
5748,0,0,0,0,1,1,10.0
5748,0,1,0,1,1,1,10.0
5748,1,1,0,0,1,1,10.0
5748,0,0,0,0,0,0,10.0
5748,1,0,0,0,1,0,10.0
5748,0,1,0,0,1,0,10.0
5748,0,1,0,0,1,1,10.0
5748,0,1,0,0,1,1,10.0
5748,0,1,0,0,1,1,10.0
5748,0,1,0,0,1,1,10.0
5750,0,1,0,1,0,1,4.0
5750,0,0,0,0,0,1,4.0
5750,0,0,0,0,1,1,4.0
5750,0,0,0,0,1,0,4.0
5750,0,0,0,0,1,1,4.0
5750,0,1,0,0,0,1,4.0
5750,0,1,0,1,0,1,4.0
5750,0,1,0,0,0,1,4.0
5750,0,0,0,0,0,1,4.0
5750,1,0,0,0,1,1,4.0
5750,0,1,0,0,0,1,4.0
5750,0,0,0,0,1,1,4.0
5750,0,0,0,0,1,1,4.0
5761,1,1,0,0,1,1,1.0
5761,1,1,0,0,1,0,1.0
5761,0,0,0,0,1,1,1.0
5761,0,1,0,0,1,0,1.0
5761,0,1,0,0,1,0,1.0
5761,0,0,0,0,1,1,1.0
5761,1,1,0,0,1,1,1.0
5761,1,1,0,0,1,1,1.0
5761,1,1,0,0,1,0,1.0
5761,0,0,0,0,1,0,1.0
5761,0,0,0,0,1,1,1.0
5761,0,1,0,0,1,0,1.0
5761,0,0,0,0,1,1,1.0
5761,0,0,0,0,1,1,1.0
5761,1,1,0,0,1,1,1.0
5761,0,0,0,0,1,0,1.0
5761,1,1,0,0,1,1,1.0
5761,1,1,0,0,1,1,1.0
5761,1,1,0,0,1,0,1.0
5761,0,0,0,0,1,0,1.0
5761,0,0,0,0,1,0,1.0
5761,1,1,0,0,1,1,1.0
5761,1,1,0,0,1,1,1.0
5761,0,0,0,0,1,0,1.0
5761,0,1,0,0,1,1,1.0
5761,0,0,0,0,1,0,1.0
5762,1,0,0,0,1,1,1.0
5762,1,1,0,0,1,0,1.0
5762,1,1,0,0,0,1,1.0
5762,1,0,0,0,1,0,1.0
5762,0,0,0,0,1,1,1.0
5762,1,1,0,0,1,1,1.0
5762,1,0,0,0,0,1,1.0
5762,1,0,0,0,1,1,1.0
5762,1,1,0,0,1,1,1.0
5762,1,0,0,0,0,0,1.0
5762,1,0,0,0,0,0,1.0
5762,1,0,0,0,1,1,1.0
5767,0,1,0,1,1,0,15.000000953674316
5767,0,0,0,0,1,0,15.000000953674316
5767,0,1,0,0,0,0,15.000000953674316
5767,1,1,0,0,0,1,15.000000953674316
5767,0,1,0,0,1,1,15.000000953674316
5767,0,1,0,0,1,1,15.000000953674316
5767,0,0,0,0,1,1,15.000000953674316
5767,0,0,0,0,0,1,15.000000953674316
5767,0,0,0,0,0,0,15.000000953674316
5767,0,0,0,0,0,0,15.000000953674316
5783,0,1,0,0,1,0,10.0
5783,0,1,0,0,1,1,10.0
5783,0,1,1,0,1,1,10.0
5783,0,1,0,0,0,1,10.0
5783,0,1,0,0,1,1,10.0
5783,0,1,0,0,0,1,10.0
5783,0,0,0,0,1,0,10.0
5783,0,0,1,0,1,1,10.0
5815,0,1,0,1,0,1,0.0
5815,0,1,1,0,1,1,0.0
5815,0,0,1,0,1,1,0.0
5815,0,1,0,0,1,1,0.0
5815,1,0,0,0,0,1,0.0
5815,0,0,0,0,1,1,0.0
5819,0,1,0,0,0,1,1.0
5819,0,0,0,0,0,0,1.0
5819,0,1,0,0,1,0,1.0
5819,0,0,0,0,0,1,1.0
5819,0,1,0,0,1,1,1.0
5819,0,0,0,1,0,0,1.0
5819,0,0,0,0,1,0,1.0
5836,0,1,0,0,0,1,10.0
5836,0,1,0,0,0,1,10.0
5836,0,0,0,0,0,1,10.0
5836,0,1,0,0,1,1,10.0
5836,0,0,0,0,1,1,10.0
5836,0,0,0,0,1,0,10.0
5836,0,1,0,0,0,0,10.0
5836,0,1,0,0,1,1,10.0
5836,0,1,0,0,0,1,10.0
5836,0,0,0,0,1,1,10.0
5836,0,1,0,0,1,1,10.0
5836,0,1,0,0,1,0,10.0
5836,0,1,0,0,1,1,10.0
5836,0,0,0,0,1,0,10.0
5836,0,1,0,0,0,1,10.0
5837,1,1,0,0,0,0,10.0
5892,0,0,0,0,0,1,2.0
5892,1,0,0,0,0,0,2.0
5892,1,0,0,0,0,1,2.0
5892,1,0,0,0,0,0,2.0
5892,0,0,0,0,0,0,2.0
5892,0,1,0,0,0,0,2.0
5892,0,0,0,0,0,0,2.0
5892,0,0,0,0,0,1,2.0
5892,0,0,0,0,0,0,2.0
5892,0,0,0,0,1,0,2.0
5892,0,0,1,0,0,1,2.0
5896,1,1,0,0,0,1,5.0
5896,0,1,1,0,1,1,5.0
5896,1,1,0,0,1,1,5.0
5896,0,0,0,0,1,1,5.0
5896,1,1,0,0,0,1,5.0
5896,0,0,0,0,0,0,5.0
5896,1,0,0,0,0,1,5.0
5902,0,0,0,0,0,1,9.0
5902,0,1,0,0,0,1,9.0
5902,0,0,0,0,0,1,9.0
5902,1,0,0,0,0,1,9.0
5902,1,1,0,0,1,1,9.0
5902,0,1,0,0,1,1,9.0
5902,0,1,0,0,1,1,9.0
5902,0,1,0,0,1,0,9.0
5902,0,1,0,0,1,0,9.0
5902,1,1,0,0,0,1,9.0
5902,0,0,1,0,1,1,9.0
5902,0,1,1,0,1,1,9.0
5902,0,1,0,0,1,1,9.0
5902,0,1,0,0,1,1,9.0
5902,0,1,0,0,1,1,9.0
5902,0,1,1,0,1,0,9.0
5902,0,1,0,0,1,1,9.0
5902,0,1,0,0,1,1,9.0
5903,1,0,0,0,1,1,4.0
5903,0,1,1,0,0,0,4.0
5903,0,0,0,0,1,1,4.0
5903,1,0,0,0,1,1,4.0
5903,0,0,1,0,0,1,4.0
5903,0,0,0,1,0,0,4.0
5903,0,0,1,0,0,0,4.0
5937,0,0,0,0,0,1,5.0
5937,0,1,0,0,1,0,5.0
5937,0,1,0,0,1,1,5.0
5937,0,1,0,0,1,0,5.0
5937,0,1,0,0,0,1,5.0
5937,0,0,0,0,1,1,5.0
5937,1,1,0,0,0,0,5.0
5937,0,1,0,0,0,1,5.0
5937,0,1,0,0,0,0,5.0
5937,0,1,0,0,1,1,5.0
5964,0,1,0,0,1,0,30.000001907348633
5964,0,1,0,0,1,1,30.000001907348633
5964,0,1,0,0,0,0,30.000001907348633
5964,0,0,0,0,0,0,30.000001907348633
5964,0,0,0,0,0,0,30.000001907348633
5964,0,0,0,0,1,1,30.000001907348633
5964,0,1,0,0,1,0,30.000001907348633
5964,0,0,0,0,1,1,30.000001907348633
5964,0,0,0,0,1,0,30.000001907348633
5964,0,1,0,0,1,1,30.000001907348633
5964,0,1,0,0,0,1,30.000001907348633
5964,0,1,0,0,0,0,30.000001907348633
5964,1,0,0,0,0,0,30.000001907348633
5964,0,0,0,0,0,1,30.000001907348633
5967,0,0,0,0,1,0,2.0
5967,0,0,1,0,1,0,2.0
5967,1,0,0,0,0,0,2.0
5967,0,0,1,0,1,1,2.0
5967,0,1,0,0,1,1,2.0
5967,0,1,0,0,0,1,2.0
