id,year,age,race,sex,hispaniccat,educ,partyid,relactiv,abany,abdefect,abnomore,abhlth,abpoor,abrape,absingle,pid,hispanic
269,2000,37,White,Female,1,13,Not Str Democrat,,,,,,,,,1,0
270,2000,24,Black,Female,1,12,Other Party,,1,1,1,1,1,1,1,,0
271,2000,43,Black,Male,1,16,Other Party,,,,,,,,,,0
272,2000,29,White,Male,1,18,Independent,,,,,,,,,3,0
273,2000,26,Other,Male,1,19,Not Str Democrat,,,,,,,,,1,0
274,2000,24,White,Male,1,16,Independent,,,,,,,,,3,0
275,2000,38,Black,Female,1,12,"Ind,Near Dem",,,,,,,,,2,0
276,2000,60,Black,Female,1,11,Strong Democrat,,,,,,,,,0,0
277,2000,48,Black,Female,1,14,Strong Democrat,,1,1,0,1,0,1,0,0,0
278,2000,61,Black,Female,1,8,Strong Democrat,,0,1,0,1,0,0,0,0,0
279,2000,59,Black,Female,1,11,Strong Democrat,,1,1,1,1,1,1,,0,0
280,2000,59,Black,Female,1,12,Strong Democrat,,1,1,1,1,1,0,1,0,0
281,2000,31,Black,Female,1,11,Not Str Republican,,0,1,1,1,1,1,0,5,0
282,2000,34,Black,Female,1,10,"Ind,Near Dem",,,,,,,,,2,0
283,2000,,Black,Male,1,18,Independent,,,,,,,,,3,0
284,2000,32,Black,Male,1,12,Independent,,1,1,1,1,1,1,1,3,0
285,2000,18,Black,Female,1,12,"Ind,Near Rep",,0,0,0,1,0,1,0,4,0
286,2000,32,Black,Male,1,12,Strong Democrat,,0,1,1,1,0,1,1,0,0
287,2000,42,Black,Male,1,15,Independent,,,,,,,,,3,0
288,2000,38,Black,Female,1,12,"Ind,Near Dem",,1,1,0,1,0,1,0,2,0
289,2000,25,Black,Male,1,12,Not Str Democrat,,1,1,0,1,1,1,1,1,0
290,2000,54,Black,Female,1,12,Not Str Democrat,,,,,,,,,1,0
291,2000,47,Black,Male,1,8,Not Str Democrat,,1,1,1,1,1,1,1,1,0
292,2000,31,Black,Male,1,13,Strong Democrat,,,1,1,1,,1,,0,0
293,2000,40,Black,Female,1,16,Independent,,,,,,,,,3,0
294,2000,60,Black,Female,1,14,Strong Democrat,,,,,,,,,0,0
295,2000,34,White,Female,1,14,Not Str Republican,,0,1,0,1,,1,0,5,0
296,2000,36,White,Male,1,14,Strong Republican,,1,1,1,1,1,1,1,6,0
297,2000,43,Black,Female,1,11,Strong Democrat,,,,,,,,,0,0
298,2000,28,Black,Male,1,13,Strong Democrat,,1,1,1,1,1,1,1,0,0
299,2000,34,Black,Female,1,14,Not Str Democrat,,1,1,1,1,1,1,1,1,0
300,2000,44,Black,Female,1,12,Strong Democrat,,,,,,,,,0,0
301,2000,22,Black,Female,1,12,Strong Democrat,,1,1,1,1,1,1,1,0,0
302,2000,24,Black,Female,1,12,"Ind,Near Rep",,0,0,0,1,0,,0,4,0
303,2000,31,Black,Female,1,8,Independent,,0,1,0,1,0,1,0,3,0
304,2000,45,White,Male,1,12,Not Str Democrat,,,,,,,,,1,0
305,2000,71,White,Female,1,16,Not Str Republican,,0,1,0,1,1,1,1,5,0
306,2000,65,White,Male,1,16,"Ind,Near Rep",,0,0,0,1,0,0,0,4,0
307,2000,40,White,Female,1,12,Not Str Democrat,,1,1,1,1,1,1,1,1,0
308,2000,59,White,Male,1,18,Other Party,,,,,,,,,,0
309,2000,38,White,Female,1,16,Not Str Republican,,0,0,0,1,0,1,0,5,0
310,2000,73,White,Female,1,18,"Ind,Near Dem",,1,1,1,1,1,1,1,2,0
311,2000,31,White,Female,1,18,Not Str Republican,,,,,,,,,5,0
312,2000,44,White,Female,1,16,"Ind,Near Rep",,0,1,0,1,0,1,0,4,0
313,2000,34,White,Female,1,16,"Ind,Near Dem",,,,,,,,,2,0
314,2000,26,White,Female,1,16,"Ind,Near Dem",,0,0,0,1,0,1,0,2,0
315,2000,38,Black,Male,1,13,Not Str Democrat,,1,1,0,1,0,1,0,1,0
316,2000,29,White,Female,1,16,"Ind,Near Dem",,,,,,,,,2,0
317,2000,36,Other,Male,1,19,"Ind,Near Dem",,,,0,1,,1,,2,0
318,2000,32,White,Male,1,20,Strong Democrat,,1,1,1,1,1,1,1,0,0
319,2000,26,White,Female,1,14,"Ind,Near Dem",,,,,,,,,2,0
320,2000,47,White,Male,1,20,Independent,,,,,,,,,3,0
321,2000,37,White,Female,1,20,Not Str Democrat,,1,1,1,1,1,1,1,1,0
322,2000,29,White,Female,1,16,Strong Democrat,,1,1,1,1,1,1,1,0,0
323,2000,37,Other,Male,1,16,"Ind,Near Rep",,0,1,0,1,,1,,4,0
324,2000,35,White,Male,1,13,Strong Republican,,,,,,,,,6,0
325,2000,68,White,Male,1,17,Strong Republican,,,,,,,,,6,0
326,2000,26,White,Female,1,16,Independent,,,,,,,,,3,0
327,2000,84,White,Male,1,20,"Ind,Near Rep",,0,1,1,1,1,1,1,4,0
328,2000,23,Other,Male,1,15,Not Str Republican,,1,1,1,1,0,0,0,5,0
329,2000,22,White,Male,1,12,Strong Democrat,,,,,,,,,0,0
330,2000,42,White,Male,1,12,Strong Republican,,0,1,0,1,0,1,0,6,0
331,2000,53,White,Female,1,12,Independent,,,,,,,,,3,0
332,2000,43,White,Male,1,11,Independent,,0,1,1,1,,1,0,3,0
333,2000,49,White,Male,1,14,Not Str Democrat,,0,0,0,1,0,1,0,1,0
334,2000,74,White,Male,1,12,Not Str Democrat,,1,1,1,1,1,1,1,1,0
335,2000,47,White,Female,1,16,Strong Republican,,0,0,0,0,0,0,0,6,0
336,2000,37,White,Male,1,14,Independent,,,,,,,,,3,0
337,2000,42,White,Male,1,14,"Ind,Near Rep",,0,1,0,1,0,1,0,4,0
338,2000,18,White,Male,1,11,Not Str Democrat,,0,1,1,1,1,1,1,1,0
339,2000,22,White,Female,1,14,Independent,,,,,,,,,3,0
340,2000,51,White,Male,1,20,Other Party,,1,1,1,1,1,1,1,,0
341,2000,30,White,Male,1,12,"Ind,Near Rep",,0,,,1,0,1,0,4,0
342,2000,59,White,Male,1,14,Independent,,,,,,,,,3,0
343,2000,52,White,Male,1,12,Independent,,0,0,0,,0,,0,3,0
344,2000,58,White,Female,1,10,Independent,,1,1,1,1,1,1,1,3,0
345,2000,40,White,Male,1,14,Independent,,1,1,1,1,1,1,1,3,0
346,2000,63,White,Male,1,14,Strong Republican,,1,1,1,1,0,1,0,6,0
347,2000,56,White,Female,1,12,"Ind,Near Rep",,1,1,1,1,1,1,1,4,0
348,2000,25,White,Male,1,16,"Ind,Near Rep",,,,,,,,,4,0
349,2000,28,Black,Female,3,12,Not Str Democrat,,0,0,0,0,0,,0,1,1
350,2000,67,White,Female,1,13,Strong Republican,,,,,,,,,6,0
351,2000,37,White,Female,1,12,"Ind,Near Rep",,,,,,,,,4,0
352,2000,72,Other,Male,1,12,"Ind,Near Dem",,,1,1,1,0,1,,2,0
353,2000,54,White,Female,1,12,"Ind,Near Rep",,,,,,,,,4,0
354,2000,19,White,Male,1,11,Independent,,0,1,0,1,0,1,0,3,0
355,2000,44,Other,Female,2,13,Not Str Democrat,,,,,,,,,1,1
356,2000,42,White,Male,1,16,Not Str Republican,,,,,,,,,5,0
357,2000,19,White,Male,1,13,Independent,,0,1,0,1,0,1,0,3,0
358,2000,43,White,Female,1,18,Not Str Republican,,1,1,1,1,1,1,1,5,0
359,2000,59,White,Female,1,14,Independent,,0,1,0,1,0,1,0,3,0
360,2000,52,White,Female,35,7,Independent,,,,,,,,,3,1
361,2000,40,White,Male,1,10,"Ind,Near Dem",,1,1,1,1,1,1,1,2,0
362,2000,51,White,Female,1,16,Not Str Democrat,,,,,,,,,1,0
363,2000,50,White,Male,1,15,Not Str Democrat,,1,1,1,1,1,1,1,1,0
364,2000,45,White,Male,1,16,"Ind,Near Rep",,,1,,1,,,,4,0
365,2000,36,White,Female,1,16,Strong Democrat,,1,1,1,1,1,1,1,0,0
366,2000,45,White,Male,1,16,Independent,,,,,,,,,3,0
367,2000,71,White,Male,1,16,Not Str Democrat,,1,1,1,1,1,1,1,1,0
368,2000,58,Black,Male,1,14,Not Str Democrat,,0,1,0,1,0,1,0,1,0
369,2000,31,White,Female,2,15,Not Str Republican,,0,1,0,1,0,0,0,5,1
370,2000,25,White,Female,1,12,Independent,,,,,,,,,3,0
371,2000,34,Other,Female,5,16,Not Str Democrat,,,,,,,,,1,1
372,2000,48,White,Male,1,16,Independent,,,,,,,,,3,0
373,2000,26,White,Male,1,16,"Ind,Near Dem",,,,,,,,,2,0
374,2000,35,White,Male,1,20,Other Party,,1,1,1,1,1,1,1,,0
375,2000,42,White,Male,1,16,Strong Democrat,,,,,,,,,0,0
376,2000,52,Black,Male,1,13,Independent,,0,1,0,1,0,1,0,3,0
377,2000,27,White,Female,1,16,Other Party,,1,1,1,1,1,1,1,,0
378,2000,44,White,Male,5,13,Strong Democrat,,1,1,1,1,1,1,1,0,1
379,2000,38,Black,Female,1,14,Strong Democrat,,,,,,,,,0,0
380,2000,75,Other,Male,1,16,"Ind,Near Dem",,,,,,,,,2,0
381,2000,42,Other,Female,1,16,"Ind,Near Rep",,0,1,0,1,0,0,1,4,0
382,2000,89,White,Female,1,12,Not Str Republican,,,,,,,,,5,0
383,2000,52,White,Female,1,15,Not Str Republican,,1,1,1,1,1,1,1,5,0
384,2000,74,White,Male,1,12,Not Str Democrat,,0,1,1,1,1,1,0,1,0
385,2000,61,White,Male,1,16,Strong Republican,,1,1,1,1,1,1,1,6,0
386,2000,76,White,Female,1,12,Strong Republican,,1,1,1,1,1,1,1,6,0
387,2000,50,Other,Female,1,15,Not Str Democrat,,,,,,,,,1,0
388,2000,44,White,Male,1,14,Not Str Democrat,,0,1,0,1,0,1,0,1,0
389,2000,38,White,Female,1,17,Independent,,1,1,1,1,0,,0,3,0
390,2000,53,Other,Female,1,14,Not Str Republican,,1,1,1,1,0,1,0,5,0
391,2000,71,White,Female,1,3,Not Str Democrat,,1,1,1,1,1,1,1,1,0
392,2000,73,White,Female,1,14,Independent,,0,,0,1,0,,0,3,0
393,2000,43,White,Female,1,12,Independent,,1,1,1,1,1,1,1,3,0
394,2000,36,White,Male,1,20,"Ind,Near Rep",,1,1,1,1,1,1,1,4,0
395,2000,40,White,Female,1,18,Strong Democrat,,,,,,,,,0,0
396,2000,42,White,Female,1,12,Not Str Republican,,,,,,,,,5,0
397,2000,68,White,Female,1,12,Not Str Republican,,1,1,1,1,1,1,1,5,0
398,2000,45,White,Female,1,13,Strong Democrat,,0,1,0,1,0,1,0,0,0
399,2000,34,White,Female,1,12,Independent,,1,1,1,1,1,1,1,3,0
400,2000,26,White,Female,2,16,Not Str Democrat,,,,,,,,,1,1
401,2000,49,White,Female,1,17,Independent,,,,,,,,,3,0
402,2000,59,White,Female,1,18,Independent,,1,1,1,1,1,1,1,3,0
403,2000,45,White,Male,1,14,Not Str Democrat,,1,1,1,1,1,1,1,1,0
404,2000,77,White,Male,1,3,Independent,,1,1,1,1,1,1,1,3,0
405,2000,56,Black,Male,1,11,Not Str Democrat,,0,1,0,1,0,1,0,1,0
406,2000,48,Black,Male,1,12,"Ind,Near Dem",,0,0,0,0,0,0,0,2,0
407,2000,57,White,Male,1,12,Independent,,,,,,,,,3,0
408,2000,37,Other,Male,1,19,Not Str Republican,,0,1,1,1,0,1,0,5,0
409,2000,35,Other,Female,2,12,Not Str Democrat,,1,1,1,1,1,1,1,1,1
410,2000,42,Other,Female,2,19,Not Str Republican,,,1,0,1,0,,0,5,1
411,2000,46,White,Female,1,12,Strong Republican,,,,,,,,,6,0
412,2000,53,White,Male,1,12,Not Str Democrat,,1,1,1,1,1,1,1,1,0
413,2000,28,White,Male,1,13,Strong Republican,,0,1,0,1,0,0,0,6,0
414,2000,54,White,Female,1,17,Not Str Democrat,,1,1,1,1,1,1,1,1,0
415,2000,38,White,Female,35,17,"Ind,Near Dem",,,,,,,,,2,1
416,2000,32,White,Female,2,14,Not Str Democrat,,1,1,1,1,1,1,1,1,1
417,2000,53,White,Female,1,16,Not Str Republican,,1,1,1,1,1,1,1,5,0
418,2000,20,White,Female,1,13,"Ind,Near Dem",,0,1,0,1,0,1,0,2,0
419,2000,40,White,Female,1,14,Strong Republican,,1,1,1,1,1,1,1,6,0
420,2000,46,White,Female,1,16,Not Str Democrat,,1,1,1,1,1,1,1,1,0
421,2000,41,White,Male,1,16,"Ind,Near Rep",,,,,,,,,4,0
422,2000,29,White,Female,1,15,Not Str Republican,,0,1,0,1,0,1,0,5,0
423,2000,53,White,Female,1,14,Not Str Democrat,,1,1,1,1,1,1,1,1,0
424,2000,73,White,Male,1,18,Independent,,,,,,,,,3,0
425,2000,58,White,Female,1,14,Strong Democrat,,,,,,,,,0,0
426,2000,58,White,Female,1,15,Not Str Democrat,,0,1,1,1,1,1,1,1,0
427,2000,52,White,Female,1,13,Not Str Republican,,1,1,1,1,1,1,1,5,0
428,2000,35,White,Male,2,12,"Ind,Near Dem",,,,,,,,,2,1
429,2000,37,Black,Male,1,16,Strong Democrat,,1,1,1,1,1,1,1,0,0
430,2000,41,Other,Male,2,6,Not Str Democrat,,0,0,0,1,0,0,0,1,1
431,2000,38,White,Female,1,15,Strong Democrat,,,,,,,,,0,0
432,2000,34,White,Female,50,17,Independent,,0,0,0,0,0,0,0,3,1
433,2000,39,Other,Male,1,16,Not Str Democrat,,0,1,0,1,0,1,0,1,0
434,2000,56,White,Male,1,14,Not Str Republican,,1,1,1,1,1,1,1,5,0
435,2000,52,White,Female,1,13,Independent,,0,0,0,0,0,0,0,3,0
436,2000,36,White,Female,2,15,"Ind,Near Rep",,,,,,,,,4,1
437,2000,20,Other,Male,1,14,Independent,,1,1,1,1,1,1,1,3,0
438,2000,28,White,Male,2,14,Strong Republican,,0,1,0,1,0,1,0,6,1
439,2000,38,Other,Female,1,12,Strong Democrat,,1,1,1,1,1,1,1,0,0
440,2000,79,White,Female,1,10,Not Str Democrat,,1,1,,1,1,1,1,1,0
441,2000,84,White,Female,1,11,Strong Democrat,,,,,,,,,0,0
442,2000,61,White,Male,1,16,Not Str Republican,,0,1,1,1,0,1,0,5,0
443,2000,47,White,Female,1,12,"Ind,Near Dem",,1,1,1,1,1,1,1,2,0
444,2000,20,White,Female,50,14,Independent,,0,1,0,1,1,1,1,3,1
445,2000,38,Black,Male,1,14,Not Str Democrat,,0,1,0,1,0,0,0,1,0
446,2000,38,White,Male,1,16,Strong Democrat,,,,,,,,,0,0
447,2000,70,White,Female,1,17,Strong Republican,,,,,,,,,6,0
448,2000,54,White,Female,1,13,Not Str Republican,,0,1,,1,0,0,0,5,0
449,2000,32,White,Female,1,11,Strong Democrat,,1,1,1,1,1,1,1,0,0
450,2000,31,White,Female,2,6,Independent,,1,0,0,1,0,0,0,3,1
451,2000,26,Black,Male,3,14,Strong Democrat,,,,,,,,,0,1
452,2000,84,White,Female,2,6,Strong Democrat,,1,1,0,1,,0,1,0,1
453,2000,42,Other,Female,2,12,Strong Republican,,1,1,1,1,1,1,1,6,1
454,2000,41,Black,Female,1,12,Not Str Republican,,1,1,0,1,1,0,0,5,0
455,2000,32,White,Female,1,13,Independent,,1,1,1,1,1,1,1,3,0
456,2000,25,White,Female,1,14,Strong Republican,,0,0,0,1,0,1,0,6,0
457,2000,51,White,Male,1,11,Independent,,,,,,,,,3,0
458,2000,30,White,Male,1,12,Independent,,,,,,,,,3,0
459,2000,34,White,Female,2,12,Independent,,1,1,1,1,1,1,1,3,1
460,2000,52,White,Male,3,16,Not Str Republican,,,,,,,,,5,1
461,2000,52,White,Female,1,12,Independent,,,,,,,,,3,0
462,2000,79,White,Female,1,14,Strong Republican,,1,1,1,1,1,1,1,6,0
463,2000,26,Other,Female,5,13,Not Str Democrat,,,,,,,,,1,1
464,2000,32,Black,Female,1,13,Strong Democrat,,1,1,1,1,1,1,1,0,0
465,2000,37,White,Male,1,12,Not Str Republican,,1,1,0,0,0,0,0,5,0
466,2000,23,Other,Female,2,12,"Ind,Near Dem",,1,1,1,1,1,1,1,2,1
467,2000,32,Other,Male,2,10,Independent,,0,1,0,1,1,1,0,3,1
468,2000,21,Other,Female,2,12,Not Str Democrat,,0,1,0,1,0,1,0,1,1
469,2000,24,Other,Female,2,9,"Ind,Near Dem",,0,1,0,0,0,0,0,2,1
470,2000,28,Black,Female,1,16,Strong Democrat,,,,,,,,,0,0
471,2000,35,Other,Male,2,12,Strong Democrat,,,,,,,,,0,1
472,2000,48,Black,Male,1,20,Strong Democrat,,0,1,0,1,0,1,0,0,0
473,2000,30,White,Male,1,12,Independent,,0,0,0,0,0,0,0,3,0
474,2000,57,White,Female,1,12,Other Party,,1,1,1,1,1,1,1,,0
475,2000,46,Black,Male,1,12,Not Str Democrat,,0,1,0,1,0,1,0,1,0
476,2000,49,Black,Female,1,17,Not Str Democrat,,,,,,,,,1,0
477,2000,20,Other,Male,2,12,Not Str Republican,,0,0,0,1,1,1,0,5,1
478,2000,74,White,Female,1,13,Strong Republican,,,,,,,,,6,0
479,2000,53,White,Male,1,11,Not Str Republican,,1,1,1,1,1,1,1,5,0
480,2000,66,Other,Male,1,16,Strong Republican,,,,,,,,,6,0
481,2000,27,White,Female,1,16,Strong Republican,,0,0,0,1,0,1,0,6,0
482,2000,25,White,Female,1,15,Strong Republican,,0,0,0,1,0,0,0,6,0
483,2000,54,White,Female,1,13,Not Str Democrat,,,,,,,,,1,0
484,2000,19,White,Female,1,12,Not Str Democrat,,1,1,0,1,1,1,1,1,0
485,2000,51,Black,Male,1,16,Not Str Democrat,,0,,0,1,0,0,0,1,0
486,2000,31,Other,Male,30,12,Strong Democrat,,0,1,0,1,1,0,1,0,1
487,2000,31,White,Female,3,10,Not Str Democrat,,,1,0,1,0,1,0,1,1
488,2000,36,Black,Male,1,12,Strong Democrat,,,,,,,,,0,0
489,2000,60,White,Female,3,12,Independent,,,,,,,,,3,1
490,2000,35,Black,Female,15,14,Strong Democrat,,,,,,,,,0,1
491,2000,55,White,Female,1,18,Strong Democrat,,1,1,1,1,1,1,1,0,0
492,2000,51,White,Female,1,20,Strong Democrat,,,,,,,,,0,0
493,2000,25,White,Female,1,18,Independent,,0,1,,1,,1,0,3,0
494,2000,49,White,Female,1,16,Not Str Republican,,1,1,1,1,1,1,1,5,0
495,2000,38,White,Male,1,8,Not Str Democrat,,1,1,1,1,1,1,1,1,0
496,2000,53,White,Male,1,16,Strong Democrat,,,,,,,,,0,0
497,2000,52,White,Female,1,18,Not Str Democrat,,,,,,,,,1,0
498,2000,60,Black,Male,1,13,"Ind,Near Dem",,1,1,1,1,1,1,1,2,0
499,2000,28,Black,Male,1,6,Independent,,,,,,,,,3,0
500,2000,44,Black,Female,7,12,"Ind,Near Rep",,0,1,0,1,0,1,0,4,1
501,2000,42,Black,Female,1,12,Other Party,,0,0,0,0,0,0,0,,0
502,2000,42,Other,Male,1,17,"Ind,Near Dem",,,,,,,,,2,0
503,2000,20,Black,Male,1,11,Not Str Democrat,,0,1,0,1,0,1,0,1,0
504,2000,66,White,Female,3,9,Not Str Democrat,,,,,,,,,1,1
505,2000,42,Black,Female,1,9,"Ind,Near Dem",,1,1,0,1,0,0,0,2,0
506,2000,72,White,Male,1,16,"Ind,Near Rep",,0,0,0,0,0,0,0,4,0
507,2000,43,White,Female,3,13,Independent,,0,1,0,1,0,1,0,3,1
508,2000,54,White,Male,1,18,Strong Republican,,1,1,1,1,1,1,1,6,0
509,2000,57,White,Female,1,18,Strong Democrat,,1,1,1,1,1,1,1,0,0
510,2000,56,Black,Female,1,12,Strong Democrat,,0,1,0,1,0,1,0,0,0
511,2000,34,Black,Male,1,12,Strong Democrat,,0,1,0,1,0,0,0,0,0
512,2000,31,Black,Female,1,12,Strong Democrat,,0,1,0,0,0,1,0,0,0
513,2000,25,Other,Female,15,12,Independent,,,,,,,,,3,1
514,2000,30,Black,Female,1,9,Independent,,0,0,0,0,0,1,0,3,0
515,2000,24,Black,Male,1,10,Not Str Democrat,,,,,,,,,1,0
516,2000,35,Black,Female,1,14,Not Str Democrat,,1,0,0,1,1,1,0,1,0
517,2000,32,Black,Male,1,10,Not Str Democrat,,,,,,,,,1,0
518,2000,38,Other,Female,3,14,Not Str Democrat,,,,,,,,,1,1
519,2000,46,White,Female,1,9,Not Str Democrat,,1,1,1,1,1,1,0,1,0
520,2000,59,White,Male,3,12,Strong Democrat,,0,1,0,1,1,1,1,0,1
521,2000,26,White,Female,10,12,Not Str Democrat,,1,1,1,1,1,1,1,1,1
522,2000,29,White,Female,3,12,Independent,,0,1,1,1,1,1,1,3,1
523,2000,25,White,Male,1,12,Not Str Democrat,,0,0,0,0,0,0,0,1,0
524,2000,59,White,Female,1,8,Independent,,,,,,,,,3,0
525,2000,29,White,Female,45,12,Independent,,,,,,,,,3,1
526,2000,25,White,Female,21,11,Independent,,,,,,,,,3,1
527,2000,68,White,Male,1,12,Not Str Democrat,,1,1,1,1,1,1,1,1,0
528,2000,78,White,Male,1,5,Strong Democrat,,0,1,0,1,0,1,0,0,0
529,2000,32,Other,Male,1,18,Not Str Democrat,,1,1,1,1,1,1,1,1,0
530,2000,54,White,Female,1,13,Not Str Democrat,,1,1,1,1,1,1,1,1,0
531,2000,40,White,Female,1,16,Strong Democrat,,,,,,,,,0,0
532,2000,41,White,Male,1,12,Not Str Democrat,,0,0,0,1,0,1,0,1,0
533,2000,37,Other,Female,1,8,Independent,,,,,,,,,3,0
534,2000,31,White,Female,2,12,Independent,,,,,,,,,3,1
535,2000,36,Other,Female,15,11,Independent,,,,,,,,,3,1
536,2000,55,White,Male,1,16,Independent,,0,1,0,1,0,1,0,3,0
537,2000,31,Other,Female,1,20,"Ind,Near Rep",,1,1,1,1,1,1,1,4,0
538,2000,58,White,Male,46,12,Not Str Republican,,0,1,0,1,0,1,0,5,1
539,2000,38,White,Female,1,16,Not Str Democrat,,1,1,1,1,1,1,1,1,0
540,2000,36,White,Female,1,12,Independent,,,,,,,,,3,0
541,2000,53,White,Female,1,14,Not Str Democrat,,0,0,0,1,0,1,1,1,0
542,2000,25,White,Female,1,14,Not Str Democrat,,1,1,1,1,1,1,1,1,0
543,2000,29,White,Female,46,10,Independent,,,,,,,,,3,1
544,2000,52,White,Male,45,16,Not Str Republican,,0,0,0,0,0,0,0,5,1
545,2000,45,White,Female,1,14,Not Str Democrat,,0,1,0,0,0,1,0,1,0
546,2000,64,White,Female,1,19,Not Str Democrat,,0,,0,,0,1,0,1,0
547,2000,42,White,Male,22,16,Strong Republican,,,,,,,,,6,1
548,2000,62,Black,Female,1,12,Strong Democrat,,,1,,1,1,1,0,0,0
549,2000,44,White,Female,15,12,Independent,,1,1,1,1,1,1,1,3,1
550,2000,32,Black,Female,1,11,Not Str Democrat,,0,1,1,1,1,1,,1,0
551,2000,21,Black,Female,1,13,Not Str Democrat,,,,,,,,,1,0
552,2000,62,Other,Female,3,8,Not Str Democrat,,,,,,,,,1,1
553,2000,48,Black,Female,1,15,Not Str Democrat,,0,1,0,1,1,1,0,1,0
554,2000,41,White,Female,15,12,Not Str Democrat,,,,,,,,,1,1
555,2000,31,Black,Female,1,12,Not Str Democrat,,1,1,1,1,1,1,1,1,0
556,2000,37,Black,Female,1,14,Independent,,0,0,0,0,0,0,0,3,0
557,2000,40,White,Female,3,14,Not Str Democrat,,1,1,1,1,1,1,1,1,1
558,2000,32,Black,Female,1,10,Independent,,1,1,1,1,1,1,1,3,0
559,2000,27,Black,Female,1,14,Independent,,,,,,,,,3,0
560,2000,19,White,Female,1,12,Independent,,,,,,,,,3,0
561,2000,48,White,Female,1,18,"Ind,Near Dem",,0,1,1,1,1,1,1,2,0
562,2000,39,White,Male,1,16,Not Str Republican,,,,,,,,,5,0
563,2000,21,White,Male,1,13,Independent,,,,,,,,,3,0
564,2000,70,White,Female,1,14,Independent,,1,1,1,1,1,1,1,3,0
565,2000,48,White,Female,1,12,Strong Republican,,0,1,0,0,0,1,1,6,0
566,2000,44,White,Female,1,14,Strong Republican,,,,,,,,,6,0
567,2000,63,White,Female,1,17,"Ind,Near Rep",,1,1,1,1,1,1,1,4,0
568,2000,43,White,Male,1,19,Other Party,,,,,,,,,,0
569,2000,36,Other,Female,22,14,Not Str Democrat,,,,,,,,,1,1
570,2000,29,Black,Male,1,16,Not Str Democrat,,1,1,1,1,1,1,1,1,0
571,2000,51,Other,Female,41,8,Not Str Democrat,,,1,1,1,1,1,,1,1
572,2000,40,Other,Male,5,8,Independent,,0,1,0,1,0,1,0,3,1
573,2000,62,Other,Male,21,18,Not Str Democrat,,0,1,0,,0,1,0,1,1
574,2000,33,Other,Female,3,13,Not Str Democrat,,0,1,0,1,1,1,0,1,1
575,2000,82,White,Male,4,6,Not Str Republican,,1,1,1,1,1,1,1,5,1
576,2000,59,Other,Female,3,9,Strong Democrat,,0,,0,1,0,0,0,0,1
577,2000,49,White,Female,1,13,Not Str Democrat,,,,,,,,,1,0
578,2000,41,Other,Female,1,14,Strong Democrat,,,,,,,,,0,0
579,2000,35,Black,Female,1,12,"Ind,Near Rep",,,,,,,,,4,0
580,2000,25,Black,Female,1,12,Independent,,1,0,1,0,0,0,0,3,0
581,2000,19,Black,Male,1,12,Independent,,0,1,0,1,0,1,0,3,0
582,2000,63,Black,Male,1,4,Strong Democrat,,0,1,1,1,0,1,0,0,0
583,2000,37,Other,Male,1,14,Not Str Democrat,,1,1,1,1,1,1,1,1,0
584,2000,47,Other,Female,3,10,Independent,,0,0,0,0,0,1,0,3,1
585,2000,19,Other,Female,1,13,Strong Democrat,,,,,,,,,0,0
586,2000,29,White,Male,1,16,"Ind,Near Rep",,0,0,0,1,0,0,0,4,0
587,2000,43,Other,Female,1,14,"Ind,Near Rep",,,,,,,,,4,0
588,2000,25,Other,Male,1,16,Independent,,,,,,,,,3,0
589,2000,35,White,Male,1,16,Strong Republican,,,,,,,,,6,0
590,2000,53,White,Female,1,12,Independent,,0,0,0,,0,0,0,3,0
591,2000,49,White,Female,1,12,Not Str Democrat,,1,1,1,1,,1,0,1,0
592,2000,45,White,Male,1,14,Other Party,,0,1,0,1,0,0,0,,0
593,2000,52,White,Female,1,13,Strong Democrat,,1,1,1,1,0,1,1,0,0
594,2000,36,White,Female,1,14,"Ind,Near Rep",,,,,,,,,4,0
595,2000,36,White,Male,1,12,Not Str Republican,,0,1,0,1,0,1,0,5,0
596,2000,41,White,Male,1,12,Independent,,1,1,1,1,1,1,1,3,0
597,2000,33,White,Female,1,12,Independent,,0,1,0,1,0,,0,3,0
598,2000,62,White,Female,1,14,"Ind,Near Rep",,0,1,0,1,0,1,0,4,0
599,2000,34,White,Female,1,12,Independent,,,,,,,,,3,0
600,2000,48,White,Female,1,14,"Ind,Near Rep",,,,,,,,,4,0
601,2000,38,White,Female,1,13,Independent,,,,,,,,,3,0
602,2000,54,White,Male,1,8,Other Party,,0,1,0,1,0,0,0,,0
603,2000,32,White,Female,1,12,Not Str Democrat,,,,,,,,,1,0
604,2000,38,Black,Male,1,11,Strong Democrat,,1,1,1,1,1,1,1,0,0
605,2000,39,Other,Female,3,14,Not Str Democrat,,0,0,0,0,0,0,0,1,1
606,2000,19,Black,Female,15,11,Strong Democrat,,0,0,0,1,1,,0,0,1
607,2000,27,Other,Male,30,14,Independent,,0,0,0,0,0,0,0,3,1
608,2000,23,White,Female,1,17,Independent,,,,,,,,,3,0
609,2000,22,Other,Male,3,14,Independent,,0,0,0,0,0,1,0,3,1
610,2000,40,White,Female,1,12,Strong Republican,,0,1,0,1,0,,0,6,0
611,2000,33,White,Male,1,13,Not Str Republican,,1,1,1,1,1,1,1,5,0
612,2000,24,White,Male,1,16,Not Str Republican,,0,1,0,0,0,0,0,5,0
613,2000,41,White,Male,1,16,Not Str Republican,,,,,,,,,5,0
614,2000,51,White,Male,1,12,Not Str Republican,,,,,,,,,5,0
