wages,education,age,sex,language
14.6,11.0,54,Female,English
10.0,11.0,64,Female,English
,12.0,42,Female,English
7.11,14.6,21,Female,English
,16.0,70,Female,English
12.8,13.0,41,Male,English
,18.0,26,Female,English
,16.0,36,Female,Other
6.99,13.0,48,Female,English
,17.0,67,Female,English
,10.0,26,Female,English
13.04,18.0,36,Female,English
8.57,13.0,18,Female,English
6.43,,30,Male,English
18.21,16.0,57,Female,English
14.33,11.0,39,Female,English
6.47,15.5,22,Female,French
,20.0,43,Male,English
11.5,13.0,24,Male,Other
17.35,11.5,32,Female,English
,10.0,80,Male,English
14.85,8.0,55,Female,English
,12.0,47,Female,English
22.56,17.0,32,Male,English
6.84,14.0,19,Female,English
9.43,14.0,58,Male,English
14.44,17.2,38,Female,English
15.33,13.6,25,Male,English
,8.0,69,Female,
,11.5,83,Female,English
,14.0,83,Male,English
,10.0,17,Male,English
,15.0,79,Female,English
,12.0,53,Female,English
12.64,10.0,34,Female,Other
12.8,20.0,45,Male,English
12.48,11.0,39,Female,English
10.81,14.0,20,Male,English
,12.0,35,Male,French
30.72,15.0,42,Male,English
,8.0,78,Male,Other
17.5,11.0,16,Male,English
10.0,12.0,49,Female,English
,2.0,16,Male,English
,10.0,48,Female,English
21.39,20.0,35,Female,English
,10.0,16,Male,English
20.4,20.0,25,Male,Other
15.5,14.0,26,Male,English
19.68,16.0,42,Male,Other
12.1,10.0,32,Male,English
15.0,13.5,39,Female,English
8.0,12.0,24,Male,English
,10.0,68,Female,English
10.46,17.0,31,Male,Other
,15.0,68,Female,Other
,8.0,76,Female,French
,10.0,67,Male,English
,15.0,47,Male,English
,10.0,16,Female,English
26.18,20.0,48,Female,English
,15.0,26,Male,English
11.76,17.6,32,Female,English
,10.0,16,Male,English
,11.0,52,Female,English
,8.0,61,Male,French
,14.0,65,Female,Other
18.99,13.0,62,Male,Other
,11.0,45,Female,Other
,12.0,41,Female,English
8.0,15.0,38,Female,English
7.0,12.0,18,Female,English
,9.0,66,Female,English
,9.0,55,Female,English
23.33,12.0,39,Female,French
12.0,14.0,45,Male,English
24.44,13.0,37,Male,English
,8.0,73,Male,Other
,12.0,28,Female,English
28.8,14.0,53,Male,English
7.0,3.0,17,Female,English
,13.0,34,Female,English
,17.0,33,Male,English
8.0,6.0,25,Male,Other
,15.0,52,Male,English
22.4,,61,Male,English
23.87,12.5,51,Male,English
,12.0,46,Female,English
12.8,12.1,48,Female,English
20.16,20.0,25,Male,Other
,15.2,62,Female,English
,10.0,19,Female,Other
,12.0,18,Female,English
,10.2,35,Female,English
13.31,12.0,39,Female,English
8.55,8.0,54,Male,English
26.4,12.0,48,Male,English
,9.0,79,Female,French
18.24,8.0,58,Male,Other
6.25,11.0,17,Female,English
31.0,16.0,43,Female,English
9.0,16.5,25,Male,English
,11.0,66,Female,English
,12.5,48,Female,English
,16.0,29,Female,English
17.4,13.6,49,Female,Other
,16.0,37,Female,English
9.6,10.0,25,Male,Other
6.76,11.0,55,Female,Other
32.64,15.0,38,Female,English
24.32,20.0,35,Male,English
38.4,10.5,39,Male,English
,14.0,39,Female,Other
40.32,18.0,49,Male,English
7.5,14.6,23,Male,English
4.95,14.0,31,Male,English
,19.0,29,Female,English
,9.0,58,Male,
19.76,14.0,32,Female,English
8.0,10.0,28,Female,English
6.85,10.0,42,Female,English
18.25,20.0,34,Female,English
38.4,17.0,36,Male,English
32.64,17.0,30,Male,English
19.2,16.0,45,Female,Other
,,60,Male,English
15.73,18.0,39,Male,French
,8.0,64,Male,English
,20.0,43,Male,English
,11.0,16,Female,English
,11.0,16,Male,Other
,8.0,48,Male,English
,10.0,33,Female,English
9.01,13.0,46,Male,English
,11.0,65,Male,English
,14.0,23,Female,English
,13.0,27,Male,English
,15.0,78,Female,English
,11.0,32,Female,French
17.0,10.0,41,Male,English
12.59,10.0,50,Male,
24.48,18.0,53,Male,English
,10.0,76,Female,English
,11.5,54,Male,Other
,8.0,56,Male,English
8.0,13.5,37,Female,Other
28.8,14.5,51,Male,Other
,9.5,48,Male,English
,12.0,46,Female,French
23.91,12.0,26,Male,English
21.6,10.0,42,Male,English
,11.0,75,Female,English
,12.0,70,Male,Other
,9.0,43,Female,English
,12.0,48,Female,English
17.16,15.0,41,Male,English
,16.6,29,Female,English
,9.0,54,Male,English
,12.0,17,Female,English
11.25,16.3,30,Male,English
6.75,15.0,45,Female,English
7.5,,30,Male,Other
13.67,12.0,30,Male,English
19.08,16.0,33,Male,Other
16.9,12.1,43,Male,English
,12.0,37,Male,English
20.21,15.0,33,Male,Other
9.95,12.0,55,Female,English
7.0,17.6,25,Female,English
,8.0,74,Female,English
27.56,14.0,40,Female,English
,20.0,30,Male,French
,11.0,60,Female,English
,17.0,29,Female,English
,,76,Male,English
8.75,,27,Male,
15.84,14.0,32,Female,Other
,15.3,24,Female,English
,6.0,59,Male,French
20.68,12.5,38,Female,English
19.7,12.0,23,Female,Other
,10.0,32,Male,English
,10.0,46,Female,English
,7.0,60,Male,English
10.09,12.1,35,Female,English
8.63,17.0,24,Male,
17.52,12.5,40,Male,English
17.22,15.0,28,Male,English
13.5,10.2,30,Male,Other
14.15,11.5,53,Female,English
,12.0,40,Male,English
18.0,15.0,41,Female,English
,12.5,71,Female,English
25.95,11.0,55,Male,English
,8.0,64,Female,Other
,9.0,73,Female,English
,14.0,58,Female,English
13.0,12.0,26,Male,English
24.0,17.0,38,Female,English
,8.0,65,Male,English
6.0,11.0,16,Female,English
32.4,16.0,31,Male,English
7.0,11.5,66,Female,English
,8.0,52,Male,Other
17.0,11.0,33,Male,English
,15.0,59,Female,English
18.46,12.0,50,Male,English
10.63,12.0,31,Female,English
,12.0,91,Female,English
18.24,8.0,51,Male,French
,6.0,66,Female,English
,13.5,42,Male,English
7.79,13.1,18,Female,English
,18.2,47,Female,English
,12.0,39,Female,English
35.96,20.0,48,Male,English
16.67,8.0,51,Male,Other
,9.0,66,Male,French
,8.0,75,Male,Other
16.26,14.4,32,Female,English
,8.0,69,Male,Other
,5.0,61,Female,Other
10.0,14.0,29,Female,English
,9.0,17,Female,English
,3.0,55,Female,Other
,12.0,30,Female,English
11.06,10.0,29,Male,English
,14.5,51,Male,English
15.0,6.0,53,Male,Other
7.88,14.0,23,Female,English
,17.0,58,Male,English
,14.0,64,Male,English
,8.0,67,Male,Other
,12.0,78,Male,English
49.44,20.0,55,Male,English
7.0,16.3,31,Female,English
,9.5,26,Female,English
17.28,12.0,61,Male,English
,10.0,16,Female,English
27.44,16.0,33,Male,English
10.28,13.5,29,Female,English
11.0,11.0,38,Male,English
9.12,12.0,57,Female,English
,10.0,70,Male,English
14.93,15.6,22,Male,English
4.72,11.0,18,Male,English
,11.0,46,Male,English
12.5,10.0,35,Male,English
,11.0,73,Male,English
10.26,10.0,57,Female,French
,12.0,30,Male,English
17.6,13.2,41,Female,English
16.0,10.8,26,Male,English
,,88,Male,English
35.84,20.0,49,Female,Other
8.51,10.0,59,Female,English
,15.0,36,Male,French
,10.0,62,Female,English
19.2,11.5,57,Male,Other
16.0,14.0,49,Male,English
,12.0,35,Male,Other
,11.0,51,Male,English
,17.0,72,Male,English
,8.0,88,Female,English
15.75,15.0,31,Male,English
37.6,16.0,43,Female,French
,10.0,44,Female,English
,11.0,33,Female,English
,11.0,19,Female,English
22.0,12.5,46,Male,English
,20.0,81,Male,English
,11.0,79,Male,English
,9.0,20,Female,Other
10.24,12.0,51,Female,English
,9.0,50,Male,English
,15.0,28,Female,English
8.32,13.0,42,Male,English
26.58,13.0,35,Male,English
,14.0,43,Male,Other
12.84,9.5,20,Female,English
,17.0,73,Male,English
10.61,12.0,39,Female,English
15.66,17.0,45,Female,
18.0,11.0,47,Male,English
18.56,18.0,53,Female,English
,8.0,83,Female,English
12.8,11.0,64,Female,English
,14.0,34,Female,English
13.44,12.0,24,Male,English
,12.5,49,Female,Other
,9.0,73,Male,English
,10.0,62,Female,English
6.95,12.5,32,Male,English
,13.0,19,Female,English
7.18,13.2,24,Male,English
,8.0,72,Female,Other
,16.0,69,Female,French
,9.0,64,Male,English
,12.5,65,Male,English
,13.5,28,Female,English
,11.0,71,Female,English
30.24,19.0,40,Female,English
18.0,20.0,42,Male,Other
3.24,14.0,23,Male,English
13.71,11.5,33,Female,English
7.84,12.4,19,Female,English
,15.5,22,Male,English
,12.5,34,Male,English
21.6,11.0,33,Male,English
,11.0,20,Male,English
8.78,12.5,35,Male,English
18.24,12.0,31,Male,English
31.99,16.0,34,Male,French
9.0,9.0,60,Male,English
23.81,17.0,45,Male,English
,11.0,58,Female,English
12.19,12.7,24,Female,English
26.4,12.5,37,Male,English
10.97,12.5,46,Female,English
17.5,12.0,33,Male,English
,13.0,19,Male,English
,14.0,50,Female,English
31.04,14.0,47,Male,English
6.7,14.0,19,Male,Other
,12.0,29,Female,English
10.78,12.5,40,Female,English
,8.0,54,Male,English
7.68,12.0,34,Female,English
15.22,13.5,32,Male,English
,12.5,32,Male,English
44.95,17.0,46,Male,English
,8.0,36,Female,English
,10.0,17,Male,English
8.74,14.1,18,Female,English
,10.5,76,Male,English
,18.3,42,Male,English
6.51,12.0,18,Female,English
,10.0,61,Female,English
13.5,10.5,38,Male,English
,14.0,68,Female,English
,10.0,44,Male,English
20.0,14.0,37,Male,English
8.6,18.5,26,Female,English
,8.0,63,Female,English
,,54,Female,English
22.77,18.0,32,Female,
,8.5,57,Female,French
31.49,16.0,45,Male,English
,11.1,26,Female,French
20.0,14.0,36,Male,Other
,12.0,67,Female,English
18.64,10.5,43,Male,English
15.0,12.0,51,Male,English
21.6,7.5,63,Male,English
,10.0,68,Male,English
23.04,14.8,39,Female,English
26.88,19.0,47,Male,English
,13.0,19,Male,French
8.64,12.5,35,Female,English
,10.0,25,Male,English
32.31,8.0,49,Female,English
18.0,14.0,35,Female,English
,14.0,41,Male,English
,13.3,26,Male,Other
24.04,11.5,50,Male,English
6.9,16.5,28,Female,English
19.2,13.0,36,Male,English
,11.0,76,Female,English
6.35,15.5,22,Male,English
,17.0,31,Female,Other
,15.0,26,Male,English
20.67,19.0,29,Female,English
,8.0,56,Female,Other
,8.0,59,Female,French
23.62,18.0,58,Female,English
,15.0,74,Male,English
14.4,17.0,25,Male,English
,5.0,71,Male,Other
6.35,12.0,20,Male,English
36.27,13.5,28,Female,English
7.0,13.5,26,Female,English
,18.0,47,Female,Other
18.1,13.0,40,Male,Other
,8.0,55,Male,English
,13.6,23,Male,English
17.5,10.5,45,Male,English
11.94,8.0,47,Male,English
7.0,12.0,20,Female,English
3.23,12.0,30,Female,English
,10.5,78,Female,English
19.98,17.4,26,Male,Other
16.0,15.4,38,Female,English
,15.0,37,Male,English
,8.0,84,Female,Other
,15.0,38,Female,English
,10.0,49,Female,Other
,10.0,74,Female,English
,8.0,75,Female,French
23.93,16.0,45,Male,English
,1.0,69,Female,French
8.89,16.0,21,Male,English
,7.0,83,Female,English
,9.0,81,Male,English
,18.0,36,Female,English
12.35,13.0,25,Female,English
,18.0,45,Female,English
,13.5,35,Male,English
,13.0,32,Female,English
,11.5,41,Female,English
,11.0,58,Female,English
17.48,10.5,48,Male,English
16.83,16.0,46,Male,English
,12.0,45,Female,English
,,45,Female,English
,17.0,64,Male,English
,12.0,24,Female,English
,12.0,66,Male,English
31.2,,38,Male,
13.55,17.0,24,Female,English
6.21,13.0,33,Male,English
11.1,12.0,42,Female,English
9.9,14.5,46,Female,English
12.96,12.0,40,Female,English
,10.0,62,Male,English
,10.0,63,Male,English
7.3,13.0,20,Female,English
13.31,13.5,31,Male,English
,20.0,36,Male,Other
12.62,12.0,45,Female,English
,14.0,35,Female,English
,12.0,34,Female,English
35.84,20.0,47,Female,Other
17.0,12.0,27,Male,English
20.0,16.0,51,Male,English
,4.0,75,Female,Other
7.64,11.0,17,Male,English
12.17,15.0,54,Female,English
,10.5,27,Female,English
13.61,,36,Female,English
,8.0,77,Male,English
,12.4,18,Male,English
,12.0,71,Male,English
17.63,14.0,29,Female,English
,12.0,79,Male,English
,14.0,69,Male,Other
26.11,16.8,42,Female,English
14.5,16.0,31,Female,English
,12.0,65,Male,English
,12.5,55,Male,English
,11.0,66,Male,English
7.55,11.6,20,Male,English
,10.0,16,Female,English
,16.0,28,Male,Other
8.0,16.5,24,Male,English
5.8,16.3,21,Male,English
,15.0,42,Female,English
,8.0,78,Female,French
,0.0,84,Male,English
10.79,12.1,28,Female,English
13.1,9.5,55,Female,English
20.4,11.0,38,Male,English
20.87,18.0,28,Male,Other
,9.0,73,Male,English
,7.0,69,Male,Other
16.0,13.0,38,Female,English
15.53,18.5,26,Male,English
,16.0,26,Male,English
41.85,20.0,53,Male,English
,15.9,30,Female,French
9.59,16.0,32,Male,English
11.5,10.0,24,Male,Other
13.5,10.0,50,Male,English
,11.0,18,Male,English
6.7,12.0,18,Male,Other
6.21,10.0,67,Male,English
,8.5,55,Male,Other
11.86,9.0,46,Male,English
32.64,14.0,52,Male,English
16.48,13.2,53,Male,English
9.85,12.0,30,Female,English
36.57,20.0,62,Male,English
,12.0,80,Male,English
8.57,12.0,33,Male,English
,16.0,78,Female,English
10.0,14.0,53,Female,English
34.25,17.1,44,Male,English
,,44,Male,
,14.0,48,Female,English
25.6,20.0,59,Female,English
22.56,17.6,44,Female,English
19.04,13.0,36,Female,English
,8.0,63,Female,English
,10.0,71,Female,Other
,,65,Male,
21.53,12.0,45,Male,English
,12.0,68,Female,English
7.4,20.0,33,Female,English
19.2,12.0,39,Female,English
,12.3,39,Male,Other
13.45,14.0,29,Male,English
,6.0,61,Female,English
,10.0,62,Male,English
9.92,14.0,36,Female,English
7.61,11.0,41,Female,Other
24.55,,37,Female,English
13.62,12.0,43,Female,English
,5.0,57,Male,English
,10.0,40,Female,English
,10.0,74,Female,Other
9.64,12.0,52,Female,English
,,16,Female,
11.95,10.0,51,Male,English
12.73,8.0,57,Female,Other
10.95,12.0,26,Male,English
20.0,9.0,42,Male,English
,4.0,80,Male,English
,14.0,46,Male,English
,12.5,49,Female,English
19.2,9.5,38,Male,English
23.04,10.5,50,Female,English
,12.0,69,Female,French
,9.0,67,Female,English
,8.5,29,Female,English
,11.0,18,Female,Other
16.8,11.0,32,Male,English
18.92,14.0,45,Male,English
,12.0,48,Female,English
20.92,14.0,30,Male,English
,11.0,69,Female,English
,,64,Male,French
20.58,19.0,31,Female,English
12.57,15.5,30,Female,English
,12.0,19,Female,English
7.0,16.0,24,Male,English
,13.5,38,Male,Other
11.02,,23,Female,English
,8.0,63,Male,English
15.87,12.0,53,Female,Other
11.21,17.0,26,Female,English
,10.0,72,Female,English
19.18,11.5,47,Female,English
29.28,16.5,46,Female,English
6.5,12.0,42,Female,English
14.4,14.1,38,Female,English
,13.0,39,Female,English
6.7,12.0,19,Female,English
,11.0,68,Female,English
7.77,12.0,26,Female,English
23.31,16.0,50,Female,English
6.7,10.0,16,Male,English
,11.0,64,Male,English
9.33,12.0,33,Female,English
7.46,9.0,54,Male,Other
16.46,16.5,54,Female,Other
,10.0,59,Male,English
14.0,,52,Male,Other
,10.0,27,Female,French
8.54,12.0,29,Female,English
32.0,11.0,47,Male,English
18.0,12.0,50,Male,English
12.5,,27,Male,English
,9.0,62,Female,English
15.0,12.0,43,Male,English
,9.5,39,Female,English
14.77,14.0,39,Male,English
7.04,11.0,17,Female,English
14.0,8.0,52,Male,English
25.77,12.5,34,Female,English
,13.0,66,Female,French
21.88,12.0,31,Male,English
11.6,12.5,32,Female,English
,7.0,62,Female,English
20.09,12.8,36,Male,English
,8.0,63,Male,English
,13.5,75,Male,English
,14.0,75,Female,English
25.2,19.0,32,Female,Other
20.83,15.0,32,Female,English
,19.0,49,Male,English
,10.0,54,Male,Other
22.5,20.0,42,Male,English
20.64,18.0,34,Female,Other
7.25,17.0,38,Female,English
,12.5,75,Male,English
20.0,12.0,43,Male,Other
23.44,14.7,28,Male,English
,12.0,66,Female,English
17.92,17.0,54,Female,English
12.61,12.0,34,Female,English
18.75,12.5,56,Male,English
10.45,2.0,49,Female,Other
,12.0,39,Female,English
,11.0,60,Female,English
6.69,13.2,52,Female,English
38.44,14.0,20,Male,English
,8.5,68,Male,English
,11.0,75,Male,English
15.91,15.0,57,Female,Other
4.8,13.0,18,Male,English
7.2,13.7,20,Male,English
,9.0,74,Female,English
,15.0,61,Female,English
9.44,11.0,17,Male,English
36.7,16.0,32,Female,English
24.0,,58,Male,
,13.0,68,Female,English
14.85,13.0,28,Female,English
13.01,11.5,29,Male,English
28.32,20.0,47,Male,English
,3.0,57,Female,Other
22.59,15.0,29,Female,French
13.4,12.0,46,Female,Other
,10.0,52,Female,French
19.2,17.0,44,Male,
14.85,12.0,39,Male,French
,15.0,43,Female,English
7.75,17.0,23,Female,English
,15.0,26,Female,French
,11.0,36,Male,English
,8.0,59,Male,English
32.16,13.0,48,Male,English
8.0,13.0,30,Female,English
10.0,9.0,25,Male,Other
11.9,15.0,34,Male,English
33.6,13.0,41,Male,English
,14.6,25,Female,English
,16.0,80,Female,Other
9.0,16.0,21,Male,English
,10.0,67,Female,
,14.0,72,Female,English
4.84,10.0,34,Female,English
24.0,13.0,32,Male,French
16.66,15.0,47,Female,English
40.35,11.0,36,Female,English
29.14,15.0,30,Female,Other
,13.0,73,Female,English
7.99,12.0,19,Female,English
,13.5,31,Female,English
7.0,12.0,23,Male,French
17.9,9.0,42,Male,English
,13.0,68,Female,English
13.81,8.0,50,Female,English
,,43,Male,Other
,11.0,28,Female,English
,10.0,50,Male,English
,15.0,57,Female,English
,15.0,30,Female,English
8.01,9.5,20,Female,English
8.0,13.0,48,Female,English
20.57,12.5,42,Female,English
,14.0,54,Female,Other
,15.0,48,Female,English
7.0,12.0,52,Female,English
14.97,15.0,26,Female,English
,10.0,33,Male,English
11.0,,22,Female,
,,74,Female,
,10.5,38,Male,English
6.3,17.0,25,Female,English
,10.0,24,Female,English
,17.5,38,Female,French
7.0,12.5,21,Female,English
10.0,20.0,45,Male,Other
,6.0,54,Male,English
,19.0,85,Male,Other
18.0,12.0,48,Male,English
18.91,14.0,53,Male,English
9.5,12.5,22,Male,French
7.0,15.5,22,Male,English
10.08,12.0,43,Female,English
,11.0,71,Male,English
,13.0,66,Male,English
10.0,14.3,31,Female,Other
,14.0,78,Female,English
7.3,14.0,25,Female,English
17.44,12.0,30,Male,English
,13.0,37,Male,English
,10.0,16,Male,English
10.36,16.0,25,Female,English
,8.0,64,Male,English
18.53,14.0,30,Male,English
,20.0,37,Male,English
,12.5,47,Male,English
7.45,10.0,42,Male,English
,15.0,53,Male,English
,4.0,62,Female,Other
,10.0,74,Female,English
,11.0,48,Female,English
13.71,12.0,39,Female,English
14.51,14.0,26,Female,English
20.16,16.0,51,Male,French
6.67,13.6,20,Female,English
12.1,15.8,37,Female,English
6.97,13.0,38,Female,English
18.92,14.0,31,Male,English
26.36,17.3,50,Male,English
,10.0,61,Female,English
,8.0,71,Female,English
5.8,15.5,21,Female,English
9.6,14.0,30,Female,English
15.7,15.1,25,Male,English
,6.0,65,Male,French
,10.0,71,Male,English
,5.0,53,Male,Other
19.6,11.1,53,Male,English
,,40,Male,English
,8.0,66,Female,English
,18.0,26,Male,English
20.26,13.5,34,Female,English
,8.0,58,Female,English
,12.0,52,Female,English
36.67,12.0,38,Female,English
,16.0,35,Male,English
,8.0,65,Male,English
22.18,19.1,35,Female,English
9.5,17.0,25,Female,English
15.36,20.0,46,Male,English
,11.0,75,Male,Other
,,76,Female,English
,8.0,37,Female,Other
6.97,15.3,27,Female,English
,10.0,36,Female,English
10.16,12.5,36,Female,French
10.16,12.0,33,Female,Other
7.5,12.0,34,Female,English
7.0,12.1,30,Female,
,3.0,58,Male,English
28.0,18.0,69,Male,French
,13.0,70,Female,English
24.48,12.0,46,Male,English
,8.0,58,Female,Other
9.63,10.0,46,Female,Other
6.72,14.0,47,Female,Other
18.68,14.0,36,Male,French
,13.0,69,Female,French
,12.0,50,Female,Other
,13.0,43,Female,English
13.5,13.0,26,Female,French
9.37,15.5,22,Female,French
,12.9,45,Female,Other
16.0,,27,Male,
7.37,18.0,28,Male,French
11.58,14.0,28,Male,English
,11.8,19,Male,English
,9.0,70,Male,Other
7.5,10.0,24,Female,English
,15.0,44,Female,English
,8.0,81,Male,Other
,11.5,34,Male,English
10.0,15.0,36,Male,English
20.85,,45,Female,English
19.66,,34,Female,English
19.93,11.0,61,Male,Other
,14.0,75,Female,Other
,14.1,23,Female,English
6.0,12.0,66,Female,English
,15.0,39,Female,English
12.12,11.6,30,Male,English
11.52,12.0,54,Female,English
6.25,12.0,18,Male,English
,10.0,80,Female,English
,8.0,68,Male,Other
,16.0,40,Female,English
,10.0,32,Male,English
16.32,13.0,42,Male,English
20.0,15.5,56,Male,English
4.26,12.0,18,Male,English
8.26,12.5,22,Male,English
7.62,12.0,21,Male,English
,11.0,17,Male,English
,10.0,18,Male,English
9.0,12.5,35,Male,English
14.63,13.0,29,Female,English
,10.0,47,Male,Other
34.56,17.0,30,Male,English
,9.1,39,Male,English
,14.0,67,Male,English
,12.5,29,Female,English
10.63,14.0,24,Male,English
,13.6,21,Male,English
9.69,8.0,49,Female,Other
8.0,14.5,25,Male,English
,13.0,50,Female,English
,12.6,39,Female,English
,13.0,80,Female,English
,12.0,35,Female,Other
,13.0,71,Female,English
7.0,12.0,19,Male,English
,18.0,26,Male,
21.45,15.0,48,Male,English
20.0,13.5,49,Male,English
12.14,12.0,41,Female,English
33.28,18.0,48,Male,French
10.34,,40,Female,English
16.0,12.0,32,Male,English
12.0,9.0,46,Male,English
14.83,15.0,46,Male,English
,13.5,47,Female,English
,11.0,39,Female,English
,14.0,44,Female,English
,13.5,65,Female,English
,13.0,33,Male,Other
,13.0,43,Female,English
,10.0,43,Male,English
20.01,13.0,51,Male,English
20.0,20.0,29,Female,French
,9.0,76,Female,English
,8.0,56,Female,Other
,10.0,17,Male,Other
,8.0,82,Female,French
13.31,13.0,34,Female,English
,8.0,47,Female,English
13.0,10.0,58,Male,English
13.09,16.0,49,Female,English
12.36,14.0,26,Female,English
9.38,14.9,46,Female,English
18.61,12.5,49,Female,English
22.5,6.5,44,Male,Other
23.42,13.0,20,Female,English
,13.5,29,Female,English
,19.0,33,Female,Other
19.2,16.0,39,Male,English
,16.0,55,Female,English
,10.0,73,Male,English
16.2,9.0,27,Male,English
7.5,10.0,45,Female,English
,8.0,63,Male,Other
,12.0,76,Female,Other
21.42,12.5,39,Male,French
7.2,13.6,23,Male,English
20.8,12.0,43,Male,English
,12.5,39,Female,English
,11.0,20,Female,English
23.04,15.0,43,Male,English
,8.0,68,Female,Other
17.5,12.0,31,Male,English
18.64,14.0,45,Male,English
19.58,16.2,24,Male,English
14.87,15.0,43,Female,French
17.07,12.0,51,Male,French
,8.0,69,Female,Other
,20.0,66,Male,English
10.23,12.0,43,Male,French
,14.5,57,Female,Other
,7.0,71,Male,Other
,8.0,73,Male,English
30.72,12.0,30,Male,English
6.86,12.0,18,Male,English
16.14,12.0,26,Male,English
23.07,17.0,44,Female,English
,12.0,56,Male,English
14.0,15.0,43,Female,English
,12.5,42,Female,English
,9.0,16,Male,English
,12.0,37,Female,English
28.06,13.5,38,Male,English
,9.0,33,Female,English
14.15,12.0,25,Male,English
42.5,11.0,35,Female,English
6.31,14.0,19,Male,English
16.8,14.5,37,Male,English
,12.0,29,Male,English
,10.0,16,Male,English
6.82,16.0,29,Female,English
,11.1,42,Female,English
25.44,14.5,56,Male,Other
,10.5,36,Female,English
,8.0,67,Male,Other
,13.0,38,Female,English
26.11,17.0,39,Female,English
11.0,,27,Male,
,11.0,57,Female,English
5.27,17.0,22,Female,Other
,11.0,33,Female,English
,10.0,59,Female,Other
,12.0,39,Male,English
23.16,14.0,32,Female,English
14.0,10.5,26,Female,English
18.0,16.1,46,Male,Other
,13.0,69,Female,English
18.0,18.2,28,Female,English
9.04,14.0,51,Female,Other
5.77,14.3,19,Female,English
,12.0,42,Female,English
23.0,17.0,64,Female,French
26.4,19.0,30,Female,English
9.5,12.0,33,Male,Other
,12.0,19,Male,English
30.69,14.0,56,Female,English
22.33,11.3,30,Male,English
,8.0,82,Female,Other
18.46,12.0,31,Male,English
,18.0,80,Female,English
25.8,10.0,37,Male,English
19.62,12.5,36,Female,English
,15.0,69,Female,English
6.75,12.0,23,Male,English
,11.0,17,Female,English
,12.0,78,Female,English
,7.0,71,Female,Other
,20.0,51,Male,English
8.49,12.0,22,Female,English
,9.0,86,Male,English
10.36,12.0,43,Female,English
9.3,13.5,44,Female,English
15.0,13.0,33,Male,English
15.36,10.6,60,Male,English
11.0,11.0,39,Female,English
13.51,15.1,40,Male,English
7.02,14.1,20,Male,English
12.5,15.5,24,Female,English
,18.0,47,Female,English
10.72,10.0,42,Female,Other
,10.0,66,Male,English
,8.0,79,Female,French
,11.5,27,Female,English
6.25,10.0,16,Female,French
,13.0,66,Male,English
,7.0,85,Female,Other
9.0,12.5,35,Male,English
,11.0,16,Female,English
30.82,16.0,54,Female,English
18.96,17.0,29,Female,English
14.4,12.8,39,Female,English
26.99,10.0,36,Male,English
,8.0,64,Male,Other
,8.0,69,Male,English
15.0,4.0,53,Male,French
22.08,20.0,45,Male,English
9.0,12.0,19,Male,English
12.8,17.0,55,Female,Other
,12.0,30,Female,English
13.44,14.0,36,Female,English
10.45,14.8,59,Female,French
,10.0,79,Female,English
,12.0,63,Female,Other
10.75,12.0,32,Male,English
14.13,13.0,32,Male,English
14.75,12.0,32,Female,English
6.7,8.0,38,Female,English
14.85,15.5,36,Female,English
24.9,16.9,33,Male,English
,8.0,61,Male,English
,12.0,31,Male,French
,15.0,86,Female,English
12.85,12.0,33,Male,English
,16.0,76,Female,English
,16.0,73,Male,English
15.0,13.0,25,Female,English
8.0,14.0,28,Female,English
,11.0,70,Female,English
,13.0,64,Female,English
,12.0,54,Female,French
,12.0,70,Female,English
,19.0,39,Male,Other
,10.0,17,Male,English
19.0,9.0,54,Female,English
16.0,12.5,35,Male,English
7.0,13.0,20,Male,English
24.0,18.0,30,Male,English
12.47,13.5,48,Female,Other
6.94,17.0,23,Female,English
8.5,13.5,57,Female,English
22.53,16.0,42,Male,English
,3.0,66,Female,Other
,12.0,79,Male,English
25.6,13.0,32,Male,English
,9.0,66,Female,Other
,12.0,67,Male,English
9.54,14.1,60,Female,English
,9.0,48,Female,English
,17.5,32,Female,Other
,17.5,60,Male,English
4.53,14.3,26,Female,English
,10.0,16,Female,English
14.4,16.3,33,Male,English
31.2,14.0,57,Female,English
,10.5,67,Female,English
15.05,15.6,33,Female,English
15.36,18.0,25,Male,French
16.0,13.0,43,Female,English
11.5,,61,Female,English
,15.0,54,Female,English
3.9,14.5,21,Male,Other
8.17,12.0,42,Female,English
,12.0,70,Female,English
25.7,16.0,35,Female,English
9.33,11.0,17,Male,English
17.3,12.0,24,Male,English
3.84,14.0,28,Female,English
13.79,14.0,25,Male,English
,9.0,21,Female,English
,16.0,33,Female,Other
12.0,9.0,52,Male,
10.32,8.8,46,Female,Other
6.9,10.0,16,Female,English
,9.0,28,Male,English
,12.0,74,Male,Other
13.4,17.0,22,Female,French
12.0,12.5,23,Male,English
,8.5,55,Male,English
21.5,14.0,53,Female,English
5.64,12.5,21,Male,English
7.0,14.0,54,Female,English
,,77,Female,English
9.5,12.0,45,Female,English
24.0,12.0,40,Male,French
6.87,13.0,20,Female,English
,13.0,54,Male,English
28.76,13.0,59,Male,Other
6.7,,16,Female,
7.5,12.0,21,Female,English
,9.0,38,Male,Other
9.9,12.0,20,Female,English
,8.0,38,Male,Other
,17.0,45,Male,Other
7.18,,27,Male,English
,11.0,62,Male,English
,11.0,70,Female,English
6.68,10.0,44,Female,English
,9.0,51,Male,English
15.36,12.5,58,Female,English
,10.0,69,Female,English
25.0,13.5,47,Male,English
