nuclide,z,n,element,radius,radius_uncert,abundance,abundance_uncert,is_stable,half_life,half_life_uncert,isospin,decay_1,decay_1_pct,decay_1_pct_uncert,decay_2,decay_2_pct,decay_2_pct_uncert,decay_3,decay_3_pct,decay_3_pct_uncert,magnetic_dipole,magnetic_dipole_uncert,electric_quadrupole,electric_quadrupole_uncert,atomic_mass,atomic_mass_uncert,mass_excess,mass_excess_uncert
^{153}_{64}Gd89,64,89,Gd,,,,,false,20770560.0,86400.0,,EC,1.0,,,,,,,,0.38,0.08,,,152921756.945,1.075,-72882.944,1.002
^{154}_{64}Gd90,64,90,Gd,5.1223,0.004,0.0218,0.0002,true,,,,,,,,,,,,,0.96,0.06,-1.82,0.04,153920872.974,1.066,-73706.358,0.994
^{155}_{64}Gd91,64,91,Gd,5.1319,0.0041,0.14800000000000002,0.0009,true,,,,,,,,,,,,,-0.2591,0.0004,1.27,0.03,154922629.356,1.055,-72070.298,0.983
^{156}_{64}Gd92,64,92,Gd,5.142,0.0042,0.2047,0.0003,true,,,,,,,,,,,,,3.24,0.11,-1.93,0.04,155922130.12,1.054,-72535.333,0.983
^{157}_{64}Gd93,64,93,Gd,5.1449,0.0042,0.1565,0.0004,true,,,,,,,,,,,,,-0.3398,0.0006,1.35,0.03,156923967.424,1.048,-70823.896,0.977
^{158}_{64}Gd94,64,94,Gd,5.1569,0.0043,0.2484,0.0008,true,,,,,,,,,,,,,1.55,0.12,-2.01,0.04,157924111.2,1.048,-70689.969,0.976
^{159}_{64}Gd95,64,95,Gd,,,,,false,66524.4,14.4,,B-,1.0,,,,,,,,-0.44,0.03,,,158926395.822,1.051,-68561.857,0.98
^{160}_{64}Gd96,64,96,Gd,5.1734,0.0044,0.2186,0.0003,true,,,,,,,,,,,,,1.5,0.2,-2.08,0.04,159927061.202,1.206,-67942.06,1.123
^{161}_{64}Gd97,64,97,Gd,,,,,false,219.6,3.0,,B-,1.0,,,,,,,,,,,,160929676.267,1.614,-65506.142,1.504
^{162}_{64}Gd98,64,98,Gd,,,,,false,504.0,12.0,,B-,1.0,,,,,,,,,,,,161930991.812,4.254,-64280.72,3.963
^{163}_{64}Gd99,64,99,Gd,,,,,false,68.0,3.0,,B-,1.0,,,,,,,,,,,,162934096.64,0.855,-61388.591,0.797
^{164}_{64}Gd100,64,100,Gd,,,,,false,45.0,3.0,,B-,1.0,,,,,,,,,,,,163935916.193,1.073,-59693.688,1.0
^{165}_{64}Gd101,64,101,Gd,,,,,false,10.3,1.6,,B-,1.0,,,,,,,,,,,,164939317.08,1.4,-56525.782,1.304
^{166}_{64}Gd102,64,102,Gd,,,,,false,4.8,1.0,,B-,1.0,,,,,,,,,,,,165941630.413,1.7,-54370.926,1.584
^{167}_{64}Gd103,64,103,Gd,,,,,false,4.26,0.25,,B-,1.0,,,,,,,,,,,,166945490.012,5.596,-50775.732,5.213
^{168}_{64}Gd104,64,104,Gd,,,,,false,3.03,0.16,,B-,1.0,,,,,,,,,,,,167948309.0,322.0,-48150.0,300.0
^{169}_{64}Gd105,64,105,Gd,,,,,false,0.75,0.21,,B-,1.0,,B-N,,,,,,,,,,168952882.0,429.0,-43890.0,400.0
^{170}_{64}Gd106,64,106,Gd,,,,,false,0.41,0.13,,B-,1.0,,B-N,,,,,,,,,,169956146.0,537.0,-40850.0,500.0
^{171}_{64}Gd107,64,107,Gd,,,,,false,,,,B-,1.0,,B-N,,,,,,,,,,170961127.0,537.0,-36210.0,500.0
^{172}_{64}Gd108,64,108,Gd,,,,,false,,,,B-,1.0,,B-N,,,,,,,,,,171964605.0,322.0,-32970.0,300.0
^{135}_{65}Tb70,65,70,Tb,,,,,false,0.00094,0.000275,,P,1.0,,EC+B+,,,,,,,,,,134964516.0,429.0,-33053.0,400.0
^{138}_{65}Tb73,65,73,Tb,,,,,false,2e-7,,,EC+B+,1.0,,,,,,,,,,,,137953193.0,322.0,-43600.0,300.0
^{139}_{65}Tb74,65,74,Tb,,,,,false,1.6,0.2,,EC+B+,0.0,,ECP,,,P,,,,,,,138948330.0,320.0,-48130.0,298.0
^{140}_{65}Tb75,65,75,Tb,,,,,false,2.29,0.15,,EC+B+,1.0,,ECP,0.0026,0.0013,,,,,,,,139945805.048,859.359,-50482.278,800.488
^{141}_{65}Tb76,65,76,Tb,,,,,false,3.5,0.2,,EC+B+,1.0,,,,,,,,,,,,140941448.0,113.0,-54540.843,105.259
^{142}_{65}Tb77,65,77,Tb,,,,,false,0.597,0.017,,EC+B+,1.0,,B+P,0.000022000000000000003,0.000011000000000000001,,,,,,,,141939280.858,752.079,-56559.522,700.558
^{143}_{65}Tb78,65,78,Tb,,,,,false,12.0,1.0,,EC+B+,1.0,,,,,,,,,,,,142935137.332,55.0,-60419.192,51.232
^{144}_{65}Tb79,65,79,Tb,,,,,false,1.0,,,EC+B+,1.0,,,,,,,,,,,,143933045.0,30.0,-62368.188,27.945
^{145}_{65}Tb80,65,80,Tb,,,,,false,,,,,,,,,,,,,,,,,144928717.001,119.051,-66399.693,110.896
^{146}_{65}Tb81,65,81,Tb,,,,,false,8.0,4.0,,EC+B+,1.0,,,,,,,,,,,,145927252.739,48.159,-67763.644,44.86
^{147}_{65}Tb82,65,82,Tb,4.9201,0.1508,,,false,5904.0,108.0,,EC+B+,1.0,,,,,,,,1.71,0.05,,,146924054.62,8.691,-70742.674,8.096
^{148}_{65}Tb83,65,83,Tb,4.9291,0.1507,,,false,3600.0,60.0,,EC+B+,1.0,,,,,,,,-1.76,0.02,-0.3,0.2,147924275.476,13.379,-70536.947,12.463
^{149}_{65}Tb84,65,84,Tb,4.9427,0.1506,,,false,14832.0,108.0,,EC+B+,0.833,0.017,A,0.16699999999999998,0.017,,,,1.36,0.02,,,148923253.792,3.895,-71488.639,3.629
^{150}_{65}Tb85,65,85,Tb,4.9499,0.1505,,,false,12528.0,576.0,,EC+B+,1.0,,A,0.0005,,,,,-0.9,0.02,,,149923664.799,7.912,-71105.789,7.371
^{151}_{65}Tb86,65,86,Tb,4.963,0.1504,,,false,63392.4,50.4,,EC+B+,0.9999049999999999,0.000015,A,0.00009499999999999999,0.000015,,,,0.926,0.006,,,150923108.97,4.395,-71623.541,4.094
^{152}_{65}Tb87,65,87,Tb,4.9689,0.1504,,,false,63000.0,360.0,,EC+B+,1.0,,A,7e-9,,,,,-0.58,0.02,0.34,0.13,151924081.855,42.955,-70717.304,40.013
^{153}_{65}Tb88,65,88,Tb,4.995,0.1502,,,false,202176.0,864.0,,EC+B+,1.0,,,,,,,,3.47,0.02,1.08,0.14,152923441.694,4.237,-71313.61,3.947
^{154}_{65}Tb89,65,89,Tb,5.0333,0.1501,,,false,77400.0,1440.0,,EC+B+,1.0,,B-,0.001,,,,,1.6,0.2,,,153924683.681,48.641,-70156.707,45.309
^{155}_{65}Tb90,65,90,Tb,5.0391,0.15,,,false,459648.0,5184.0,,EC,1.0,,,,,,,,2.03,0.02,1.41,0.06,154923509.511,10.552,-71250.439,9.83
^{156}_{65}Tb91,65,91,Tb,,,,,false,462240.0,8640.0,,EC+B+,1.0,,,,,,,,1.7,0.2,2.3,0.8,155924754.209,4.044,-70091.01,3.768
^{157}_{65}Tb92,65,92,Tb,5.0489,0.15,,,false,2240541744.19603,220898481.822144,,EC,1.0,,,,,,,,2.03,0.02,1.4,0.08,156924031.888,1.092,-70763.848,1.018
^{158}_{65}Tb93,65,93,Tb,,,,,false,5680246675.42656,347126185.720512,,EC+B+,0.8340000000000001,0.006999999999999999,B-,0.166,0.006999999999999999,,,,1.753,0.007,2.7,0.5,157925419.942,1.36,-69470.883,1.268
^{159}_{65}Tb94,65,94,Tb,5.06,0.15,1.0,,true,,,,,,,,,,,,,2.009,0.004,1.432,0.008,158925353.707,1.184,-69532.582,1.103
^{160}_{65}Tb95,65,95,Tb,,,,,false,6246720.0,17280.0,,B-,1.0,,,,,,,,1.698,0.008,3.85,0.05,159927174.553,1.191,-67836.474,1.11
^{161}_{65}Tb96,65,96,Tb,,,,,false,595296.0,1728.0,,B-,1.0,,,,,,,,2.2,0.1,1.3,0.6,160927576.806,1.308,-67461.778,1.218
^{162}_{65}Tb97,65,97,Tb,,,,,false,456.0,9.0,,B-,1.0,,,,,,,,,,,,161929275.4,2.2,-65879.548,2.049
^{163}_{65}Tb98,65,98,Tb,,,,,false,1170.0,18.0,,B-,1.0,,,,,,,,,,,,162930653.609,4.358,-64595.754,4.06
^{164}_{65}Tb99,65,99,Tb,,,,,false,180.0,6.0,,B-,1.0,,,,,,,,,,,,163933327.561,2.0,-62104.983,1.863
^{165}_{65}Tb100,65,100,Tb,,,,,false,126.6,6.0,,B-,1.0,,,,,,,,,,,,164934955.198,1.654,-60588.849,1.541
^{166}_{65}Tb101,65,101,Tb,,,,,false,25.1,2.1,,B-,1.0,,,,,,,,,,,,165937939.727,1.57,-57808.778,1.463
^{167}_{65}Tb102,65,102,Tb,,,,,false,19.4,2.7,,B-,1.0,,,,,,,,,,,,166940007.046,2.071,-55883.082,1.929
^{168}_{65}Tb103,65,103,Tb,,,,,false,8.2,1.3,,B-,1.0,,,,,,,,,,,,167943337.074,4.5,-52781.181,4.192
^{169}_{65}Tb104,65,104,Tb,,,,,false,5.1,0.3,,B-,1.0,,B-N,,,,,,,,,,168945807.0,322.0,-50480.0,300.0
^{170}_{65}Tb105,65,105,Tb,,,,,false,0.96,0.08,,B-,1.0,,B-N,,,,,,,,,,169949855.0,322.0,-46710.0,300.0
^{171}_{65}Tb106,65,106,Tb,,,,,false,1.24,0.095,,B-,1.0,,B-N,,,,,,,,,,170953011.0,429.0,-43770.0,400.0
^{172}_{65}Tb107,65,107,Tb,,,,,false,0.76,0.19,,B-,1.0,,B-N,,,,,,,,,,171957391.0,537.0,-39690.0,500.0
^{173}_{65}Tb108,65,108,Tb,,,,,false,,,,B-,1.0,,B-N,,,,,,,,,,172960805.0,537.0,-36510.0,500.0
^{174}_{65}Tb109,65,109,Tb,,,,,false,,,,B-,1.0,,B-N,,,,,,,,,,173965679.0,537.0,-31970.0,500.0
^{139}_{66}Dy73,66,73,Dy,,,,,false,0.6,0.2,,EC+B+,1.0,,ECP,0.11,,,,,,,,,138959527.0,537.0,-37700.0,500.0
^{140}_{66}Dy74,66,74,Dy,,,,,false,,,,EC+B+,,,,,,,,,,,,,139954020.0,430.0,-42830.0,401.0
^{141}_{66}Dy75,66,75,Dy,,,,,false,0.9,0.2,,EC+B+,1.0,,B+P,,,,,,,,,,140951280.0,320.0,-45382.0,298.0
^{142}_{66}Dy76,66,76,Dy,,,,,false,2.3,0.3,,EC+B+,1.0,,ECP,0.0006,0.0003,,,,,,,,141946194.0,782.0,-50120.0,729.0
^{143}_{66}Dy77,66,77,Dy,,,,,false,5.6,1.0,,EC+B+,1.0,,ECP,,,,,,,,,,142943994.332,14.0,-52168.949,13.041
^{144}_{66}Dy78,66,78,Dy,,,,,false,9.1,0.4,,EC+B+,1.0,,ECP,,,,,,,,,,143939269.512,7.7,-56570.091,7.173
^{145}_{66}Dy79,66,79,Dy,,,,,false,6.0,2.0,,EC+B+,1.0,,ECP,0.5,,,,,,,,,144937473.992,7.0,-58242.607,6.52
^{146}_{66}Dy80,66,80,Dy,5.0438,0.2389,,,false,33.2,0.7,,EC+B+,1.0,,,,,,,,,,,,145932844.526,7.187,-62554.928,6.695
^{147}_{66}Dy81,66,81,Dy,,,,,false,67.0,7.0,,EC+B+,1.0,,B+P,0.0005,,,,,-0.915,0.009,0.67,0.1,146931082.712,9.5,-64196.047,8.849
^{148}_{66}Dy82,66,82,Dy,5.0455,0.2389,,,false,198.0,12.0,,EC+B+,1.0,,,,,,,,,,,,147927149.944,9.365,-67859.397,8.724
^{149}_{66}Dy83,66,83,Dy,5.0567,0.2394,,,false,252.0,12.0,,EC+B+,1.0,,,,,,,,-0.119,0.007,-0.62,0.05,148927327.516,9.858,-67693.99,9.183
^{150}_{66}Dy84,66,84,Dy,5.0706,0.2413,,,false,430.2,3.0,,EC+B+,0.64,0.05,A,0.36,0.05,,,,,,,,149925593.068,4.636,-69309.618,4.319
^{151}_{66}Dy85,66,85,Dy,5.0801,0.2435,,,false,1074.0,18.0,,EC+B+,0.9440000000000001,0.004,A,0.055999999999999994,0.004,,,,-0.945,0.007,-0.3,0.05,150926191.279,3.486,-68752.388,3.247
^{152}_{66}Dy86,66,86,Dy,5.095,0.2482,,,false,8568.0,72.0,,EC+B+,0.9990000000000001,0.00007000000000000001,A,0.001,0.00007000000000000001,,,,,,,,151924725.274,4.93,-70117.963,4.593
^{153}_{66}Dy87,66,87,Dy,5.1035,0.2516,,,false,23040.0,360.0,,EC+B+,0.999906,0.000014,A,0.00009400000000000001,0.000014,,,,-0.712,0.006,-0.15,0.09,152925771.729,4.295,-69143.197,4.001
^{154}_{66}Dy88,66,88,Dy,5.1241,0.2618,,,false,94670777923776.0,47335388961888.0,,A,1.0,,,,,,,,,,,,153924428.92,7.977,-70394.015,7.431
^{155}_{66}Dy89,66,89,Dy,5.1457,0.2751,,,false,35640.0,720.0,,EC+B+,1.0,,,,,,,,-0.337,0.003,0.96,0.02,154925758.049,10.354,-69155.939,9.645
^{156}_{66}Dy90,66,90,Dy,5.1622,0.2869,0.0005600000000000001,0.00003,true,,,,2EC,,,,,,,,,,,,,155924283.593,1.06,-70529.386,0.988
^{157}_{66}Dy91,66,91,Dy,5.1709,0.2936,,,false,29304.0,144.0,,EC+B+,1.0,,,,,,,,-0.301,0.002,1.29,0.02,156925469.555,5.532,-69424.669,5.154
^{158}_{66}Dy92,66,92,Dy,5.1815,0.3023,0.00095,0.00003,true,,,,,,,,,,,,,3.3,1.0,,,157924414.817,2.509,-70407.152,2.337
^{159}_{66}Dy93,66,93,Dy,5.1825,0.3031,,,false,12476160.0,17280.0,,EC,1.0,,,,,,,,-0.354,0.003,1.37,0.02,158925745.938,1.544,-69167.22,1.439
^{160}_{66}Dy94,66,94,Dy,5.1951,0.3139,0.02329,0.00017999999999999998,true,,,,,,,,,,,,,3.1,0.6,1.8,0.4,159925203.578,0.751,-69672.425,0.7
^{161}_{66}Dy95,66,95,Dy,5.1962,0.0459,0.18889,0.00042,true,,,,A,,,,,,,,,-0.479,0.003,2.51,0.02,160926939.425,0.748,-68055.494,0.697
^{162}_{66}Dy96,66,96,Dy,5.2074,0.0172,0.25475000000000003,0.00035999999999999997,true,,,,,,,,,,,,,3.6,0.7,,,161926804.507,0.746,-68181.169,0.695
^{163}_{66}Dy97,66,97,Dy,5.2099,0.012,0.24896000000000001,0.00042,true,,,,,,,,,,,,,0.671,0.004,2.65,0.02,162928737.221,0.744,-66380.858,0.693
^{164}_{66}Dy98,66,98,Dy,5.2218,0.0106,0.2826,0.00054,true,,,,,,,,,,,,,3.1,0.7,-2.08,0.15,163929180.819,0.746,-65967.649,0.695
^{165}_{66}Dy99,66,99,Dy,,,,,false,8395.2,14.4,,B-,1.0,,,,,,,,-0.518,0.006,3.48,0.07,164931709.402,0.748,-63612.289,0.697
^{166}_{66}Dy100,66,100,Dy,,,,,false,293760.0,360.0,,B-,1.0,,,,,,,,,,,,165932812.81,0.862,-62584.471,0.804
^{167}_{66}Dy101,66,101,Dy,,,,,false,372.0,4.8,,B-,1.0,,,,,,,,,,,,166935682.415,4.3,-59911.451,4.005
^{168}_{66}Dy102,66,102,Dy,,,,,false,522.0,18.0,,B-,1.0,,,,,,,,,,,,167937134.977,150.303,-58558.398,140.007
^{169}_{66}Dy103,66,103,Dy,,,,,false,39.0,8.0,,B-,1.0,,,,,,,,,,,,168940315.231,322.781,-55596.01,300.669
^{170}_{66}Dy104,66,104,Dy,,,,,false,55.0,8.0,,B-,1.0,,,,,,,,,,,,169942340.0,215.0,-53710.0,200.0
^{171}_{66}Dy105,66,105,Dy,,,,,false,4.1,0.4,,B-,1.0,,,,,,,,,,,,170946312.0,215.0,-50010.0,200.0
^{172}_{66}Dy106,66,106,Dy,,,,,false,1.6e-7,,,B-,,,,,,,,,,,,,171948728.0,322.0,-47760.0,300.0
^{173}_{66}Dy107,66,107,Dy,,,,,false,1.43,0.2,,B-,1.0,,,,,,,,,,,,172953043.0,429.0,-43740.0,400.0
^{174}_{66}Dy108,66,108,Dy,,,,,false,1.6e-7,,,B-,,,,,,,,,,,,,173955845.0,537.0,-41130.0,500.0
^{175}_{66}Dy109,66,109,Dy,,,,,false,,,,B-,1.0,,B-N,,,,,,,,,,174960569.0,537.0,-36730.0,500.0
^{176}_{66}Dy110,66,110,Dy,,,,,false,,,,B-,1.0,,B-N,,,,,,,,,,175963918.0,537.0,-33610.0,500.0
^{140}_{67}Ho73,67,73,Ho,,,,,false,0.006,0.003,,P,1.0,,,,,,,,,,,,139968526.0,537.0,-29317.0,500.0
^{141}_{67}Ho74,67,74,Ho,,,,,false,0.0041,0.0001,,P,1.0,,,,,,,,,,,,140963108.0,430.0,-34364.0,401.0
^{142}_{67}Ho75,67,75,Ho,,,,,false,0.4,0.1,,EC+B+,1.0,,ECP,0.0,,P,0.0,,,,,,141960010.0,430.0,-37250.0,401.0
^{143}_{67}Ho76,67,76,Ho,,,,,false,,,,EC+B+,,,ECP,,,,,,,,,,142954860.0,320.0,-42048.0,298.0
^{144}_{67}Ho77,67,77,Ho,,,,,false,0.7,0.1,,EC+B+,1.0,,ECP,,,,,,,,,,143952109.712,9.1,-44609.521,8.477
^{145}_{67}Ho78,67,78,Ho,,,,,false,2.4,0.1,,EC+B+,1.0,,,,,,,,,,,,144947267.392,8.0,-49120.113,7.452
^{146}_{67}Ho79,67,79,Ho,,,,,false,3.32,0.22,,EC+B+,1.0,,ECP,,,,,,,,,,145944993.503,7.071,-51238.227,6.587
^{147}_{67}Ho80,67,80,Ho,,,,,false,5.8,0.4,,EC+B+,1.0,,,,,,,,,,,,146940142.293,5.368,-55757.101,5.001
^{148}_{67}Ho81,67,81,Ho,,,,,false,2.2,1.1,,EC+B+,1.0,,,,,,,,,,,,147937743.925,90.0,-57991.166,83.834
^{149}_{67}Ho82,67,82,Ho,,,,,false,21.0,0.2,,EC+B+,1.0,,,,,,,,,,,,148933820.457,12.866,-61645.854,11.985
^{150}_{67}Ho83,67,83,Ho,,,,,false,72.0,4.0,,EC+B+,1.0,,,,,,,,,,,,149933498.353,15.209,-61945.892,14.168
^{151}_{67}Ho84,67,84,Ho,5.0398,0.0354,,,false,35.2,0.1,,EC+B+,0.78,0.03,A,0.22,0.03,,,,,,,,150931698.176,8.908,-63622.746,8.298
^{152}_{67}Ho85,67,85,Ho,5.0614,0.0343,,,false,161.8,0.3,,EC+B+,0.88,0.03,A,0.12,0.03,,,,-1.02,0.02,0.1,0.2,151931717.618,13.449,-63604.636,12.528
^{153}_{67}Ho86,67,86,Ho,5.076,0.0339,,,false,120.6,1.8,,EC+B+,0.99949,0.00025,A,0.0005099999999999999,0.00025,,,,6.79,0.05,-1.1,0.5,152930206.671,5.438,-65012.074,5.066
^{154}_{67}Ho87,67,87,Ho,5.0856,0.0333,,,false,705.6,11.4,,EC+B+,0.99981,0.00005,A,0.00018999999999999998,0.00005,,,,-0.641,0.006,0.19,0.1,153930606.776,8.82,-64639.378,8.216
^{155}_{67}Ho88,67,88,Ho,5.1076,0.0326,,,false,2880.0,120.0,,EC+B+,1.0,,,,,,,,3.5,0.03,1.56,0.12,154929103.363,18.754,-66039.799,17.47
^{156}_{67}Ho89,67,89,Ho,5.1156,0.0326,,,false,3360.0,60.0,,EC+B+,1.0,,,,,,,,2.98,0.03,2.4,0.18,155929641.634,41.249,-65538.403,38.424
^{157}_{67}Ho90,67,90,Ho,5.1535,0.0316,,,false,756.0,12.0,,EC+B+,1.0,,,,,,,,4.34,0.03,3.05,0.13,156928251.974,25.194,-66832.862,23.469
^{158}_{67}Ho91,67,91,Ho,5.1571,0.0316,,,false,678.0,24.0,,EC+B+,1.0,,,,,,,,3.776,0.003,4.2,0.4,157928944.91,29.099,-66187.396,27.106
^{159}_{67}Ho92,67,92,Ho,5.1675,0.0314,,,false,1983.0,6.6,,EC+B+,1.0,,,,,,,,4.27,0.03,3.27,0.13,158927718.683,3.268,-67329.62,3.045
^{160}_{67}Ho93,67,93,Ho,5.1662,0.0315,,,false,1536.0,18.0,,EC+B+,1.0,,,,,,,,3.7,0.03,4.0,0.2,159928735.538,16.12,-66382.425,15.016
^{161}_{67}Ho94,67,94,Ho,5.1785,0.0313,,,false,8928.0,180.0,,EC,1.0,,,,,,,,4.24,0.03,3.3,0.11,160927861.815,2.309,-67196.294,2.151
^{162}_{67}Ho95,67,95,Ho,5.1817,0.0313,,,false,900.0,60.0,,EC+B+,1.0,,,,,,,,2.32,0.03,4.0,0.7,161929102.543,3.33,-66040.563,3.102
^{163}_{67}Ho96,67,96,Ho,5.1907,0.0313,,,false,144215151703.885,788923149.3648,,EC,1.0,,,,,,,,4.22,0.04,3.7,0.6,162928740.26,0.744,-66378.027,0.693
^{164}_{67}Ho97,67,97,Ho,,,,,false,1728.0,30.0,,EC+B+,0.6,0.05,B-,0.4,0.05,,,,,,,,163930240.548,1.492,-64980.517,1.39
^{165}_{67}Ho98,67,98,Ho,5.2022,0.0312,1.0,,true,,,,,,,,,,,,,4.16,0.03,3.58,0.02,164930329.116,0.844,-64898.017,0.786
^{166}_{67}Ho99,67,99,Ho,,,,,false,96566.4,43.2,,B-,1.0,,,,,,,,0.068,0.01,,,165932291.209,0.844,-63070.339,0.786
^{167}_{67}Ho100,67,100,Ho,,,,,false,11160.0,360.0,,B-,1.0,,,,,,,,,,,,166933140.254,5.57,-62279.459,5.189
^{168}_{67}Ho101,67,101,Ho,,,,,false,179.4,4.2,,B-,1.0,,,,,,,,,,,,167935523.766,32.207,-60059.231,30.001
^{169}_{67}Ho102,67,102,Ho,,,,,false,283.2,6.0,,B-,1.0,,,,,,,,,,,,168936879.89,21.522,-58796.01,20.048
^{170}_{67}Ho103,67,103,Ho,,,,,false,165.6,3.0,,B-,1.0,,,,,,,,,,,,169939626.548,53.697,-56237.514,50.019
^{171}_{67}Ho104,67,104,Ho,,,,,false,53.0,2.0,,B-,1.0,,,,,,,,,,,,170941472.713,644.128,-54517.822,600.002
^{172}_{67}Ho105,67,105,Ho,,,,,false,25.0,3.0,,B-,1.0,,,,,,,,,,,,171944730.0,210.0,-51484.0,196.0
^{173}_{67}Ho106,67,106,Ho,,,,,false,6.9,0.5,,B-,1.0,,,,,,,,,,,,172947020.0,320.0,-49351.0,298.0
^{174}_{67}Ho107,67,107,Ho,,,,,false,3.2,1.1,,B-,1.0,,B-N,,,,,,,,,,173950757.0,322.0,-45870.0,300.0
^{175}_{67}Ho108,67,108,Ho,,,,,false,1.9,0.6,,B-,1.0,,B-N,,,,,,,,,,174953516.0,429.0,-43300.0,400.0
^{176}_{67}Ho109,67,109,Ho,,,,,false,1.6e-7,,,B-N,,,B-,,,,,,,,,,175957713.0,537.0,-39390.0,500.0
^{177}_{67}Ho110,67,110,Ho,,,,,false,,,,B-,1.0,,B-N,,,,,,,,,,176961052.0,537.0,-36280.0,500.0
^{178}_{67}Ho111,67,111,Ho,,,,,false,,,,B-,1.0,,B-N,,,,,,,,,,177965507.0,537.0,-32130.0,500.0
^{143}_{68}Er75,68,75,Er,,,,,false,,,,,,,,,,,,,,,,,142966548.0,429.0,-31160.0,400.0
^{144}_{68}Er76,68,76,Er,,,,,false,2e-7,,,EC+B+,1.0,,,,,,,,,,,,143960700.0,210.0,-36608.0,196.0
^{145}_{68}Er77,68,77,Er,,,,,false,,,,,,,,,,,,,,,,,144957874.0,215.0,-39240.0,200.0
^{146}_{68}Er78,68,78,Er,,,,,false,1.7,0.6,,EC+B+,1.0,,,,,,,,,,,,145952418.357,7.197,-44322.019,6.705
^{147}_{68}Er79,68,79,Er,,,,,false,3.2,1.2,,EC+B+,1.0,,B+P,0.0,,,,,,,,,146949964.456,41.0,-46607.814,38.191
^{148}_{68}Er80,68,80,Er,,,,,false,4.6,0.2,,EC+B+,1.0,,ECP,0.0015,,,,,,,,,147944735.026,11.0,-51478.997,10.246
^{149}_{68}Er81,68,81,Er,,,,,false,4.0,2.0,,EC+B+,1.0,,ECP,0.07,0.02,,,,,,,,148942306.0,30.0,-53741.621,27.945
^{150}_{68}Er82,68,82,Er,5.0548,0.0254,,,false,18.5,0.7,,EC+B+,1.0,,,,,,,,,,,,149937915.524,18.458,-57831.323,17.194
^{151}_{68}Er83,68,83,Er,,,,,false,23.5,2.0,,EC+B+,1.0,,,,,,,,,,,,150937448.567,17.681,-58266.29,16.47
^{152}_{68}Er84,68,84,Er,5.0843,0.0257,,,false,10.3,0.1,,A,0.9,0.04,EC+B+,0.1,0.04,,,,,,,,151935050.347,9.478,-60500.218,8.83
^{153}_{68}Er85,68,85,Er,,,,,false,37.1,0.2,,A,0.53,0.03,EC+B+,0.47,0.03,,,,-0.932,0.007,-0.42,0.02,152935086.35,9.967,-60466.682,9.285
^{154}_{68}Er86,68,86,Er,5.1129,0.0268,,,false,223.8,5.4,,EC+B+,0.9953,0.0013,A,0.004699999999999999,0.0013,,,,0.167,0.013,,,153932790.799,5.325,-62604.974,4.961
^{155}_{68}Er87,68,87,Er,,,,,false,318.0,18.0,,EC+B+,0.9997799999999999,0.00007000000000000001,A,0.00021999999999999998,0.00007000000000000001,,,,-0.666,0.005,-0.27,0.02,154933215.71,6.52,-62209.172,6.074
^{156}_{68}Er88,68,88,Er,5.1429,0.0285,,,false,1170.0,60.0,,EC+B+,1.0,,A,1.7e-7,4e-8,,,,,,,,155931065.926,26.44,-64211.683,24.629
^{157}_{68}Er89,68,89,Er,,,,,false,1119.0,6.0,,EC+B+,1.0,,,,,,,,-0.411,0.003,0.92,0.01,156931922.652,28.454,-63413.648,26.505
^{158}_{68}Er90,68,90,Er,5.1761,0.0312,,,false,8244.0,216.0,,EC,1.0,,,,,,,,,,,,157929893.474,27.074,-65303.815,25.219
^{159}_{68}Er91,68,91,Er,,,,,false,2160.0,60.0,,EC+B+,1.0,,,,,,,,-0.303,0.002,1.17,0.01,158930690.79,3.91,-64561.12,3.643
^{160}_{68}Er92,68,92,Er,5.2045,0.0336,,,false,102888.0,324.0,,EC,1.0,,,,,,,,,,,,159929077.193,26.029,-66064.176,24.246
^{161}_{68}Er93,68,93,Er,,,,,false,11556.0,108.0,,EC+B+,1.0,,,,,,,,-0.364,0.003,1.363,0.008,160930003.53,9.419,-65201.298,8.774
^{162}_{68}Er94,68,94,Er,5.2246,0.004,0.0013900000000000002,0.00005,true,,,,,,,,,,,,,,,,,161928787.299,0.811,-66334.21,0.756
^{163}_{68}Er95,68,95,Er,,,,,false,4500.0,24.0,,EC+B+,1.0,,,,,,,,0.556,0.004,2.56,0.02,162930039.908,4.967,-65167.413,4.628
^{164}_{68}Er96,68,96,Er,5.2389,0.0035,0.01601,0.00003,true,,,,,,,,,,,,,2.7,0.4,0.0,,163929207.739,0.755,-65942.573,0.704
^{165}_{68}Er97,68,97,Er,,,,,false,37296.0,144.0,,EC,1.0,,,,,,,,0.641,0.004,2.71,0.03,164930733.482,0.985,-64521.353,0.918
^{166}_{68}Er98,68,98,Er,5.2516,0.0031,0.33503,0.00035999999999999997,true,,,,,,,,,,,,,1.5,0.2,-1.9,0.4,165930301.067,0.358,-64924.145,0.334
^{167}_{68}Er99,68,99,Er,5.256,0.0031,0.22869,0.00008999999999999999,true,,,,,,,,,,,,,-0.5623,0.0004,3.57,0.03,166932056.192,0.306,-63289.256,0.286
^{168}_{68}Er100,68,100,Er,5.2644,0.0035,0.26978,0.00017999999999999998,true,,,,,,,,,,,,,0.96,0.04,-2.2,1.0,167932378.282,0.28,-62989.231,0.262
^{169}_{68}Er101,68,101,Er,,,,,false,811468.8,1555.2,,B-,1.0,,,,,,,,0.4828,0.0004,,,168934598.444,0.326,-60921.163,0.304
