year,uid,stateabb,therm_dem,therm_gop,therm_bmp,mpti,age,educat,urbanism,pid7,incomeperc,race4,unemployed,polint,distrust_govt,govt_crooked,govt_waste,govt_biginterests
1998,19980666,TX,97,60,79,69,44,3,3,2,2,3,0,2,2,2,2,0
1998,19980667,TX,50,50,50,50,71,5,3,5,2,1,0,3,2,3,3,1
1998,19980668,TX,60,60,60,50,65,7,3,4,3,1,0,4,3,3,3,1
1998,19980669,NM,50,50,50,50,36,3,3,3,2,1,1,3,2,3,2,0
1998,19980670,TX,40,85,63,28,56,5,3,6,5,1,0,3,3,2,3,1
1998,19980671,WI,30,70,50,30,27,6,2,7,3,1,0,3,3,3,3,1
1998,19980672,AL,70,55,63,58,44,6,1,2,2,2,1,3,3,3,3,
1998,19980673,TX,0,97,49,2,59,1,1,7,3,3,0,2,3,2,1,1
1998,19980674,IN,70,85,78,43,73,1,3,7,2,1,0,4,3,2,2,0
1998,19980675,VA,60,50,55,55,19,5,3,6,1,3,0,1,3,3,2,1
1998,19980676,VA,60,60,60,50,27,6,3,2,3,1,0,1,2,3,3,0
1998,19980677,TX,30,70,50,30,44,6,1,6,3,1,0,4,3,3,3,1
1998,19980678,TX,50,50,50,50,30,6,1,6,5,1,0,3,2,2,2,1
1998,19980679,TX,50,50,50,50,53,6,2,6,3,1,0,2,2,2,3,0
1998,19980680,VA,50,50,50,50,72,7,3,4,3,1,0,4,3,2,2,0
1998,19980681,NJ,90,75,83,58,28,5,2,6,3,3,0,4,1,2,3,0
1998,19980682,VA,60,15,38,73,44,5,3,3,4,1,0,3,2,2,3,1
1998,19980683,TX,50,85,68,33,18,3,2,6,1,1,0,2,3,3,3,0
1998,19980684,TX,70,50,60,60,42,3,1,3,1,1,0,3,2,2,2,0
1998,19980685,TX,50,50,50,50,40,5,2,4,4,1,0,3,3,3,3,1
1998,19980686,TX,0,97,49,2,41,6,2,7,1,1,0,4,2,2,2,0
1998,19980687,OR,50,0,25,75,47,3,2,2,4,,0,1,3,2,2,1
1998,19980688,IA,30,70,50,30,42,6,2,7,,1,0,3,3,3,3,1
1998,19980689,IA,60,80,70,40,42,6,2,6,4,1,0,2,2,3,2,1
1998,19980690,CA,15,70,43,23,65,5,2,5,4,1,0,4,3,3,3,1
1998,19980691,PA,50,50,50,50,42,3,3,1,3,1,0,3,2,2,2,1
1998,19980692,WI,85,0,43,93,46,5,2,3,3,4,0,4,2,2,2,
1998,19980693,WI,70,50,60,60,48,3,2,2,4,1,0,3,3,3,3,1
1998,19980694,IL,85,30,58,78,55,7,2,1,4,2,0,4,3,1,2,1
1998,19980695,IN,85,60,73,63,62,2,3,2,3,1,0,3,3,3,3,1
1998,19980696,VA,0,70,35,15,21,5,3,7,2,1,0,2,3,2,3,0
1998,19980697,IN,70,50,60,60,48,3,3,1,4,1,0,3,2,2,2,1
1998,19980698,IN,85,70,78,58,44,5,3,5,2,3,0,2,3,2,2,0
1998,19980699,IN,25,50,38,38,34,5,3,5,3,1,0,2,3,3,3,1
1998,19980700,VA,40,85,63,28,20,5,3,6,1,1,0,1,3,3,3,1
1998,19980701,IN,70,60,65,55,62,5,3,7,3,1,0,4,2,1,3,
1998,19980702,VA,70,60,65,55,22,5,3,5,4,1,0,2,3,2,2,1
1998,19980703,VA,97,50,74,74,40,7,3,1,4,2,0,3,2,2,2,
1998,19980704,VA,70,30,50,70,51,7,2,2,4,1,0,4,2,2,2,
1998,19980705,WI,50,50,50,50,34,3,2,4,3,1,0,2,2,1,2,1
1998,19980706,WI,80,40,60,70,66,5,2,1,5,1,0,3,2,2,3,1
1998,19980707,WI,90,50,70,70,52,3,1,1,3,2,0,4,1,1,3,0
1998,19980708,WI,50,50,50,50,64,1,1,6,1,2,0,1,2,1,2,0
1998,19980709,WI,50,50,50,50,48,6,2,4,4,3,0,3,2,1,2,0
1998,19980710,WI,70,60,65,55,64,6,2,4,2,1,0,3,2,2,2,0
1998,19980711,MD,75,50,63,63,81,3,2,2,3,1,0,4,3,1,2,1
1998,19980712,IA,50,50,50,50,58,6,3,6,4,1,0,3,2,2,2,0
1998,19980713,MO,70,70,70,50,35,2,2,4,3,1,0,1,3,3,3,1
1998,19980714,MO,50,50,50,50,54,3,2,5,3,1,0,3,3,3,3,1
1998,19980715,WA,30,70,50,30,43,3,2,5,4,1,0,4,2,1,1,0
1998,19980716,WA,60,40,50,60,18,3,2,2,4,1,0,1,2,2,2,0
1998,19980717,TX,30,30,30,50,48,1,3,1,2,3,0,2,2,2,2,1
1998,19980718,TX,97,40,69,79,61,3,3,1,2,3,0,3,1,2,2,1
1998,19980719,MA,50,50,50,50,32,5,3,4,4,3,0,1,3,3,2,1
1998,19980720,PA,50,50,50,50,34,3,3,4,4,1,0,2,3,3,3,1
1998,19980721,NY,60,40,50,60,55,6,1,1,4,1,0,4,2,2,3,
1998,19980722,MA,70,40,55,65,30,7,1,2,1,,0,3,2,3,2,1
1998,19980723,NY,97,85,91,56,56,1,1,1,2,2,0,1,3,3,3,1
1998,19980724,TX,25,75,50,25,75,5,2,4,,1,0,2,3,3,3,1
1998,19980725,TX,75,30,53,73,31,7,2,3,,3,0,3,3,2,3,1
1998,19980726,CA,40,70,55,35,47,7,2,5,4,1,0,4,3,3,3,1
1998,19980727,TX,40,70,55,35,44,5,2,7,5,1,0,3,3,3,3,1
1998,19980728,TX,60,40,50,60,58,2,2,1,4,1,0,2,3,3,3,1
1998,19980729,TX,40,70,55,35,47,5,2,6,4,1,0,2,3,3,3,1
1998,19980730,FL,50,70,60,40,22,3,2,6,3,3,0,1,2,2,1,0
1998,19980731,TX,60,60,60,50,18,2,3,2,2,1,0,1,3,2,2,1
1998,19980732,TX,65,60,63,53,25,6,1,2,4,2,0,2,3,1,3,1
1998,19980733,TX,50,60,55,45,36,7,1,6,5,1,0,3,3,1,2,0
1998,19980734,TX,60,80,70,40,28,6,1,7,5,1,0,3,3,2,2,0
1998,19980735,TX,80,60,70,60,67,3,2,1,2,1,0,2,3,2,3,1
1998,19980736,TX,40,60,50,40,44,3,1,6,4,1,0,2,3,3,2,1
1998,19980737,TX,80,40,60,70,36,5,2,2,2,2,0,2,3,2,2,1
1998,19980738,WI,30,70,50,30,39,3,1,5,4,1,0,2,3,2,2,1
1998,19980739,CT,50,50,50,50,36,5,1,4,4,3,0,2,3,3,3,1
1998,19980740,TN,85,15,50,85,49,7,2,1,5,3,0,4,2,2,3,1
1998,19980741,TX,50,97,74,27,64,3,3,7,2,1,0,3,3,3,3,0
1998,19980742,MD,70,0,35,85,55,6,2,3,4,1,0,2,3,3,3,1
1998,19980743,NY,75,50,63,63,67,3,2,1,,1,0,3,2,2,2,0
1998,19980744,TX,97,15,56,91,58,3,3,1,3,3,0,2,2,2,3,0
1998,19980745,NY,85,60,73,63,22,3,1,3,1,1,0,3,2,1,2,0
1998,19980746,NY,75,2,39,87,54,2,1,2,2,2,0,3,3,3,3,1
1998,19980747,NY,0,0,0,50,35,5,1,4,2,1,0,1,3,3,3,1
1998,19980748,NY,15,85,50,15,56,7,2,6,4,1,0,2,3,1,3,1
1998,19980749,AL,55,65,60,45,28,5,3,6,4,1,0,4,3,2,3,1
1998,19980750,AL,97,0,49,99,37,5,2,2,3,2,0,1,3,,,
1998,19980751,NY,90,48,69,71,40,5,2,2,2,3,0,2,3,2,3,1
1998,19980752,NY,0,0,0,50,57,2,2,1,4,1,0,1,3,3,3,1
1998,19980753,NY,70,30,50,70,46,3,2,2,3,1,0,3,2,2,3,1
1998,19980754,NY,30,40,35,45,55,7,2,5,5,1,0,2,2,1,3,1
1998,19980755,NY,85,60,73,63,32,5,2,2,2,1,0,2,2,2,2,0
1998,19980756,NY,60,50,55,55,35,3,2,5,2,1,0,2,3,3,3,0
1998,19980757,TX,70,40,55,65,30,3,3,1,2,3,1,2,3,2,3,1
1998,19980758,TX,97,85,91,56,34,3,3,2,3,3,0,3,2,1,2,0
1998,19980759,IN,70,60,65,55,34,3,3,3,3,1,0,4,3,2,3,1
1998,19980760,IN,50,60,55,45,21,3,3,6,2,1,0,3,3,2,3,1
1998,19980761,IN,70,50,60,60,79,1,3,3,1,1,0,2,2,2,3,1
1998,19980762,IN,70,50,60,60,25,3,3,3,3,1,0,2,2,3,3,1
1998,19980763,IN,30,60,45,35,35,5,3,6,3,1,0,2,3,3,3,1
1998,19980764,IN,15,60,38,28,38,3,3,7,4,1,0,4,3,3,3,1
1998,19980765,IN,40,50,45,45,32,3,3,4,1,1,0,1,3,3,3,1
1998,19980766,IN,97,50,74,74,61,1,3,2,1,1,0,1,2,2,3,1
1998,19980767,IN,95,45,70,75,67,3,3,2,2,1,0,3,3,2,2,0
1998,19980768,IN,60,40,50,60,57,3,3,2,3,1,0,3,3,3,3,1
1998,19980769,IN,40,70,55,35,37,3,3,6,3,1,0,3,3,2,3,1
1998,19980770,IN,30,60,45,35,36,6,3,6,3,1,0,4,3,3,3,1
1998,19980771,IN,40,60,50,40,45,3,3,6,1,1,0,1,3,3,3,1
1998,19980772,IN,70,70,70,50,71,3,3,3,1,1,0,4,2,2,3,1
1998,19980773,TX,30,60,45,35,59,2,2,5,4,1,0,3,1,3,3,1
1998,19980774,AL,40,20,30,60,51,5,1,2,3,2,0,4,3,2,3,1
1998,19980775,AL,70,50,60,60,64,2,1,1,3,2,0,4,3,2,3,0
1998,19980776,NM,97,75,86,61,60,3,3,1,2,3,0,3,3,3,3,0
1998,19980777,NM,85,60,73,63,34,5,3,2,3,1,0,3,2,3,2,0
1998,19980778,AL,97,0,49,99,56,5,2,1,2,2,0,4,3,,3,1
1998,19980779,TX,14,75,45,20,65,6,2,7,4,1,1,4,2,2,3,1
1998,19980780,PA,70,40,55,65,24,6,1,3,1,1,0,3,2,3,2,1
1998,19980781,NM,50,50,50,50,44,7,3,4,3,1,0,3,2,3,3,1
1998,19980782,WI,60,50,55,55,45,3,2,4,4,1,0,4,3,1,3,0
1998,19980783,CA,70,50,60,60,33,7,2,3,3,3,0,3,3,3,3,0
1998,19980784,VA,30,97,64,17,72,3,2,7,3,1,0,4,2,2,3,1
1998,19980785,VA,0,97,49,2,46,3,2,5,3,2,0,2,2,3,3,1
1998,19980786,VA,60,40,50,60,44,6,2,3,3,2,0,3,2,2,3,1
1998,19980787,CA,97,50,74,74,43,5,2,1,1,3,0,4,2,2,2,0
1998,19980788,MO,30,85,58,23,54,5,2,6,3,1,0,3,3,3,3,
1998,19980789,OH,75,40,58,68,38,3,1,2,1,1,0,3,2,2,3,
1998,19980790,OH,0,85,43,8,44,5,2,7,4,1,0,4,2,2,3,0
1998,19980791,NJ,60,30,45,65,37,3,2,6,3,1,0,3,3,2,3,1
1998,19980792,VA,97,0,49,99,32,3,2,2,3,1,0,2,3,1,2,1
1998,19980793,FL,40,60,50,40,36,5,1,7,4,1,0,2,3,3,3,1
1998,19980794,VA,65,50,58,58,32,7,1,6,4,1,0,3,3,1,2,1
1998,19980795,VA,40,50,45,45,22,5,3,6,5,1,0,2,3,3,2,0
1998,19980796,VA,85,50,68,68,72,3,2,3,3,1,0,3,2,2,2,0
1998,19980797,IN,50,60,55,45,22,5,3,6,3,1,0,2,3,2,3,0
1998,19980798,IN,75,80,78,48,59,2,3,2,5,1,0,4,2,3,3,1
1998,19980799,VA,20,50,35,35,20,5,3,6,4,1,0,4,2,2,2,
1998,19980800,VA,40,40,40,50,19,5,3,3,4,1,0,2,2,3,2,1
1998,19980801,VA,50,50,50,50,42,6,3,2,4,1,0,3,3,3,3,1
1998,19980802,NJ,60,40,50,60,33,6,2,3,4,1,0,2,2,2,2,1
1998,19980803,VA,50,60,55,45,56,6,3,5,4,1,0,4,2,2,3,0
1998,19980804,VA,70,70,70,50,19,5,3,3,5,1,0,3,3,2,3,0
1998,19980805,VA,90,60,75,65,20,5,3,2,5,1,0,1,1,1,2,0
1998,19980806,VA,50,85,68,33,19,5,3,6,5,1,0,3,2,2,3,0
1998,19980807,NY,50,60,55,45,32,6,1,6,4,1,0,3,2,2,2,0
1998,19980808,NY,0,97,49,2,46,6,1,7,5,1,0,4,2,3,3,
1998,19980809,MA,40,60,50,40,34,6,3,6,1,1,0,4,3,2,3,0
1998,19980810,MA,5,5,5,50,51,5,2,4,4,1,0,4,3,3,3,1
1998,19980811,MA,30,70,50,30,43,5,2,5,3,1,0,4,2,2,3,0
1998,19980812,MA,60,0,30,80,46,6,3,2,5,1,0,4,3,3,3,1
1998,19980813,NY,70,85,78,43,19,3,1,2,1,3,0,2,3,2,2,0
1998,19980814,VA,65,60,63,53,43,5,3,6,4,1,0,4,2,3,2,0
1998,19980815,IN,60,70,65,45,48,7,3,2,4,1,0,3,2,2,2,0
1998,19980816,VA,40,70,55,35,21,5,3,5,3,1,0,2,3,3,2,0
1998,19980817,IN,97,0,49,99,36,5,3,1,4,1,0,2,1,1,1,0
1998,19980818,VA,40,15,28,63,51,6,3,3,3,1,0,4,3,2,3,1
1998,19980819,VA,40,50,45,45,20,5,3,3,2,1,0,3,3,2,1,1
1998,19980820,NM,30,35,33,48,40,7,3,6,3,1,0,2,3,2,3,1
1998,19980821,NH,0,60,30,20,74,6,2,7,1,1,0,4,3,1,2,
1998,19980822,MI,70,30,50,70,75,5,2,3,1,1,0,2,2,3,3,1
1998,19980823,MI,97,85,91,56,72,2,2,2,2,1,0,3,1,1,2,0
1998,19980824,MI,40,60,50,40,48,6,2,5,4,1,0,3,3,2,2,1
1998,19980825,MI,40,60,50,40,32,7,3,6,4,1,0,2,3,3,3,1
1998,19980826,OH,60,50,55,55,35,5,3,5,3,1,0,3,3,3,3,1
1998,19980827,OH,80,60,70,60,62,5,2,3,3,1,0,3,2,2,2,0
1998,19980828,OH,97,40,69,79,29,3,2,1,4,1,0,3,2,2,3,1
1998,19980829,OH,50,1,26,75,81,3,2,1,1,2,0,3,4,3,3,1
1998,19980830,MI,50,50,50,50,41,6,3,4,1,1,0,3,2,3,3,0
1998,19980831,MI,70,40,55,65,41,3,3,2,4,1,0,1,3,3,3,0
1998,19980832,MI,60,30,45,65,44,5,3,2,3,1,0,3,3,3,3,1
1998,19980833,MI,50,50,50,50,57,7,3,4,3,1,0,3,3,2,3,0
1998,19980834,MI,40,60,50,40,0,5,3,5,3,1,0,3,3,3,3,1
1998,19980835,PA,50,50,50,50,36,5,3,4,3,1,0,4,3,3,3,1
1998,19980836,AL,50,50,50,50,80,3,2,4,2,1,0,3,2,2,3,0
1998,19980837,NY,40,60,50,40,43,2,2,5,4,1,0,3,3,3,3,1
1998,19980838,PA,55,55,55,50,38,3,3,4,4,1,0,1,3,2,3,1
1998,19980839,NY,50,50,50,50,39,7,1,5,5,4,0,4,2,2,3,1
1998,19980840,VA,40,75,58,33,20,5,3,6,,1,0,2,1,2,1,0
1998,19980841,VA,40,80,60,30,21,3,3,5,,1,0,3,3,2,3,1
1998,19980842,PA,50,60,55,45,54,3,3,4,3,1,0,3,3,3,3,1
1998,19980843,PA,15,85,50,15,37,3,3,2,1,1,0,2,3,2,3,1
1998,19980844,NM,97,0,49,99,77,5,3,1,2,1,0,3,3,2,3,0
1998,19980845,NH,60,50,55,55,67,3,1,3,3,1,0,1,3,2,2,1
1998,19980846,IL,75,50,63,63,0,3,2,3,1,1,0,4,3,2,2,1
1998,19980847,IL,50,50,50,50,40,7,2,7,4,1,0,2,3,2,3,1
1998,19980848,VA,40,70,55,35,22,5,3,6,3,1,0,3,3,3,3,0
1998,19980849,VA,50,50,50,50,46,2,1,4,3,1,0,2,3,2,3,1
1998,19980850,IL,30,80,55,25,70,5,2,5,3,1,0,4,2,3,3,1
1998,19980851,UT,20,70,45,25,19,3,2,7,3,1,0,3,3,3,3,1
1998,19980852,CA,85,30,58,78,35,5,1,1,3,2,0,4,3,2,2,1
1998,19980853,MI,60,0,30,80,42,6,1,3,1,1,0,3,3,2,3,1
1998,19980854,FL,15,85,50,15,64,6,1,7,5,1,0,4,3,3,3,1
1998,19980855,FL,70,40,55,65,62,2,2,3,2,1,0,2,2,2,3,0
1998,19980856,IN,55,50,53,53,43,2,3,5,2,1,0,1,2,1,3,1
1998,19980857,GA,70,60,65,55,19,2,3,5,3,1,0,3,2,1,2,0
1998,19980858,GA,50,50,50,50,39,2,3,4,4,1,0,2,2,3,3,0
1998,19980859,GA,70,85,78,43,37,3,3,6,3,1,0,2,2,2,2,1
1998,19980860,GA,60,60,60,50,41,6,3,6,3,1,0,2,3,3,3,1
1998,19980861,VA,60,60,60,50,20,5,3,6,,1,0,3,2,1,1,0
1998,19980862,MD,70,50,60,60,44,3,2,2,3,2,0,2,3,2,2,1
1998,19980863,IN,50,70,60,40,50,3,3,4,4,1,0,3,3,2,2,0
1998,19980864,MO,75,1,38,87,36,3,2,3,3,1,0,3,2,2,2,1
1998,19980865,WI,60,40,50,60,49,6,1,2,4,2,0,4,3,1,2,0
1998,19980866,NY,85,15,50,85,35,5,2,4,4,1,0,4,3,3,3,1
1998,19980867,NY,60,30,45,65,0,5,2,6,5,1,0,3,2,2,3,1
1998,19980868,NY,75,50,63,63,39,7,2,4,4,1,0,3,2,2,2,
1998,19980869,NY,25,50,38,38,37,7,2,5,4,1,0,4,3,3,3,1
1998,19980870,NY,50,70,60,40,69,3,2,7,3,1,0,4,2,2,3,0
1998,19980871,CT,60,60,60,50,54,3,2,4,4,1,0,3,2,2,2,1
1998,19980872,NY,65,0,33,83,39,5,1,2,3,2,0,3,3,3,3,1
1998,19980873,IA,,,,,24,5,2,4,4,1,0,2,3,3,3,1
1998,19980874,GA,65,75,70,45,28,2,3,6,3,1,1,2,3,2,2,1
1998,19980875,AL,40,85,63,28,48,6,2,7,4,1,0,2,2,1,3,1
1998,19980876,AL,50,50,50,50,29,5,1,1,4,1,0,3,2,2,2,1
1998,19980877,GA,97,20,59,89,51,7,1,1,4,2,0,4,2,2,2,
1998,19980878,WA,85,0,43,93,54,7,1,1,5,1,0,4,3,2,3,1
1998,19980879,IL,1,97,49,2,40,5,2,7,,1,0,4,3,3,3,0
1998,19980880,FL,,,,,69,1,2,4,2,2,0,1,2,2,2,
1998,19980881,AL,40,60,50,40,35,6,2,7,4,1,0,2,2,3,2,1
1998,19980882,AL,97,0,49,99,71,6,1,1,3,2,0,4,3,2,2,0
1998,19980883,GA,90,40,65,75,19,5,3,1,2,2,0,3,3,3,3,1
1998,19980884,MD,85,50,68,68,45,6,2,1,4,1,0,3,2,2,3,0
1998,19980885,VA,97,0,49,99,69,5,3,1,2,1,0,3,3,2,3,
1998,19980886,TN,50,10,30,70,74,5,1,3,4,1,0,4,2,2,3,1
1998,19980887,WA,45,55,50,45,40,3,1,5,4,1,0,2,2,2,2,0
1998,19980888,FL,97,50,74,74,33,3,2,2,3,2,0,3,2,2,2,0
1998,19980889,FL,97,25,61,86,67,3,2,2,2,1,0,3,2,2,3,1
1998,19980890,FL,85,30,58,78,41,3,2,1,2,1,0,3,2,2,3,0
1998,19980891,FL,50,60,55,45,21,1,2,5,1,2,0,1,3,3,3,1
1998,19980892,MO,97,0,49,99,18,2,2,1,4,1,0,4,4,3,3,1
1998,19980893,MO,50,50,50,50,27,5,2,3,,1,0,3,2,3,2,0
1998,19980894,NJ,72,47,60,63,19,5,2,2,3,3,0,3,3,2,1,0
1998,19980895,WI,70,50,60,60,53,5,1,1,4,1,0,2,3,3,2,0
1998,19980896,IA,70,40,55,65,38,6,2,2,4,1,0,4,3,2,3,0
1998,19980897,CA,80,40,60,70,33,6,1,2,1,1,0,2,3,3,3,1
1998,19980898,WI,70,40,55,65,41,3,2,2,3,1,0,3,2,2,2,0
1998,19980899,CO,40,85,63,28,28,5,2,6,2,1,0,3,3,3,3,1
1998,19980900,CO,50,50,50,50,29,5,2,6,3,1,0,2,3,3,3,1
1998,19980901,CO,50,50,50,50,19,2,1,4,1,3,0,2,3,1,2,1
1998,19980902,NM,85,0,43,93,26,2,3,2,3,3,0,1,2,1,2,1
1998,19980903,NM,97,60,79,69,67,3,3,,,1,0,3,2,3,3,1
1998,19980904,NM,70,40,55,65,26,5,3,2,3,3,0,2,3,3,3,1
1998,19980905,PA,40,85,63,28,78,1,3,6,1,1,0,1,3,2,3,1
1998,19980906,GA,85,50,68,68,38,5,1,2,4,2,0,4,2,1,3,1
1998,19980907,IL,60,15,38,73,44,7,2,1,3,1,0,4,3,2,3,1
1998,19980908,WI,50,60,55,45,24,6,1,6,1,1,0,3,2,2,2,0
1998,19980909,IL,70,50,60,60,29,5,3,2,3,1,0,2,2,2,2,1
1998,19980910,WI,40,30,35,55,42,5,1,4,4,1,0,3,3,3,3,1
1998,19980911,WI,30,60,45,35,23,7,1,6,1,1,0,4,2,1,1,0
1998,19980912,WI,,,,,43,6,1,3,5,1,0,3,3,2,2,0
1998,19980913,WI,70,30,50,70,25,6,1,1,3,1,0,4,3,2,2,0
1998,19980914,WI,50,75,63,38,20,5,1,5,3,1,0,4,3,2,3,1
1998,19980915,WI,40,40,40,50,31,3,1,3,4,1,1,3,2,2,3,
1998,19980916,WI,70,40,55,65,69,3,1,1,4,1,0,3,3,3,2,1
1998,19980917,WI,70,15,43,78,31,6,1,3,4,1,0,3,2,2,2,0
1998,19980918,WI,60,30,45,65,63,7,1,3,4,1,0,4,3,1,2,0
1998,19980919,WI,60,50,55,55,30,6,2,3,4,1,0,1,2,2,3,1
1998,19980920,WI,70,50,60,60,36,6,2,6,3,1,0,1,2,2,2,1
1998,19980921,WI,70,40,55,65,45,3,2,2,4,1,0,3,2,2,2,1
1998,19980922,WI,50,35,43,58,47,3,2,2,3,1,0,3,3,3,3,1
1998,19980923,WI,5,5,5,50,37,3,2,6,2,1,0,1,3,2,3,
1998,19980924,WI,60,40,50,60,43,6,2,4,5,1,0,3,3,2,3,1
1998,19980925,WI,60,30,45,65,24,3,2,2,3,1,0,3,2,2,2,0
1998,19980926,WI,,,,,43,5,2,4,3,1,0,1,3,2,3,1
1998,19980927,WI,65,50,58,58,35,3,2,3,3,1,0,2,3,2,3,1
1998,19980928,TX,97,0,49,99,42,5,2,1,,2,0,3,3,2,2,0
1998,19980929,TX,90,0,45,95,45,2,1,1,3,2,0,3,3,2,3,1
1998,19980930,WA,60,40,50,60,37,6,2,2,3,1,0,2,2,3,3,0
1998,19980931,WA,50,50,50,50,26,3,2,3,3,3,0,2,2,2,2,0
1998,19980932,WA,50,50,50,50,18,3,2,5,4,1,0,4,2,1,2,0
1998,19980933,WA,60,40,50,60,34,6,2,2,4,1,0,3,3,3,2,1
1998,19980934,WA,70,60,65,55,23,6,2,2,4,1,0,2,2,3,2,0
1998,19980935,WA,0,0,0,50,37,5,2,5,3,1,1,4,4,3,3,1
1998,19980936,WA,97,50,74,74,20,5,2,2,4,1,1,2,2,3,3,0
1998,19980937,VA,30,75,53,28,23,5,3,5,2,1,0,3,3,2,2,1
1998,19980938,OH,70,50,60,60,31,6,2,2,3,2,0,3,3,2,2,1
1998,19980939,OH,85,80,83,53,35,3,1,2,3,1,0,3,2,2,2,0
1998,19980940,MI,40,60,50,40,37,5,2,6,4,1,0,3,3,1,2,0
1998,19980941,AL,97,65,81,66,39,3,1,2,1,2,0,2,3,3,3,1
1998,19980942,VA,0,97,49,2,19,3,3,6,1,1,0,3,2,2,3,0
1998,19980943,VA,85,0,43,93,0,5,2,1,3,2,0,4,3,2,3,1
1998,19980944,VA,,,,,22,3,2,4,3,1,0,1,,2,2,
1998,19980945,VA,30,70,50,30,20,5,3,6,3,1,0,3,2,2,2,0
1998,19980946,TN,65,65,65,50,38,3,2,5,3,1,0,3,2,3,3,0
1998,19980947,VA,40,60,50,40,37,3,2,7,3,4,0,3,3,1,3,
1998,19980948,VA,50,50,50,50,30,5,2,4,4,2,0,4,3,2,2,1
1998,19980949,CA,50,60,55,45,23,2,1,6,2,3,0,2,2,1,3,0
1998,19980950,CA,60,40,50,60,29,6,2,2,4,1,0,3,3,2,3,0
1998,19980951,CA,60,30,45,65,34,5,2,3,4,1,0,2,3,3,3,1
1998,19980952,CA,20,60,40,30,45,7,2,7,5,1,0,4,2,1,2,0
1998,19980953,OH,25,75,50,25,22,3,3,6,,1,0,2,3,3,3,1
1998,19980954,OH,40,50,45,45,75,5,2,6,3,1,0,3,3,2,2,1
1998,19980955,MI,85,30,58,78,49,2,1,2,3,3,0,2,3,2,2,0
1998,19980956,MI,60,40,50,60,33,7,3,6,4,1,0,2,3,3,3,0
1998,19980957,MI,45,40,43,53,78,5,2,3,4,1,0,4,2,2,3,1
1998,19980958,MI,30,85,58,23,53,5,2,7,5,1,0,3,3,3,3,0
1998,19980959,MI,0,0,0,50,38,5,2,4,3,1,0,4,4,3,3,1
1998,19980960,MI,40,60,50,40,34,6,2,3,4,4,0,1,3,2,2,1
1998,19980961,MI,50,50,50,50,38,3,2,5,3,1,0,4,2,2,2,1
1998,19980962,MI,50,50,50,50,39,3,2,4,3,1,0,2,3,3,2,1
1998,19980963,CO,15,70,43,23,20,3,2,6,2,1,0,2,3,2,3,1
1998,19980964,CO,40,30,35,55,25,6,3,3,3,1,0,3,2,3,3,1
1998,19980965,CO,70,85,78,43,32,3,2,5,4,3,0,2,2,3,3,1
1998,19980966,IA,70,60,65,55,67,2,1,3,3,1,0,3,3,3,3,1
1998,19980967,IA,85,30,58,78,59,3,1,1,3,1,0,3,2,2,3,0
1998,19980968,NH,50,40,45,55,38,7,1,4,4,1,0,2,3,2,2,1
1998,19980969,MA,60,50,55,55,70,6,2,5,4,1,0,3,3,2,3,1
1998,19980970,NY,70,0,35,85,44,7,1,1,3,1,0,3,3,2,3,1
1998,19980971,MA,55,60,58,48,27,7,1,6,3,1,0,4,2,2,2,1
1998,19980972,MA,50,50,50,50,22,6,2,,4,3,0,1,2,3,3,1
1998,19980973,NY,97,0,49,99,18,5,1,,,3,0,1,3,,3,
1998,19980974,NY,97,0,49,99,20,2,1,3,1,3,0,4,4,1,1,1
1998,19980975,NY,97,0,49,99,76,2,1,1,2,2,0,3,4,3,3,1
1998,19980976,NY,70,60,65,55,21,5,1,1,2,3,0,2,2,3,3,1
1998,19980977,NY,80,15,48,83,43,5,1,3,,1,,3,3,,3,1
1998,19980978,NY,97,15,56,91,42,5,1,3,3,3,0,2,3,3,3,1
1998,19980979,TX,40,80,60,30,44,5,3,5,3,1,0,3,3,2,3,1
1998,19980980,TX,75,75,75,50,37,1,3,4,2,1,0,4,1,2,2,0
1998,19980981,WI,50,50,50,50,44,6,1,2,4,1,0,2,2,2,2,0
1998,19980982,PA,97,15,56,91,47,5,3,1,3,1,0,1,2,3,3,1
1998,19980983,IL,20,60,40,30,48,7,2,7,1,1,0,3,3,3,3,1
1998,19980984,FL,50,50,50,50,28,3,2,4,3,1,0,3,2,2,3,1
1998,19980985,WI,85,50,68,68,48,3,2,2,,1,0,1,2,2,2,0
1998,19980986,WI,45,40,43,53,38,2,1,2,4,1,0,3,3,3,3,0
1998,19980987,TX,97,50,74,74,26,3,1,1,,3,0,4,2,2,3,0
1998,19980988,TX,50,20,35,65,30,1,2,2,3,3,0,3,3,3,3,1
1998,19980989,TX,70,30,50,70,27,7,2,2,3,4,0,4,3,2,3,0
1998,19980990,TX,60,70,65,45,20,3,1,4,1,3,0,1,3,3,3,1
1998,19980991,TX,0,15,8,43,47,7,2,5,3,1,0,2,3,3,3,1
1998,19980992,NM,60,40,50,60,40,5,3,2,2,3,0,2,2,2,3,
1998,19980993,NM,70,0,35,85,48,7,3,2,2,1,0,4,2,3,3,
1998,19980994,CA,70,60,65,55,48,3,1,2,3,3,0,2,1,3,3,0
1998,19980995,CA,50,0,25,75,46,2,2,4,3,1,0,4,2,3,1,1
1998,19980996,CA,90,75,83,58,31,2,1,2,3,3,0,2,3,1,3,0
1998,19980997,FL,25,50,38,38,46,3,2,6,4,1,0,4,3,3,3,1
