admit,gender,dept
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,C
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,D
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,E
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
rejected,female,F
