Country,Salary,YearsCodedJob,OpenSource,Hobby,CompanySizeNumber,Remote,CareerSatisfaction,Data_scientist,Database_administrator,Desktop_applications_developer,Developer_with_stats_math_background,DevOps,Embedded_developer,Graphic_designer,Graphics_programming,Machine_learning_specialist,Mobile_developer,Quality_assurance_engineer,Systems_administrator,Web_developer
United Kingdom,62500.0,5,0,0,100,Not remote,8,0,0,0,0,1,0,0,0,0,0,1,1,1
United Kingdom,26875.0,1,0,1,1000,Not remote,9,0,0,0,1,0,0,0,0,0,0,0,0,0
United Kingdom,26250.0,3,1,1,1,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,43010.752688172,3,0,0,100,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,108000.0,11,1,1,5000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,64516.1290322581,14,0,1,500,Not remote,8,0,1,1,0,1,0,0,0,0,0,0,0,0
Germany,3225.8064516129,2,1,1,100,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,118279.569892473,9,1,1,10000,Not remote,4,1,0,0,0,0,0,0,0,1,0,0,0,0
India,13213.9186609896,10,1,1,100,Not remote,6,0,0,1,1,0,0,0,0,0,0,0,0,1
Germany,45161.2903225806,2,0,1,100,Not remote,9,0,0,1,0,0,0,0,0,1,0,0,1,0
Germany,38709.6774193548,3,0,1,10,Not remote,8,0,0,1,0,0,0,0,0,0,1,0,0,1
India,2114.22698575833,1,1,0,100,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,85000.0,3,1,1,100,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,51250.0,2,0,1,20,Not remote,7,0,0,0,1,0,0,0,0,0,0,0,0,0
Germany,69892.4731182796,10,0,1,1,Not remote,10,0,1,0,0,0,0,0,0,0,0,0,0,1
Germany,53763.4408602151,5,0,1,10000,Not remote,10,0,0,0,0,0,1,0,0,0,0,0,0,0
Germany,48387.0967741935,6,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,91397.8494623656,8,0,1,20,Not remote,8,0,1,0,0,1,0,0,0,0,0,0,0,1
United States,140000.0,14,0,1,1000,Not remote,4,0,0,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,62500.0,9,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,46875.0,2,0,0,100,Not remote,6,0,1,0,0,0,0,0,0,0,0,0,0,1
United States,50000.0,2,0,0,1,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,110000.0,17,1,1,10000,Not remote,8,0,0,1,0,0,1,0,0,0,1,0,0,1
United States,53000.0,9,0,1,500,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,120000.0,14,0,1,10,Not remote,6,0,0,1,0,0,0,1,0,0,0,0,0,1
Germany,62365.5913978495,4,0,1,10,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,74193.5483870968,10,0,0,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,170000.0,10,0,0,100,Not remote,7,0,0,0,1,0,0,0,0,0,0,0,0,1
Canada,71969.696969697,10,1,0,1000,Not remote,8,1,0,1,0,0,0,0,0,0,0,0,0,1
United States,135000.0,20,0,1,10000,Not remote,9,0,0,1,1,0,1,0,0,0,0,0,0,0
United Kingdom,40000.0,3,0,1,20,Not remote,7,0,0,0,0,0,0,1,0,0,0,0,0,1
United Kingdom,43750.0,5,1,1,20,Not remote,7,0,0,0,0,0,1,0,0,0,1,0,1,1
Germany,3333.33333333333,14,1,1,20,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,40000.0,5,0,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,90000.0,3,1,1,100,Not remote,9,0,0,0,0,0,1,0,0,1,1,0,0,0
United Kingdom,52500.0,2,0,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,65000.0,14,1,1,500,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,46451.6129032258,5,0,1,10,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,40400.0,9,0,1,1000,Not remote,6,0,0,1,0,0,0,0,1,0,1,0,1,1
United Kingdom,20000.0,2,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,42500.0,7,0,1,100,Not remote,9,0,0,0,1,0,0,0,0,0,0,0,0,0
Germany,64516.1290322581,15,0,1,20,Not remote,9,1,0,0,1,1,0,0,0,0,0,1,0,0
United States,60000.0,2,1,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,65000.0,3,1,1,20,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,60000.0,2,0,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,140000.0,15,0,1,20,Remote,8,0,1,0,0,1,0,0,0,0,0,0,1,1
Canada,83333.3333333333,10,0,1,1000,Not remote,8,1,0,0,0,1,1,0,0,0,0,0,0,1
Germany,40860.2150537634,4,0,1,500,Not remote,9,1,0,1,1,0,0,0,0,1,0,0,0,0
Canada,45454.5454545455,1,0,0,20,Not remote,7,0,0,1,1,0,0,0,0,0,0,0,0,0
United States,68000.0,4,0,1,100,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,62903.2258064516,5,1,1,500,Not remote,7,0,0,1,0,0,0,0,0,0,1,0,0,0
United States,100000.0,3,0,0,20,Not remote,7,0,0,0,1,0,0,0,0,0,0,0,0,1
United Kingdom,36000.0,2,0,1,1000,Not remote,7,0,0,1,0,0,0,0,1,0,0,0,0,0
United States,71500.0,6,1,1,20,Remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,82000.0,3,1,1,20,Not remote,8,1,1,0,1,0,1,1,0,0,1,0,0,1
United Kingdom,53750.0,13,1,1,500,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,60606.0606060606,9,1,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,1,1
Canada,61363.6363636364,4,0,1,5000,Not remote,9,0,0,1,1,0,1,0,1,0,0,0,0,0
United States,180000.0,20,0,1,1000,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,78000.0,9,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,1,1
United States,113000.0,4,0,1,1000,Remote,8,1,0,0,1,0,0,0,0,0,0,0,0,1
Germany,64516.1290322581,7,1,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,66250.0,8,1,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,0
India,8809.27910732638,4,0,1,10,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,42500.0,2,0,1,20,Not remote,9,1,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,56250.0,12,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,75268.8172043011,10,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,130000.0,18,0,1,500,Not remote,7,0,0,1,1,0,1,0,0,0,0,0,0,0
United States,76500.0,3,0,1,5000,Not remote,10,0,0,0,0,0,0,1,0,0,0,0,0,1
Germany,25806.4516129032,9,1,1,10,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,125000.0,20,1,1,10000,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,52500.0,4,1,1,100,Not remote,9,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,130000.0,20,1,1,10000,Not remote,10,0,0,1,0,0,0,0,0,0,1,0,0,1
United Kingdom,44186.25,1,0,1,5000,Not remote,8,0,0,0,0,0,0,0,0,0,0,1,0,0
United Kingdom,53750.0,6,0,1,1000,Not remote,7,0,1,1,0,1,0,0,0,0,0,1,1,1
United Kingdom,46250.0,3,0,1,1000,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,1,1
United States,55000.0,1,0,1,1,Not remote,8,0,0,1,0,0,0,0,0,0,0,1,0,0
United Kingdom,46250.0,6,0,1,1,Not remote,8,0,1,0,0,0,0,0,0,0,1,0,0,1
United States,120000.0,6,0,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,60000.0,10,0,0,20,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,30303.0303030303,3,1,1,1,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,1,1
United States,67400.0,1,0,0,100,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1
India,4404.63955366319,1,0,0,10,Remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,85000.0,2,1,1,10,Not remote,4,0,0,0,1,0,0,0,0,0,0,0,0,1
United Kingdom,47500.0,5,0,1,1000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,30000.0,3,0,1,20,Not remote,7,0,1,0,0,1,0,0,0,0,0,0,1,1
United States,86000.0,5,1,1,20,Not remote,7,0,1,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,48125.0,18,0,0,100,Not remote,5,0,1,0,1,0,0,1,0,0,0,0,1,1
United Kingdom,43750.0,7,0,0,100,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,31250.0,3,0,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,50000.0,2,1,1,10000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,120000.0,16,0,0,5000,Not remote,9,0,1,0,1,0,0,0,0,0,0,0,0,0
United States,180000.0,16,1,1,20,Not remote,9,1,0,0,1,0,0,0,0,0,0,1,0,1
United States,48000.0,2,1,1,5000,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,40000.0,2,1,1,1,Remote,10,0,0,0,0,0,0,1,1,0,0,0,0,1
United Kingdom,76875.0,5,0,0,1000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,10215.0537634409,1,1,1,10,Not remote,7,0,0,1,0,0,1,0,0,0,0,0,0,0
United Kingdom,113750.0,20,0,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,80000.0,18,1,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,100000.0,4,0,1,20,Not remote,7,0,1,0,0,0,0,0,0,0,0,0,0,1
United States,90000.0,3,0,1,20,Remote,8,0,1,1,0,1,0,0,0,0,0,0,0,1
United States,86000.0,20,1,1,5000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
Canada,68181.8181818182,11,1,1,20,Not remote,8,0,0,1,0,0,1,0,0,0,1,0,0,0
United States,70000.0,1,1,1,5000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,72000.0,3,0,1,10000,Not remote,5,1,0,0,1,1,0,0,0,1,0,0,0,1
United Kingdom,128750.0,6,1,1,100,Not remote,8,0,0,0,1,0,0,0,0,0,0,0,0,0
United States,110000.0,2,0,1,5000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,1,1
United States,90000.0,3,1,1,10,Not remote,9,1,0,0,1,0,0,0,0,0,0,0,0,1
Canada,64393.9393939394,1,0,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,120000.0,14,1,1,20,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,74242.4242424242,2,1,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,110000.0,3,1,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,133125.0,14,0,1,10000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,50000.0,4,0,1,1,Not remote,8,0,1,0,1,1,0,0,0,0,0,0,1,1
Canada,61363.6363636364,16,0,0,1000,Not remote,7,0,0,1,0,0,1,0,0,0,1,0,0,0
United States,75000.0,2,1,1,1000,Not remote,7,0,0,0,1,0,0,0,0,0,0,0,0,1
United States,115000.0,5,0,1,10000,Not remote,10,0,0,0,1,0,0,0,0,1,0,0,0,1
United States,155000.0,20,1,1,1,Remote,8,0,1,0,0,0,0,0,0,0,1,0,1,1
United States,100000.0,8,0,1,10,Remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,92500.0,4,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,7487.88724122743,5,1,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,43354.8387096774,2,0,1,10,Not remote,4,0,0,1,0,0,0,0,1,0,0,0,0,1
Germany,48387.0967741935,9,0,1,100,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,46250.0,4,0,1,1000,Not remote,6,0,1,1,0,0,0,0,0,0,1,0,1,1
Germany,80645.1612903226,8,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
India,3171.3404786375,20,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,120000.0,11,0,1,1000,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
India,17095.8743209514,4,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,87500.0,3,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,59139.7849462366,14,0,0,20,Not remote,8,1,1,1,1,0,0,0,0,0,0,0,0,1
Germany,64516.1290322581,3,0,1,5000,Not remote,9,1,0,0,0,1,0,0,0,0,1,1,0,1
United Kingdom,30000.0,1,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,1,1
Germany,48387.0967741935,3,0,1,100,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,0,0
United Kingdom,43750.0,3,0,1,1000,Not remote,9,0,0,0,0,0,0,0,0,0,0,1,0,0
United Kingdom,90000.0,11,1,0,10000,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,1
United Kingdom,30000.0,1,0,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,48387.0967741935,3,0,0,5000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,56250.0,18,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,57937.5,20,0,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,66250.0,9,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,69892.4731182796,11,0,1,10,Not remote,8,0,0,1,0,0,1,0,0,0,0,0,0,0
United States,83000.0,20,0,1,1000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,12903.2258064516,2,0,0,10,Not remote,6,0,0,0,0,0,0,0,1,0,1,0,1,1
United Kingdom,51250.0,5,1,0,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
India,3964.17559829687,2,0,0,10,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,25000.0,2,1,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
United Kingdom,31250.0,1,0,0,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,42500.0,1,1,1,1,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,46875.0,20,0,1,10000,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,22500.0,1,0,0,10,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
India,12479.8120687124,2,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,63750.0,2,0,1,10000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,70000.0,5,0,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,54062.5,20,0,1,10000,Remote,6,0,0,0,1,0,0,0,0,0,0,0,0,1
Germany,43010.752688172,3,0,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,32500.0,1,0,1,1000,Not remote,6,0,0,1,0,0,0,0,1,0,0,0,0,0
Canada,65909.0909090909,10,0,1,10000,Not remote,10,0,0,0,1,0,0,0,0,0,1,0,0,1
Germany,37419.3548387097,7,0,1,1,Not remote,3,0,0,1,0,0,0,0,1,0,0,0,1,0
United Kingdom,31250.0,3,0,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,25000.0,1,0,1,10,Not remote,7,0,1,0,0,0,0,0,0,0,0,0,1,1
United States,115000.0,20,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,91200.0,10,1,1,1,Remote,10,0,0,1,0,0,0,0,0,0,1,0,0,1
United Kingdom,75000.0,5,1,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,51612.9032258064,7,0,1,1,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,66666.6666666667,13,0,0,100,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,43250.0,3,0,1,500,Not remote,6,0,0,0,0,0,1,0,0,0,0,0,0,0
United States,87000.0,8,0,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,53763.4408602151,15,0,0,20,Not remote,3,0,0,0,0,0,0,0,0,0,1,0,0,1
United Kingdom,62500.0,7,1,0,1,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,135000.0,5,1,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,1,1
United States,110000.0,13,0,0,20,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,95000.0,7,0,0,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,75000.0,3,1,1,20,Not remote,7,0,0,0,0,0,0,0,1,0,0,0,0,1
Canada,60606.0606060606,20,0,1,5000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,2150.5376344086,5,1,0,10,Not remote,5,0,0,0,0,0,0,1,0,0,0,0,0,1
United States,115000.0,3,0,1,1000,Not remote,6,0,0,0,1,0,0,0,0,0,0,0,0,1
United Kingdom,62500.0,8,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,93750.0,13,0,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,42500.0,2,0,1,1000,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,35000.0,4,0,1,10,Not remote,7,0,1,0,0,0,0,0,0,0,0,0,1,1
United Kingdom,58750.0,6,0,0,100,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,50000.0,2,0,1,500,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,170000.0,8,0,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,110000.0,7,0,0,100,Remote,10,0,0,1,0,0,0,0,0,0,1,0,0,1
United Kingdom,46875.0,3,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,56250.0,3,1,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,94000.0,14,1,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,49677.0,15,0,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,80000.0,20,0,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,114000.0,9,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,150000.0,4,1,1,100,Not remote,5,0,0,0,0,0,1,0,0,0,0,0,0,0
United States,92000.0,5,0,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,143750.0,5,0,1,10000,Not remote,8,1,0,0,0,0,0,0,0,0,0,0,0,0
Germany,48387.0967741935,8,0,1,1000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,76000.0,6,0,0,20,Not remote,6,1,1,1,0,0,0,0,0,0,0,0,1,1
United States,54000.0,13,0,0,10,Not remote,6,0,1,1,0,0,0,0,0,0,0,0,0,1
Canada,63636.3636363636,7,0,1,100,Not remote,10,0,0,1,0,0,0,0,0,0,1,0,0,0
United States,126000.0,3,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,50000.0,0,0,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,1
United Kingdom,57500.0,12,1,1,20,Not remote,6,0,0,1,0,0,0,0,1,0,1,0,0,1
Canada,54545.4545454545,7,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,47272.7272727273,3,0,1,100,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,22500.0,1,0,1,10000,Not remote,7,0,1,0,0,0,0,0,0,0,0,0,0,0
United States,85000.0,13,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
Canada,50000.0,3,0,0,20,Not remote,5,0,0,0,1,0,0,0,0,0,0,0,0,1
Canada,151515.151515152,20,1,0,500,Not remote,10,1,0,1,1,0,0,0,0,0,0,0,0,0
United States,60000.0,1,0,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
India,1283.33578035531,1,0,0,20,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,48387.0967741935,13,0,1,500,Not remote,7,1,1,1,1,1,0,0,0,0,0,0,1,1
United States,73800.0,3,1,1,5000,Not remote,8,0,0,1,0,0,1,0,0,0,0,1,0,0
United States,133000.0,20,0,1,1000,Remote,9,0,0,0,0,0,0,0,0,0,1,0,0,1
India,2642.78373219792,4,1,1,100,Not remote,5,0,0,0,0,0,0,0,0,0,1,0,0,0
United Kingdom,41825.0,2,0,1,10000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,34469.696969697,3,0,1,100,Not remote,5,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,61635.0,1,0,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,80000.0,9,0,0,500,Not remote,9,0,1,0,0,0,0,0,0,0,0,0,0,1
United States,175000.0,12,1,1,10000,Not remote,10,0,0,1,0,1,0,0,0,0,1,0,0,1
United Kingdom,81250.0,6,1,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,118500.0,1,0,0,10000,Not remote,6,0,0,0,0,1,0,0,0,0,0,0,0,1
Germany,69892.4731182796,16,0,0,10000,Not remote,10,0,0,0,0,0,1,0,0,0,0,0,0,0
United States,70000.0,2,0,1,5000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,4516.12903225806,1,0,1,5000,Not remote,2,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,103000.0,16,0,1,20,Not remote,10,0,1,0,0,1,0,0,0,0,1,1,1,1
United States,138000.0,16,1,1,100,Not remote,8,0,0,1,0,0,1,0,0,0,0,0,0,1
United States,72000.0,5,0,1,10000,Remote,8,0,0,1,0,0,0,0,0,0,1,0,0,1
United States,44000.0,1,0,1,1,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,42000.0,1,0,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,75757.5757575758,7,0,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,40000.0,1,0,0,5000,Not remote,7,1,0,1,0,0,0,0,0,0,0,0,0,0
United States,85000.0,8,0,1,500,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
Canada,56060.6060606061,16,0,1,10000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,3548.38709677419,2,1,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,71000.0,5,0,1,1,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,37878.7878787879,4,1,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,50000.0,3,0,1,1,Not remote,7,0,0,1,0,0,0,0,1,0,1,0,0,0
United States,110000.0,16,1,1,10000,Not remote,7,0,0,1,1,0,0,0,0,1,0,0,0,0
United States,105000.0,12,0,0,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,65000.0,2,0,1,500,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,59469.696969697,6,0,0,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,75757.5757575758,5,1,1,10000,Not remote,5,0,0,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,40000.0,3,0,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,2688.17204301075,3,0,1,10,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,110000.0,18,0,0,1000,Not remote,7,0,0,1,0,0,0,0,0,0,1,0,0,1
United States,85000.0,19,0,1,20,Not remote,7,0,0,0,0,1,1,0,0,0,1,0,0,0
United Kingdom,46250.0,5,0,1,1000,Not remote,7,0,0,0,1,0,0,0,0,0,0,0,0,1
United Kingdom,75000.0,12,1,1,500,Not remote,9,0,0,0,0,0,1,0,0,0,0,0,1,1
United States,120000.0,10,1,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,1
Canada,44696.9696969697,1,0,1,10000,Not remote,10,0,0,1,0,0,0,0,0,0,1,0,0,1
United States,70000.0,3,0,1,20,Remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
Canada,98484.8484848485,20,1,0,100,Not remote,6,0,0,0,0,1,0,0,0,0,0,0,0,0
United States,95000.0,17,0,1,500,Remote,7,0,1,0,0,0,0,0,0,0,1,0,0,1
United Kingdom,68750.0,20,0,0,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,150000.0,20,0,1,5000,Not remote,9,0,0,1,0,0,1,0,0,0,1,0,0,1
United States,30000.0,14,1,1,10000,Not remote,8,0,1,0,0,0,0,0,1,0,0,0,1,0
India,24959.6241374248,14,1,1,10000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,150000.0,8,0,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,10277.4922918808,5,0,0,1000,Not remote,7,0,1,1,0,1,0,0,0,0,0,0,0,1
India,9690.20701805902,0,0,0,20,Not remote,5,0,1,0,0,0,0,0,0,0,0,0,0,1
India,6827.19130817795,3,0,0,20,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,72000.0,6,0,1,500,Not remote,10,1,1,1,1,0,0,0,0,0,0,0,0,1
United States,140000.0,12,1,0,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,59139.7849462366,6,0,1,10,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,50000.0,2,0,1,1,Not remote,10,0,1,0,1,0,0,0,0,0,1,0,0,1
Germany,53763.4408602151,2,0,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,67500.0,1,0,1,1000,Not remote,4,0,0,0,0,0,0,0,0,0,1,0,0,1
India,5138.74614594039,2,0,0,20,Not remote,5,0,0,1,1,0,0,0,0,0,0,0,0,1
India,10277.4922918808,5,1,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,64516.1290322581,8,0,1,10000,Not remote,9,0,1,1,0,0,0,0,0,0,0,0,0,1
