lang,IQ,class,GS,SES,COMB
55,12.5,21080,17,35,0
50,15.5,21080,17,43,0
53,12.0,21080,17,48,0
52,15.5,21080,17,48,0
29,9.0,21080,17,30,0
46,13.5,21080,17,35,0
27,12.0,21080,17,40,0
33,13.0,21080,17,30,0
31,12.0,21080,17,43,0
47,13.5,21080,17,38,0
56,14.5,21080,17,35,0
28,9.0,21080,17,28,0
44,14.5,21080,17,35,0
40,14.5,21080,17,30,0
34,9.0,21280,25,25,0
32,12.5,21280,25,18,0
28,8.5,21280,25,20,0
49,13.0,21280,25,33,0
42,13.0,21280,25,18,0
50,11.0,21280,25,23,0
46,13.0,21280,25,15,0
51,15.0,21280,25,23,0
42,12.5,21280,25,18,0
42,14.5,21280,25,18,0
40,8.5,21280,25,18,0
46,16.5,21280,25,27,0
35,10.0,21280,25,18,0
42,14.0,21280,25,17,0
52,13.5,21280,25,15,0
47,11.5,21280,25,25,0
47,11.5,21280,25,23,0
33,5.5,21280,25,18,0
43,12.5,21280,25,25,0
46,13.0,21280,25,17,0
49,13.5,21280,25,18,0
26,11.0,21280,25,18,0
35,12.0,21280,25,18,0
45,11.5,21280,25,18,0
49,12.0,21280,25,28,0
21,10.0,21480,27,15,0
33,9.0,21480,27,20,0
33,7.0,21480,27,10,0
21,10.0,21480,27,20,0
34,11.5,21480,27,20,0
31,8.0,21480,27,20,0
27,10.5,21480,27,20,0
32,12.0,21480,27,20,0
41,12.0,21480,27,47,0
22,7.0,21480,27,20,0
34,14.0,21480,27,15,0
22,6.0,21480,27,20,0
52,17.0,21480,27,40,0
23,7.0,21480,27,20,0
35,11.5,21480,27,37,0
35,9.0,21480,27,15,0
26,10.0,21480,27,15,0
40,13.5,21480,27,20,0
49,15.5,21480,27,43,0
36,7.5,21480,27,17,0
36,12.5,21480,27,30,0
42,10.5,21580,16,17,0
32,9.0,21580,16,10,0
37,11.0,21580,16,27,0
46,14.5,21580,16,50,0
35,10.0,21580,16,23,0
51,11.5,21580,16,20,0
47,15.5,21580,16,20,0
47,11.5,21580,16,20,0
44,14.0,21580,16,20,0
49,11.5,21580,16,33,0
37,9.0,21580,16,20,0
35,11.5,21580,16,20,0
33,11.5,21680,18,18,1
37,14.5,21680,18,20,1
53,12.0,21680,18,20,1
51,13.5,21680,18,38,1
53,14.0,21680,18,28,1
36,10.0,21680,18,23,1
43,12.0,21680,18,25,1
52,14.0,21780,20,20,0
36,11.0,21780,20,27,0
50,13.0,21780,20,40,0
48,13.0,21780,20,27,0
49,13.0,21780,20,20,0
43,12.0,21780,20,17,0
38,12.5,21780,20,20,0
39,12.0,21780,20,20,0
44,13.5,21880,27,35,0
41,8.5,21880,27,28,0
52,15.0,21880,27,35,0
55,15.5,21880,27,28,0
49,16.0,21880,27,33,0
55,14.0,21880,27,50,0
42,16.0,21880,27,40,0
43,14.0,21880,27,43,0
39,11.0,21880,27,33,0
41,7.5,21880,27,33,0
56,14.5,21880,27,40,0
41,10.5,21880,27,28,0
49,15.0,21880,27,50,0
44,10.5,21880,27,20,0
48,13.5,21880,27,50,0
42,11.5,21880,27,23,0
48,10.5,21880,27,40,0
53,15.0,21880,27,35,0
54,13.0,21880,27,35,0
53,12.5,21880,27,33,0
44,13.5,21880,27,23,0
44,12.5,21880,27,23,0
44,5.5,21880,27,33,0
54,17.5,21880,27,50,0
36,9.5,21980,32,15,1
50,14.5,21980,32,28,1
43,14.0,21980,32,18,1
46,13.5,21980,32,15,1
51,10.0,21980,32,23,1
46,12.5,21980,32,10,1
43,10.5,21980,32,15,1
43,10.5,21980,32,18,1
53,10.0,21980,32,25,1
40,10.0,21980,32,35,1
35,12.0,21980,32,18,1
46,11.5,21980,32,15,1
51,12.5,21980,32,20,1
43,12.0,21980,32,18,1
28,11.5,22280,26,40,0
40,8.5,22280,26,20,0
40,11.5,22280,26,20,0
24,10.5,22280,26,17,0
22,7.0,22280,26,27,0
33,12.0,22280,26,23,0
37,11.5,22280,26,20,0
33,8.0,22280,26,45,0
53,12.5,22280,26,40,0
37,12.0,22280,26,30,0
49,12.5,22280,26,25,0
52,12.5,22280,26,45,0
51,12.5,22280,26,40,0
39,13.0,22280,26,30,0
46,12.0,22280,26,50,0
42,11.0,22280,26,25,0
44,11.0,22280,26,50,0
37,11.0,22280,26,20,0
49,12.5,22280,26,30,0
37,9.5,22280,26,40,0
51,13.0,22280,26,35,0
34,11.0,22280,26,30,0
32,11.0,22280,26,40,0
40,12.5,22280,26,40,0
40,11.5,22480,13,30,0
41,12.5,22480,13,30,0
36,10.5,22480,13,37,0
49,14.0,22480,13,33,0
45,11.0,22480,13,30,0
43,13.5,22480,13,30,0
35,12.5,22480,13,20,0
48,15.0,22480,13,23,0
46,16.5,22480,13,30,0
43,13.0,22480,13,20,0
44,12.5,22480,13,38,0
33,8.5,22480,13,23,0
40,10.0,22480,13,30,0
30,12.0,22680,24,25,1
31,11.5,22680,24,20,1
34,11.5,22680,24,20,1
42,15.0,22680,24,25,1
42,10.0,22680,24,50,1
51,12.0,22680,24,50,1
48,14.5,22680,24,50,1
42,10.0,22680,24,20,1
51,17.5,22780,30,27,0
47,12.5,22780,30,40,0
40,13.0,22780,30,23,0
49,12.0,22780,30,33,0
52,10.5,22780,30,28,0
52,12.0,22780,30,30,0
46,10.0,22780,30,40,0
46,12.5,22780,30,33,0
44,13.0,22780,30,27,0
48,12.5,22780,30,20,0
31,7.0,22780,30,17,0
40,14.0,22780,30,30,0
39,14.0,22780,30,40,0
45,11.5,22780,30,20,0
47,11.0,22780,30,33,0
23,12.0,22780,30,30,0
49,12.5,22780,30,40,0
36,11.0,22780,30,20,0
51,13.5,22880,25,23,0
40,11.0,22880,25,43,0
46,11.5,22880,25,20,0
52,13.0,22880,25,27,0
53,6.5,22880,25,23,0
37,12.0,22880,25,20,0
47,12.5,22880,25,33,0
49,12.0,22880,25,23,0
54,17.0,22880,25,37,0
50,11.5,22880,25,27,0
52,12.5,22880,25,27,0
53,13.5,22880,25,27,0
48,12.0,22880,25,37,0
53,12.0,22880,25,30,0
51,13.5,22880,25,20,0
44,9.5,22880,25,27,0
47,12.5,22880,25,20,0
51,11.5,22880,25,20,0
57,15.5,22880,25,30,0
44,12.0,22880,25,37,0
54,14.5,22880,25,23,0
55,13.0,23180,21,25,0
50,9.5,23180,21,20,0
49,15.0,23180,21,23,0
57,12.0,23180,21,50,0
45,12.0,23180,21,50,0
48,9.5,23180,21,23,0
42,12.5,23180,21,18,0
41,12.0,23180,21,45,0
50,11.5,23180,21,35,0
52,13.5,23180,21,23,0
39,12.5,23180,21,20,0
48,11.5,23180,21,25,0
51,13.5,23180,21,20,0
38,11.0,23180,21,20,0
45,11.0,23180,21,20,0
46,13.0,23180,21,23,0
44,12.0,23180,21,23,0
34,9.5,23180,21,23,0
50,15.0,23180,21,20,0
41,11.5,23180,21,25,0
41,11.0,23180,21,20,0
33,11.0,23380,22,30,1
38,11.5,23380,22,20,1
44,12.5,23380,22,33,1
42,14.5,23380,22,33,1
15,8.5,23380,22,20,1
35,13.0,23380,22,18,1
46,12.5,23380,22,33,1
49,14.0,23380,22,35,1
40,11.0,23380,22,28,1
52,10.5,23480,24,28,0
40,12.0,23480,24,40,0
46,11.0,23480,24,20,0
49,15.5,23480,24,43,0
21,8.5,23480,24,17,0
46,13.0,23480,24,40,0
55,13.5,23480,24,50,0
47,13.5,23480,24,45,0
53,14.0,23480,24,48,0
46,11.0,23480,24,28,0
50,13.5,23480,24,37,0
44,9.5,23480,24,30,0
37,10.5,23480,24,37,0
49,12.5,23580,15,50,1
43,13.5,23580,15,45,1
47,13.0,23580,15,20,1
34,11.0,23580,15,17,1
51,13.0,23580,15,23,1
29,10.5,23580,15,15,1
34,10.5,23580,15,10,1
53,13.5,23580,15,20,1
43,10.0,23580,15,30,1
57,13.0,23580,15,50,1
48,13.0,23780,19,10,1
31,9.0,23780,19,50,1
38,10.0,23780,19,35,1
49,11.0,23780,19,35,1
36,9.5,23780,19,10,1
42,8.5,23780,19,10,1
33,8.0,23780,19,20,1
30,10.0,23780,19,20,1
35,12.5,23780,19,30,1
35,11.5,23780,19,20,1
37,12.0,23780,19,10,1
42,11.5,23780,19,20,1
49,11.5,23780,19,40,1
48,13.0,23780,19,50,1
49,16.5,23780,19,35,1
28,11.0,24080,26,20,1
41,13.0,24080,26,30,1
41,12.0,24080,26,30,1
35,11.0,24080,26,20,1
50,14.5,24080,26,10,1
43,12.5,24080,26,33,1
45,11.0,24080,26,30,1
47,13.5,24080,26,17,1
39,15.0,24080,26,33,1
35,11.5,24080,26,30,1
44,11.5,24080,26,30,1
52,12.0,24080,26,40,1
51,13.5,24180,23,18,0
51,14.0,24180,23,18,0
54,14.0,24180,23,18,0
33,10.0,24180,23,15,0
51,9.5,24180,23,23,0
47,13.0,24180,23,40,0
38,7.0,24180,23,17,0
33,9.5,24180,23,17,0
44,13.5,24180,23,17,0
29,8.5,24180,23,17,0
50,14.5,24180,23,27,0
48,15.5,24180,23,45,0
36,11.0,24180,23,10,0
53,12.5,24180,23,28,0
44,9.0,24180,23,18,0
34,12.0,24180,23,17,0
28,11.0,24180,23,20,0
39,11.0,24180,23,15,0
40,12.5,24180,23,28,0
44,10.0,24180,23,10,0
39,12.5,24180,23,17,0
37,11.0,24180,23,27,0
23,8.0,24180,23,10,0
32,10.0,24280,37,45,1
38,10.0,24280,37,23,1
54,14.5,24280,37,50,1
45,11.0,24280,37,20,1
49,13.0,24280,37,35,1
29,8.5,24280,37,25,1
38,7.0,24280,37,25,1
53,11.5,24280,37,30,1
50,12.5,24280,37,25,1
46,10.0,24280,37,18,1
42,11.5,24280,37,33,1
46,9.0,24380,15,23,1
48,10.0,24380,15,27,1
39,11.0,24380,15,20,1
29,9.0,24380,15,23,1
42,10.0,24380,15,23,1
43,9.5,24380,15,20,1
35,12.5,24380,15,20,1
51,12.0,24380,15,23,1
33,9.0,24480,13,18,0
36,13.0,24480,13,18,0
17,8.0,24480,13,18,0
28,14.0,24480,13,20,0
43,10.5,24480,13,28,0
49,12.5,24480,13,18,0
39,11.0,24480,13,23,0
51,12.5,24480,13,15,0
29,7.0,24480,13,15,0
38,11.5,24480,13,25,0
52,12.5,24480,13,15,0
42,13.5,24480,13,18,0
34,9.5,24480,13,18,0
55,14.5,24680,32,35,1
42,12.5,24680,32,40,1
47,12.5,24680,32,50,1
42,12.5,24680,32,40,1
47,13.0,24680,32,50,1
41,11.0,24680,32,50,1
32,10.5,24680,32,35,1
53,12.5,24680,32,50,1
47,14.0,24680,32,50,1
56,16.5,24680,32,40,1
51,12.5,24680,32,30,1
33,11.0,24680,32,15,1
47,13.5,24980,24,27,0
41,12.5,24980,24,27,0
53,15.5,24980,24,50,0
41,13.0,24980,24,33,0
39,11.5,24980,24,30,0
45,10.0,24980,24,23,0
34,10.5,24980,24,23,0
41,11.5,24980,24,33,0
37,10.5,24980,24,33,0
33,12.0,24980,24,33,0
33,8.5,24980,24,33,0
48,13.5,24980,24,40,0
37,12.0,24980,24,20,0
40,12.5,24980,24,37,0
37,10.5,24980,24,20,0
34,10.5,24980,24,20,0
49,11.5,24980,24,23,0
47,11.5,24980,24,23,0
38,13.0,24980,24,47,0
49,14.5,24980,24,33,0
44,15.0,24980,24,33,0
33,12.0,24980,24,33,0
46,12.0,24980,24,33,0
50,15.5,24980,24,23,0
23,12.5,25080,25,17,1
23,8.0,25080,25,28,1
39,11.5,25080,25,33,1
51,11.5,25080,25,30,1
41,12.5,25080,25,18,1
38,11.0,25080,25,17,1
32,11.0,25080,25,27,1
38,15.5,25080,25,48,1
55,14.0,25080,25,40,1
51,12.5,25080,25,37,1
51,11.5,25080,25,47,1
36,8.0,25080,25,40,1
47,13.0,25080,25,27,1
33,11.0,25080,25,10,1
46,14.5,25080,25,47,1
37,12.5,25280,25,33,0
34,7.5,25280,25,30,0
40,12.5,25280,25,40,0
42,13.0,25280,25,23,0
34,10.0,25280,25,15,0
48,12.0,25280,25,15,0
31,12.5,25280,25,28,0
32,11.0,25280,25,20,0
38,13.5,25280,25,20,0
47,9.0,25280,25,27,0
36,10.5,25280,25,23,0
45,12.0,25680,32,30,1
25,11.0,25680,32,17,1
11,6.0,25680,32,10,1
19,9.5,25680,32,17,1
16,8.0,25680,32,17,1
42,13.5,25680,32,30,1
29,11.0,25680,32,10,1
24,10.0,25680,32,10,1
52,13.5,25680,32,27,1
30,11.0,25680,32,10,1
21,9.5,25880,30,13,1
25,10.0,25880,30,10,1
21,12.5,25880,30,17,1
33,9.0,25880,30,25,1
26,11.0,25880,30,25,1
34,10.5,25880,30,18,1
39,12.0,25880,30,25,1
