LateSept,LateApril,BillApril,AGE
true,true,147.514,26
false,false,108.176,26
false,true,48.269,27
false,false,2.334,27
false,false,16.829,28
true,false,0.0,26
false,false,12.355,26
false,false,9.009,26
false,false,53.032,27
false,false,113.887,27
false,true,44.913,28
false,false,79.872,25
false,false,0.0,26
false,false,49.646,27
true,false,0.0,25
false,false,14.288,28
true,true,1.8,26
true,true,15.894,26
false,false,7.922,27
true,false,46.442,28
false,false,8.064,26
false,false,44.378,28
false,false,15.732,28
false,false,72.721,28
false,false,6.342,28
true,true,30.022,28
false,false,25.402,28
false,false,0.0,29
true,true,2.4,30
false,false,11.576,30
false,false,10.715,30
false,false,19.897,27
false,false,13.306,28
true,false,0.0,27
false,false,0.0,27
false,false,28.254,27
false,false,62.208,28
false,false,9.729,23
true,false,28.315,26
false,false,50.531,26
false,false,18.34,28
true,false,1.261,29
true,true,45.632,33
false,false,-0.042,29
false,false,51.09,28
true,true,48.791,29
false,false,1.825,29
false,false,63.339,30
true,false,185.37,27
false,true,11.5,28
true,false,70.659,27
false,false,102.978,27
false,false,9.824,27
false,false,36.413,28
true,false,0.0,28
false,false,1.635,28
true,false,0.0,28
true,true,0.4,29
true,false,20.094,29
false,false,0.0,30
true,false,55.22,28
false,false,0.39,32
true,false,73.759,34
false,false,18.0,25
true,false,25.775,28
false,false,17.515,38
false,false,109.35,44
false,false,15.082,33
false,false,1.19,40
true,true,42.209,32
false,false,48.396,34
false,false,35.547,32
true,true,95.245,33
false,false,0.0,25
false,false,17.932,25
true,true,89.429,29
false,false,282.611,49
true,false,5.468,36
true,true,28.125,44
false,false,189.113,38
true,true,1.05,40
false,false,9.8,44
false,false,21.949,30
false,false,186.979,31
false,false,19.237,31
true,true,225.822,32
false,false,167.833,32
false,false,14.202,34
false,false,34.878,45
false,false,68.677,37
false,false,28.452,37
false,false,24.705,35
false,false,174.723,40
false,false,85.165,33
true,true,47.951,44
false,false,46.278,32
false,false,79.743,30
false,false,78.051,35
false,false,12.081,42
false,true,17.726,45
false,true,3.979,43
true,false,1.0,36
false,false,18.812,37
false,false,68.955,49
true,true,103.764,43
true,false,149.946,36
false,false,18.462,43
false,false,0.0,46
false,false,0.0,39
false,false,9.997,41
false,false,29.747,45
false,false,-0.025,39
false,false,82.478,32
true,true,74.068,33
false,false,2.0,34
false,false,72.778,32
false,false,129.57,48
false,false,40.836,32
false,false,0.78,45
true,false,0.732,49
true,true,8.922,31
false,false,58.856,32
false,false,0.0,34
false,false,10.825,34
false,false,-36.156,48
true,false,0.0,45
false,false,1.047,31
true,true,25.607,33
true,true,7.905,35
false,false,50.245,42
false,false,20.399,45
false,false,196.47,38
false,false,17.319,45
false,false,16.322,39
false,false,69.584,36
false,false,136.68,44
false,false,0.0,36
false,false,4.075,42
false,false,61.067,32
false,false,219.354,33
false,false,1.06,38
false,false,59.336,36
true,false,46.457,48
false,false,48.036,46
false,false,29.096,41
false,false,18.929,36
false,false,130.672,37
false,false,48.914,42
false,false,22.275,30
false,false,3.162,32
false,false,29.138,42
false,false,-0.046,32
false,false,6.804,33
true,false,16.147,36
true,false,92.533,37
true,false,100.0,39
false,false,51.01,30
true,true,38.133,33
false,false,152.188,35
true,true,31.8,39
false,false,3.175,46
false,false,33.391,40
true,true,91.146,41
false,false,194.333,43
true,false,22.667,46
false,false,49.196,37
true,true,66.52,30
false,false,175.524,37
false,false,93.145,31
false,false,10.224,44
false,false,13.291,40
false,false,19.582,46
true,false,0.0,34
true,true,131.001,48
false,false,36.912,45
false,false,0.0,44
false,false,27.561,49
false,false,0.0,39
true,false,3.016,31
false,false,5.2,47
true,false,99.764,38
true,false,0.396,35
false,false,9.38,31
false,false,15.161,33
false,false,63.177,34
false,false,42.082,40
false,false,4.328,31
true,true,210.876,32
false,false,0.0,46
true,false,10.0,38
false,false,114.902,31
false,false,19.176,42
true,true,55.077,39
true,true,29.988,45
false,false,20.061,47
true,false,-0.001,40
true,true,48.199,42
false,false,29.86,44
false,false,2.4,40
false,false,0.0,33
false,false,0.78,29
false,false,0.0,30
true,false,0.0,44
false,false,36.175,40
false,false,56.191,46
false,false,2.921,42
false,false,236.402,45
false,false,0.0,39
false,false,137.304,43
false,false,43.634,43
false,false,5.921,47
false,false,8.851,35
true,false,49.706,37
false,false,7.873,32
false,false,123.68,34
false,false,126.848,31
true,true,22.384,31
true,false,0.826,34
false,false,2.406,41
false,false,2.854,40
true,false,78.991,38
true,false,29.323,44
false,false,-0.073,36
false,false,111.638,29
false,false,1.261,48
true,true,53.613,36
true,false,5.621,29
true,true,80.529,34
false,true,38.391,34
true,false,19.292,47
false,false,50.635,40
false,false,197.269,32
false,false,201.044,34
false,false,19.187,42
false,false,45.69,39
true,false,65.482,41
false,false,45.093,36
true,false,3.081,29
true,false,0.0,29
true,false,0.0,33
false,false,0.0,36
false,false,0.0,39
false,true,107.488,40
false,false,80.866,32
false,false,188.73,33
false,false,137.641,34
true,false,27.436,35
false,false,239.229,40
true,true,1.05,42
false,false,35.493,38
false,false,0.0,41
false,false,18.586,49
false,true,50.577,41
true,true,27.781,39
true,false,0.0,38
false,true,178.485,40
false,false,57.299,39
false,false,14.202,38
true,false,0.0,42
false,false,36.932,33
false,false,76.056,41
false,true,-2.474,36
false,false,111.276,34
true,true,47.398,43
true,true,72.132,48
true,false,0.0,31
false,false,69.744,32
false,false,0.0,36
false,false,22.268,37
false,false,166.416,48
true,false,7.712,42
false,false,115.255,42
false,false,120.885,48
false,false,56.651,35
false,false,58.355,37
false,true,1.612,38
false,true,56.265,33
false,false,38.0,35
false,false,283.724,37
false,false,0.0,33
false,false,82.919,42
false,false,29.683,37
false,false,0.0,38
false,false,50.622,40
false,false,48.811,36
false,false,3.842,37
false,false,105.901,45
false,false,5.419,36
false,false,0.0,38
true,true,1.05,46
false,false,6.313,37
false,true,46.495,33
false,false,98.753,32
false,false,18.994,33
false,true,204.082,33
false,false,25.276,42
false,false,56.338,32
false,false,168.259,30
false,false,-1.839,30
false,false,0.902,31
false,false,65.939,31
false,false,57.0,31
false,false,28.115,32
true,false,224.655,32
false,false,3.837,30
true,false,41.069,36
false,false,3.088,36
false,false,0.0,31
false,false,16.364,32
true,false,-0.165,33
false,false,43.464,40
true,false,0.0,35
true,true,93.852,41
false,false,2.7,42
false,false,0.0,42
false,false,1.61,32
false,false,0.499,32
false,false,57.203,46
false,false,105.15,36
false,false,9.478,42
false,false,14.55,35
false,false,0.776,49
false,false,161.83,49
true,false,28.147,38
false,false,0.0,47
false,false,0.5,41
false,false,66.559,46
false,false,0.0,45
false,false,78.892,39
false,false,2.728,35
true,false,0.0,61
false,false,1.473,44
false,false,53.927,44
false,true,1.624,38
false,false,0.588,37
false,false,16.344,48
false,false,2.928,30
false,false,4.469,45
false,false,1.37,46
true,false,111.203,44
false,false,154.911,35
false,false,0.53,37
false,false,11.328,48
false,false,16.636,36
false,false,18.668,36
false,false,47.321,45
true,true,39.877,39
true,false,48.529,45
false,false,262.269,38
false,false,9.49,40
false,false,119.507,45
false,false,3.867,33
true,true,11.175,40
false,false,42.525,42
false,false,325.841,49
false,false,170.548,42
false,false,102.999,42
false,false,44.825,33
false,false,151.157,39
true,false,10.068,43
true,false,23.906,48
false,false,0.0,34
false,false,235.916,34
false,false,268.942,36
false,false,5.305,42
false,false,53.058,41
false,false,17.267,39
false,false,193.103,50
false,true,98.086,50
false,true,105.456,50
true,false,88.09,51
false,false,9.567,52
false,false,55.51,51
true,false,0.0,53
false,true,9.918,50
true,false,19.067,49
false,false,121.518,48
true,false,1.08,49
false,false,188.813,53
true,false,10.479,53
false,false,29.462,51
true,true,55.873,56
true,true,18.316,62
true,true,39.757,54
false,false,0.56,56
false,false,130.098,50
false,false,0.0,59
false,false,15.609,57
true,false,3.985,58
false,false,29.809,56
false,false,26.528,57
false,false,74.949,51
false,false,0.0,52
false,false,146.438,55
false,false,0.0,51
true,true,22.228,50
false,true,127.646,51
true,false,17.68,49
true,false,0.86,57
false,false,447.543,79
true,false,19.868,54
false,false,154.477,50
false,false,40.605,50
true,false,15.025,47
true,false,27.599,52
false,false,39.496,52
false,false,2.599,60
false,false,14.837,55
false,false,23.396,52
false,false,51.408,55
true,true,8.41,54
false,false,0.39,66
true,false,1.7,62
true,true,20.412,61
false,false,1.509,54
false,false,0.0,58
false,false,8.26,54
false,false,25.941,53
false,false,71.208,52
false,false,19.042,51
true,false,6.753,53
false,false,49.009,63
true,false,2.09,55
false,false,19.526,62
false,false,49.128,57
true,true,28.037,58
false,false,5.725,56
false,false,37.37,47
false,false,299.232,51
false,false,53.463,51
false,true,71.415,55
true,true,40.297,58
true,true,49.315,59
false,false,94.6,54
true,false,5.586,54
false,true,17.363,54
false,false,78.248,55
false,false,156.576,54
false,false,8.134,54
false,false,19.425,57
false,false,0.855,54
false,false,398.335,58
false,false,1.026,56
false,false,-0.002,69
false,false,14.021,28
false,false,0.39,33
false,false,0.775,66
false,false,0.0,57
false,false,0.0,55
false,false,0.0,54
true,false,17.982,31
false,false,228.912,47
true,false,1.616,31
false,false,9.806,40
false,false,21.799,47
true,false,0.0,31
true,false,16.82,27
false,false,-1.0,26
false,false,36.325,33
false,false,8.323,23
false,false,0.291,30
false,false,37.673,32
false,false,1.769,53
false,false,0.0,28
false,false,-0.07,36
false,false,0.316,24
false,false,28.253,22
false,false,20.145,22
true,false,40.068,31
false,false,0.0,25
false,false,8.971,29
false,true,40.628,25
true,false,9.017,30
false,false,78.947,29
false,false,24.663,24
false,false,2.168,32
false,false,18.736,23
false,false,0.0,24
false,false,0.0,22
true,false,0.0,29
false,false,159.782,33
false,false,7.315,28
true,false,24.041,23
false,false,27.006,23
false,false,32.15,23
false,false,7.877,46
false,false,181.846,36
false,false,54.703,24
false,false,20.014,22
true,true,10.529,22
false,false,0.095,22
false,false,14.363,22
false,false,20.006,22
false,false,0.0,22
false,false,8.997,23
false,false,9.357,21
true,false,16.138,21
false,false,1.161,22
false,false,6.49,21
false,false,3.413,22
true,true,18.771,22
true,false,19.5,22
false,false,18.223,23
false,false,20.506,23
false,false,0.0,22
true,false,10.194,22
false,false,0.552,23
false,false,43.487,23
false,false,0.0,23
false,false,23.322,24
false,false,0.39,24
false,true,17.151,22
true,false,10.25,22
true,false,24.784,22
true,false,26.04,23
false,false,16.129,22
false,false,0.0,22
false,false,129.23,34
false,false,24.521,23
false,false,16.542,23
false,false,0.0,23
false,false,11.766,23
false,true,28.603,22
false,true,19.148,22
true,true,18.919,23
false,false,64.189,23
false,false,48.211,23
true,false,0.78,23
false,false,2.48,23
true,true,32.349,23
false,false,56.063,23
false,false,24.263,23
false,false,0.179,23
false,false,35.807,23
true,false,23.03,22
true,false,30.5,28
true,false,0.78,22
true,false,26.159,22
false,true,28.558,22
false,false,22.177,23
false,false,0.0,24
false,false,8.416,25
false,false,38.086,23
false,false,60.135,23
true,false,1.803,23
false,false,10.09,23
false,false,0.317,24
true,false,12.488,24
false,false,222.575,24
false,false,6.083,24
false,false,17.899,24
false,false,29.289,23
false,false,3.51,23
false,false,129.357,29
false,false,29.848,23
false,false,2.0,23
false,false,16.133,23
false,false,0.248,24
false,false,5.725,23
false,false,13.314,23
false,false,10.523,24
false,false,29.79,23
false,false,16.497,23
true,false,0.0,25
false,false,0.0,25
false,false,79.817,24
false,false,19.668,25
false,false,27.266,22
false,false,1.894,22
false,false,30.954,22
false,false,27.162,24
true,false,51.791,24
false,false,9.308,24
true,false,31.148,22
true,false,22.969,24
true,false,0.0,25
true,false,38.254,23
false,false,0.222,23
false,false,0.78,22
true,false,65.112,23
false,false,0.0,24
false,true,26.856,24
false,true,49.75,24
true,true,40.379,24
false,false,33.571,24
false,false,28.643,25
true,false,265.787,27
false,false,0.0,23
false,false,57.924,23
false,false,40.94,25
false,false,0.0,25
true,true,14.337,26
false,false,3.914,23
false,false,29.945,23
false,false,0.0,23
false,false,103.734,25
false,true,18.112,22
true,false,94.362,24
true,true,19.694,26
false,false,36.546,24
false,false,47.63,24
false,false,24.421,25
true,false,0.0,25
true,false,4.074,26
true,false,0.933,26
false,false,15.851,24
false,false,27.872,22
false,false,-0.173,26
true,false,29.114,26
false,false,30.717,26
false,false,5.149,27
false,false,0.0,27
false,false,1.25,23
false,false,30.637,23
false,false,19.884,23
false,false,68.697,24
false,false,29.955,24
false,false,77.554,25
false,false,6.424,23
false,false,20.079,23
false,false,0.075,23
true,false,30.544,27
false,false,2.833,26
false,false,0.0,26
false,false,39.819,25
true,false,1.681,25
false,false,7.922,25
false,false,32.978,25
false,false,4.095,47
false,false,3.473,26
false,false,113.966,26
false,false,7.007,25
false,true,16.638,25
true,false,101.65,25
false,false,15.791,25
false,false,0.0,25
false,false,68.732,24
false,false,50.241,24
false,false,0.0,24
false,true,131.986,26
false,false,0.0,26
false,false,0.0,27
false,false,103.233,24
true,false,0.0,26
false,false,0.795,26
false,false,161.327,27
false,false,23.164,24
false,false,0.0,25
true,false,75.406,25
false,false,13.549,25
false,false,25.583,25
false,false,94.201,26
false,false,23.292,26
false,false,28.455,26
false,false,85.771,26
false,false,25.941,26
false,false,4.112,26
false,false,0.0,24
false,false,58.131,26
false,false,127.957,27
false,false,25.044,23
false,false,15.91,23
false,false,8.82,24
false,false,-0.632,25
false,false,29.334,23
false,false,49.483,22
false,false,20.0,25
true,false,27.472,24
true,false,28.332,25
true,true,6.463,24
false,false,18.096,25
false,false,29.093,25
true,true,28.914,26
false,false,7.158,25
false,false,47.252,25
false,false,5.049,25
false,false,0.123,26
false,false,42.305,24
false,false,49.983,24
false,false,25.942,22
false,false,20.093,26
false,false,38.687,26
false,false,142.193,26
true,false,0.0,26
false,false,0.916,26
false,false,1.107,27
true,false,5.465,27
false,false,2.339,27
false,false,25.293,25
false,false,52.397,26
true,false,50.592,26
false,false,24.527,23
false,false,19.802,23
true,false,5.071,25
false,false,-2.879,24
false,false,124.547,24
false,false,0.635,24
false,false,2.498,24
false,false,3.904,25
false,false,0.956,25
false,false,20.052,25
false,false,1.397,26
false,false,0.279,28
false,false,4.961,27
false,false,0.0,24
false,false,0.662,25
false,false,2.698,27
false,false,45.844,25
true,false,6.821,25
false,false,2.405,25
false,false,0.0,25
false,false,12.671,25
false,false,17.992,26
false,false,16.921,24
false,false,20.984,24
false,false,115.637,25
false,false,50.49,25
false,false,81.326,25
false,false,118.467,25
false,false,48.425,26
false,false,192.087,26
false,false,0.349,26
true,false,13.845,27
false,false,0.0,27
false,false,-0.001,27
false,false,0.264,27
false,false,11.832,24
false,false,21.943,24
false,false,0.0,25
false,true,8.02,24
false,false,85.529,24
false,false,3.801,25
false,false,53.856,25
true,false,15.687,25
true,false,28.792,24
false,false,-0.15,26
true,false,-0.018,28
false,false,72.152,27
false,false,41.557,27
false,false,94.473,27
false,false,0.93,27
false,false,143.738,28
false,false,9.611,26
false,false,10.806,24
false,false,11.975,24
true,false,17.319,22
false,false,0.0,23
true,false,0.363,25
false,false,21.696,26
false,false,0.0,24
false,false,0.326,25
false,false,25.58,26
false,false,29.814,27
false,false,109.626,27
false,false,1.32,27
false,false,0.0,25
false,false,23.44,24
false,false,2.293,25
false,false,0.978,24
false,false,47.872,24
false,false,18.097,24
false,false,20.061,25
false,false,101.879,25
true,true,51.984,25
false,false,1.459,25
false,false,65.648,25
false,false,51.55,27
true,false,11.132,27
true,false,12.389,24
false,false,82.077,26
false,false,17.043,25
false,false,78.862,25
true,false,16.361,26
false,false,148.958,26
false,false,0.79,26
true,false,0.0,26
true,true,45.77,27
false,false,0.55,27
false,false,30.678,28
true,true,33.643,26
false,false,10.853,26
false,true,21.983,26
true,true,54.826,26
false,false,20.856,26
false,false,2.856,26
false,false,1.979,26
false,false,27.045,26
false,false,2.995,27
false,false,0.39,27
false,false,63.153,25
false,false,18.507,24
false,false,140.249,24
false,false,0.0,25
false,true,41.496,25
false,false,180.24,26
false,false,0.0,26
false,false,41.746,26
false,true,2.5,27
true,false,0.904,28
false,false,80.385,27
false,false,257.151,28
false,false,2.25,28
false,false,7.724,28
false,false,14.988,29
false,false,0.938,29
false,false,105.377,29
false,false,9.968,29
false,false,45.916,29
false,false,3.288,27
true,true,55.525,26
true,true,91.205,26
true,false,54.027,27
true,true,33.94,28
false,false,28.142,22
false,false,87.504,25
false,false,0.286,27
false,false,1.316,27
false,false,12.643,27
false,false,44.488,28
false,false,29.234,22
false,false,0.0,23
false,false,183.544,25
false,false,2.261,26
false,false,4.039,26
false,false,18.134,22
false,false,0.0,22
false,false,0.0,23
false,false,9.408,22
false,false,0.0,28
false,false,14.802,29
false,false,37.416,29
false,false,92.513,29
false,false,-0.018,29
true,false,7.299,30
false,false,5.8,30
false,false,0.0,27
false,false,13.316,27
true,false,3.021,27
false,false,11.901,28
false,false,54.778,28
true,false,17.796,28
true,true,54.511,28
false,false,0.0,28
false,false,69.335,25
true,false,0.0,25
true,false,0.0,25
false,false,30.582,25
false,true,37.446,25
true,false,20.561,26
false,false,0.0,28
false,false,0.612,28
false,false,-0.005,28
true,false,0.0,27
false,false,113.292,26
false,false,40.31,25
false,true,4.358,25
false,false,90.189,27
false,true,15.221,27
false,false,139.23,27
true,false,164.531,27
true,true,33.102,28
true,false,23.338,28
false,false,0.0,27
false,false,0.0,26
false,false,141.191,30
false,false,44.077,26
false,false,21.604,26
false,false,69.712,25
false,false,31.029,28
false,false,45.808,26
false,false,10.7,26
false,false,9.133,26
true,true,46.905,26
true,false,50.864,26
true,false,52.609,27
false,false,-0.013,28
false,false,166.881,28
false,false,80.27,28
false,false,18.827,28
true,true,103.044,28
false,false,0.0,29
false,false,15.833,29
false,false,118.656,28
false,false,58.571,29
false,false,22.081,23
true,false,30.373,23
false,false,57.052,23
false,false,0.0,24
false,true,30.487,25
true,true,59.096,25
true,false,53.337,25
false,false,2.72,25
false,false,0.417,25
false,false,0.0,26
false,false,0.0,26
false,false,55.731,26
false,false,25.948,27
false,false,0.0,29
false,false,23.419,29
false,false,32.353,29
false,false,19.835,29
true,false,16.885,25
true,true,41.137,26
false,false,11.226,26
false,false,18.823,26
false,false,195.62,26
false,false,0.98,26
false,false,142.034,27
false,false,0.0,27
false,false,24.93,29
false,false,119.853,30
true,false,148.199,30
false,false,1.828,30
true,true,81.852,30
false,false,0.0,28
false,false,35.473,29
false,false,0.0,29
false,false,0.59,30
false,false,172.041,28
false,false,0.0,28
true,false,0.0,28
false,false,0.0,28
false,false,1.134,28
false,false,5.259,26
false,false,6.097,26
false,false,-0.222,26
false,false,57.464,27
true,false,23.369,27
false,false,35.943,28
false,false,28.507,29
false,false,10.17,27
true,false,0.0,27
false,false,0.0,29
false,false,1.555,28
false,false,0.0,29
true,false,19.836,30
false,false,6.1,29
false,false,22.776,27
false,false,15.165,26
false,false,19.94,27
false,false,1.096,27
false,false,40.307,28
false,false,45.539,28
false,false,0.0,28
false,false,29.907,28
true,false,58.271,29
false,false,19.336,29
true,false,105.924,29
false,false,42.295,29
false,false,20.0,29
false,false,0.604,29
false,false,15.078,29
false,false,66.132,29
true,false,0.0,25
false,false,1.225,26
false,false,42.321,26
false,false,47.352,26
false,false,57.582,26
false,false,144.266,26
false,false,0.332,29
true,false,0.167,31
false,false,28.836,31
false,false,24.901,31
false,false,28.193,30
false,false,4.28,27
true,false,0.474,28
false,false,0.208,27
false,false,30.231,27
false,false,85.863,27
false,true,77.373,30
false,false,81.523,29
true,false,78.746,30
false,false,27.977,25
true,false,0.0,26
false,false,9.446,26
true,false,145.931,26
false,false,0.0,26
false,false,3.187,27
false,false,62.636,27
true,false,34.67,28
true,true,15.323,24
false,false,92.238,27
false,false,165.522,29
false,false,15.857,29
false,false,87.345,29
false,false,0.0,31
false,false,20.013,22
false,false,25.775,24
false,false,0.0,24
false,false,44.038,25
true,false,16.405,25
false,false,59.843,26
false,false,182.86,27
false,false,8.777,27
true,false,8.973,27
true,false,0.0,29
false,false,41.376,34
false,false,0.184,30
false,false,24.9,27
false,true,79.219,27
false,false,83.234,28
false,false,81.018,27
true,false,-0.602,30
false,false,190.249,28
false,false,1.035,28
true,true,27.552,30
false,false,0.0,24
false,false,77.877,26
false,false,30.532,26
false,false,20.345,23
false,false,59.164,27
false,false,2.159,28
false,false,65.683,29
false,false,101.601,28
false,false,0.0,26
false,false,28.63,27
true,false,5.874,27
false,false,118.749,28
true,false,0.0,28
true,false,0.0,29
false,false,121.118,30
true,true,184.009,28
true,false,25.806,28
false,false,4.06,28
false,false,10.391,27
false,false,17.595,27
true,false,0.999,27
false,false,28.524,23
true,false,6.826,26
false,false,34.517,31
false,false,0.415,31
false,false,22.679,30
false,false,44.463,30
true,false,0.0,28
false,false,16.002,30
false,false,9.736,31
false,false,0.584,30
true,false,0.0,32
false,false,-0.105,31
false,false,6.47,30
false,false,109.953,31
false,false,-0.09,31
false,false,0.0,31
false,false,254.34,30
true,false,161.85,28
false,false,4.2,28
true,true,189.518,28
false,false,0.0,27
false,false,25.175,27
false,false,0.0,28
false,false,0.46,28
false,false,18.924,29
false,false,141.006,28
true,false,2.806,28
false,false,76.971,27
false,false,111.853,27
false,false,1.517,28
false,false,6.07,28
false,false,53.478,28
false,false,0.0,29
false,false,34.458,28
false,false,0.0,28
false,false,9.448,28
false,false,0.316,29
true,true,0.3,29
false,false,45.188,28
false,false,8.222,28
true,true,48.341,28
true,false,65.233,28
true,false,0.499,28
false,false,9.927,29
true,false,11.289,28
true,true,171.923,28
true,false,16.791,28
false,false,0.15,28
false,false,47.653,28
false,false,0.0,28
false,false,53.415,29
false,false,67.9,29
true,true,30.592,29
false,false,1.528,26
true,false,245.235,28
true,false,10.564,29
false,false,1.0,30
false,false,0.326,31
false,false,53.257,31
true,false,0.945,31
false,false,17.763,32
true,false,40.332,28
false,false,20.104,34
true,true,58.698,28
false,false,41.329,28
false,true,27.447,28
false,false,140.536,28
true,false,3.867,28
false,false,18.82,30
false,false,0.0,31
false,false,35.425,30
false,false,13.2,30
false,false,0.0,31
true,false,111.816,30
true,false,132.179,32
false,false,0.326,32
false,false,75.661,32
true,false,32.129,23
true,false,9.621,23
false,false,49.104,26
false,false,9.656,23
false,false,14.024,23
false,false,29.89,23
false,false,0.678,39
true,true,127.788,28
false,false,56.538,30
false,true,0.161,30
false,false,69.708,29
true,true,70.258,29
false,false,93.32,30
false,false,3.743,29
false,false,39.239,29
false,false,45.834,29
false,false,23.87,29
false,false,330.982,30
false,false,33.925,27
false,false,53.505,28
false,false,37.137,28
false,false,10.765,28
true,false,53.195,28
false,false,51.346,28
false,false,100.0,28
false,false,42.123,28
false,false,13.804,29
false,false,43.114,29
false,false,56.425,29
false,false,0.924,32
false,false,0.0,32
false,false,63.422,32
false,false,0.0,33
false,false,87.943,33
false,false,141.28,30
false,false,114.153,30
false,false,37.726,30
false,false,190.192,30
true,true,102.261,30
false,false,20.106,31
false,false,39.839,32
true,false,71.013,32
false,false,0.378,31
false,false,25.789,28
false,false,66.844,30
false,false,19.842,30
false,false,0.0,36
false,true,253.338,28
false,false,0.416,30
false,true,80.572,29
false,false,2.6,29
true,false,0.0,27
false,false,2.054,27
false,false,18.545,29
false,false,1.234,30
false,false,122.51,29
false,false,0.0,30
false,false,0.846,30
false,false,0.36,30
false,false,191.781,29
false,false,149.923,29
true,false,0.0,30
false,false,19.96,30
false,false,0.0,31
false,false,44.232,37
false,false,0.0,48
false,false,157.956,36
false,false,24.371,27
false,false,8.832,28
false,false,67.498,28
false,false,196.585,28
true,false,45.578,34
false,false,0.821,35
true,false,28.182,42
false,false,0.0,26
true,false,148.169,28
false,false,39.457,29
false,false,22.76,30
false,false,219.218,35
true,false,28.355,45
false,true,19.501,49
false,false,49.484,34
true,true,27.343,34
false,false,30.692,45
false,false,0.0,42
true,true,27.737,41
false,false,14.362,36
false,false,0.0,22
false,false,34.396,26
true,false,16.757,26
false,false,76.584,43
false,false,43.224,23
true,true,19.859,23
false,false,0.0,23
false,false,9.532,29
false,false,8.589,30
false,false,55.963,39
false,false,88.4,46
false,false,63.229,40
true,true,100.884,30
true,false,13.562,30
false,false,39.206,31
true,true,19.999,26
false,false,49.701,37
false,false,28.123,42
true,true,55.903,35
false,false,29.527,38
true,false,41.221,25
false,false,29.636,25
true,false,70.027,27
false,false,0.0,27
false,false,35.383,28
false,false,95.184,29
false,false,43.471,31
true,false,0.0,31
true,true,74.005,32
false,false,0.0,41
false,false,36.957,37
false,false,28.834,40
true,true,29.93,35
false,false,18.363,35
false,false,146.578,39
false,false,19.021,35
false,false,28.85,33
false,false,122.649,37
true,true,125.098,39
false,false,81.022,36
true,true,43.976,40
false,false,6.677,45
false,false,43.509,29
false,false,205.864,29
false,false,0.0,31
false,false,12.676,32
true,true,6.985,32
false,false,33.92,34
false,false,68.728,29
false,false,78.588,37
true,false,53.947,29
false,true,10.243,27
false,false,208.463,31
false,false,18.357,34
true,true,45.159,31
false,false,130.791,34
false,false,39.301,45
false,false,48.321,37
false,false,12.543,45
false,false,29.815,30
false,true,30.952,25
true,true,81.336,27
false,false,1.051,27
true,false,9.628,28
true,false,5.605,49
false,false,0.0,45
true,false,0.0,40
true,false,16.666,39
true,false,93.321,49
false,false,0.0,27
false,false,4.837,28
false,false,3.014,29
false,false,172.989,30
false,false,9.824,35
false,false,10.231,28
false,false,0.873,28
false,false,5.5,30
false,false,0.0,31
true,false,21.234,36
false,false,51.931,28
false,true,0.0,44
false,false,47.746,42
false,false,25.102,35
false,false,39.389,34
false,false,3.723,49
false,false,167.79,32
false,false,1.974,32
false,false,8.622,32
false,false,21.348,39
true,false,66.801,26
false,false,151.41,31
false,false,18.769,45
true,false,29.798,44
true,true,21.454,30
false,false,66.428,33
false,false,0.0,32
true,false,28.205,34
false,false,84.387,34
false,false,30.0,34
true,false,0.0,34
false,false,17.074,35
false,false,0.312,34
true,false,13.977,37
false,false,3.583,37
false,false,4.0,43
false,false,5.8,27
false,false,141.748,31
false,false,58.066,32
true,true,69.309,40
false,false,1.801,41
false,false,0.0,29
false,false,40.242,37
true,true,21.68,36
false,false,-0.15,46
false,false,77.49,38
false,false,117.368,47
false,false,14.217,42
false,false,20.328,37
false,false,0.69,43
false,false,0.0,36
false,false,28.611,39
false,false,0.0,46
false,false,0.0,43
false,false,1.026,38
false,false,6.054,39
false,false,241.125,47
false,false,254.941,36
false,false,0.0,33
false,false,132.864,34
false,false,5.07,35
true,true,57.137,33
false,false,4.644,40
false,false,1.075,36
false,false,78.266,43
false,false,49.674,38
false,false,66.983,33
false,false,0.74,35
false,false,1.221,39
true,false,0.0,48
false,false,-0.001,36
false,false,7.312,44
true,false,102.75,41
false,false,7.615,34
false,false,88.833,35
false,false,15.222,35
false,false,84.794,40
false,false,0.39,40
false,false,9.517,22
false,false,1.579,24
false,false,11.28,38
false,false,251.413,45
false,false,2.443,37
true,false,133.262,43
false,false,16.657,47
false,false,30.626,38
false,false,2.571,38
false,false,116.749,32
true,true,354.579,33
false,false,2.529,27
false,false,1.589,28
false,false,25.996,35
false,false,0.0,40
false,false,0.74,32
true,true,18.646,46
false,false,0.0,43
false,false,148.602,36
false,false,28.788,22
false,false,19.408,24
false,false,61.331,24
true,true,29.645,25
false,false,107.776,37
false,false,109.228,30
false,false,0.0,30
false,false,9.628,31
true,false,1.13,29
true,false,88.724,31
false,false,2.0,31
true,true,129.616,34
false,false,14.134,27
false,false,45.043,38
false,false,141.859,40
false,false,8.419,35
false,false,4.045,34
true,false,26.924,47
false,false,78.76,36
false,false,176.939,42
false,false,0.0,38
false,false,38.396,45
false,false,0.15,38
false,false,17.082,45
false,false,15.735,32
false,false,3.874,32
true,false,0.0,41
false,false,2.947,44
false,false,0.757,38
false,false,28.852,42
true,false,29.333,45
true,false,-6.159,37
false,false,19.359,39
true,false,6.946,49
false,false,2.784,36
false,false,5.784,35
false,false,5.483,35
false,false,4.058,44
